,0,1,2
3031,1987.0,4.0,20.0
3032,1987.0,4.0,21.0
3033,1987.0,4.0,22.0
3034,1987.0,4.0,23.0
3035,1987.0,4.0,24.0
3036,1987.0,4.0,25.0
3037,1987.0,4.0,26.0
3038,1987.0,4.0,27.0
3039,1987.0,4.0,28.0
3040,1987.0,4.0,29.0
3041,1987.0,4.0,30.0
3042,1987.0,5.0,1.0
3043,1987.0,5.0,2.0
3044,1987.0,5.0,3.0
3045,1987.0,5.0,4.0
3046,1987.0,5.0,5.0
3047,1987.0,5.0,6.0
3048,1987.0,5.0,7.0
3049,1987.0,5.0,8.0
3050,1987.0,5.0,9.0
3051,1987.0,5.0,10.0
3052,1987.0,5.0,11.0
3053,1987.0,5.0,12.0
3054,1987.0,5.0,13.0
3055,1987.0,5.0,14.0
3056,1987.0,5.0,15.0
3057,1987.0,5.0,16.0
3058,1987.0,5.0,17.0
3059,1987.0,5.0,18.0
3060,1987.0,5.0,19.0
3061,1987.0,5.0,20.0
3062,1987.0,5.0,21.0
3063,1987.0,5.0,22.0
3064,1987.0,5.0,23.0
3065,1987.0,5.0,24.0
3066,1987.0,5.0,25.0
3067,1987.0,5.0,26.0
3068,1987.0,5.0,27.0
3069,1987.0,5.0,28.0
3070,1987.0,5.0,29.0
3071,1987.0,5.0,30.0
3072,1987.0,5.0,31.0
3073,1987.0,6.0,1.0
3074,1987.0,6.0,2.0
3075,1987.0,6.0,3.0
3076,1987.0,6.0,4.0
3077,1987.0,6.0,5.0
3078,1987.0,6.0,6.0
3079,1987.0,6.0,7.0
3080,1987.0,6.0,8.0
3081,1987.0,6.0,9.0
3082,1987.0,6.0,10.0
3083,1987.0,6.0,11.0
3084,1987.0,6.0,12.0
3085,1987.0,6.0,13.0
3086,1987.0,6.0,14.0
3087,1987.0,6.0,15.0
3088,1987.0,6.0,16.0
3089,1987.0,6.0,17.0
3090,1987.0,6.0,18.0
3091,1987.0,6.0,19.0
3092,1987.0,6.0,20.0
3093,1987.0,6.0,21.0
3094,1987.0,6.0,22.0
3095,1987.0,6.0,23.0
3096,1987.0,6.0,24.0
3097,1987.0,6.0,25.0
3098,1987.0,6.0,26.0
3099,1987.0,6.0,27.0
3100,1987.0,6.0,28.0
3101,1987.0,6.0,29.0
3102,1987.0,6.0,30.0
3103,1987.0,7.0,1.0
3104,1987.0,7.0,2.0
3105,1987.0,7.0,3.0
3106,1987.0,7.0,4.0
3107,1987.0,7.0,5.0
3108,1987.0,7.0,6.0
3109,1987.0,7.0,7.0
3110,1987.0,7.0,8.0
3111,1987.0,7.0,9.0
3112,1987.0,7.0,10.0
3113,1987.0,7.0,11.0
3114,1987.0,7.0,12.0
3115,1987.0,7.0,13.0
3116,1987.0,7.0,14.0
3117,1987.0,7.0,15.0
3118,1987.0,7.0,16.0
3119,1987.0,7.0,17.0
3120,1987.0,7.0,18.0
3121,1987.0,7.0,19.0
3122,1987.0,7.0,20.0
3123,1987.0,7.0,21.0
3124,1987.0,7.0,22.0
3125,1987.0,7.0,23.0
3126,1987.0,7.0,24.0
3127,1987.0,7.0,25.0
3128,1987.0,7.0,26.0
3129,1987.0,7.0,27.0
3130,1987.0,7.0,28.0
3131,1987.0,7.0,29.0
3132,1987.0,7.0,30.0
3133,1987.0,7.0,31.0
3134,1987.0,8.0,1.0
3135,1987.0,8.0,2.0
3136,1987.0,8.0,3.0
3137,1987.0,8.0,4.0
3138,1987.0,8.0,5.0
3139,1987.0,8.0,6.0
3140,1987.0,8.0,7.0
3141,1987.0,8.0,8.0
3142,1987.0,8.0,9.0
3143,1987.0,8.0,10.0
3144,1987.0,8.0,11.0
3145,1987.0,8.0,12.0
3146,1987.0,8.0,13.0
3147,1987.0,8.0,14.0
3148,1987.0,8.0,15.0
3149,1987.0,8.0,16.0
3150,1987.0,8.0,17.0
3151,1987.0,8.0,18.0
3152,1987.0,8.0,19.0
3153,1987.0,8.0,20.0
3154,1987.0,8.0,21.0
3155,1987.0,8.0,22.0
3156,1987.0,8.0,23.0
3157,1987.0,8.0,24.0
3158,1987.0,8.0,25.0
3159,1987.0,8.0,26.0
3160,1987.0,8.0,27.0
3161,1987.0,8.0,28.0
3162,1987.0,8.0,29.0
3163,1987.0,8.0,30.0
3164,1987.0,8.0,31.0
3165,1987.0,9.0,1.0
3166,1987.0,9.0,2.0
3167,1987.0,9.0,3.0
3168,1987.0,9.0,4.0
3169,1987.0,9.0,5.0
3170,1987.0,9.0,6.0
3171,1987.0,9.0,7.0
3172,1987.0,9.0,8.0
3173,1987.0,9.0,9.0
3174,1987.0,9.0,10.0
3175,1987.0,9.0,11.0
3176,1987.0,9.0,12.0
3177,1987.0,9.0,13.0
3178,1987.0,9.0,14.0
3179,1987.0,9.0,15.0
3180,1987.0,9.0,16.0
3181,1987.0,9.0,17.0
3182,1987.0,9.0,18.0
3183,1987.0,9.0,19.0
3184,1987.0,9.0,20.0
3185,1987.0,9.0,21.0
3186,1987.0,9.0,22.0
3187,1987.0,9.0,23.0
3188,1987.0,9.0,24.0
3189,1987.0,9.0,25.0
3190,1987.0,9.0,26.0
3191,1987.0,9.0,27.0
3192,1987.0,9.0,28.0
3193,1987.0,9.0,29.0
3194,1987.0,9.0,30.0
3195,1987.0,10.0,1.0
3196,1987.0,10.0,2.0
3197,1987.0,10.0,3.0
3198,1987.0,10.0,4.0
3199,1987.0,10.0,5.0
3200,1987.0,10.0,6.0
3201,1987.0,10.0,7.0
3202,1987.0,10.0,8.0
3203,1987.0,10.0,9.0
3204,1987.0,10.0,10.0
3205,1987.0,10.0,11.0
3206,1987.0,10.0,12.0
3207,1987.0,10.0,13.0
3208,1987.0,10.0,14.0
3209,1987.0,10.0,15.0
3210,1987.0,10.0,16.0
3211,1987.0,10.0,17.0
3212,1987.0,10.0,18.0
3213,1987.0,10.0,19.0
3214,1987.0,10.0,20.0
3215,1987.0,10.0,21.0
3216,1987.0,10.0,22.0
3217,1987.0,10.0,23.0
3218,1987.0,10.0,24.0
3219,1987.0,10.0,25.0
3220,1987.0,10.0,26.0
3221,1987.0,10.0,27.0
3222,1987.0,10.0,28.0
3223,1987.0,10.0,29.0
3224,1987.0,10.0,30.0
3225,1987.0,10.0,31.0
3226,1987.0,11.0,1.0
3227,1987.0,11.0,2.0
3228,1987.0,11.0,3.0
3229,1987.0,11.0,4.0
3230,1987.0,11.0,5.0
3231,1987.0,11.0,6.0
3232,1987.0,11.0,7.0
3233,1987.0,11.0,8.0
3234,1987.0,11.0,9.0
3235,1987.0,11.0,10.0
3236,1987.0,11.0,11.0
3237,1987.0,11.0,12.0
3238,1987.0,11.0,13.0
3239,1987.0,11.0,14.0
3240,1987.0,11.0,15.0
3241,1987.0,11.0,16.0
3242,1987.0,11.0,17.0
3243,1987.0,11.0,18.0
3244,1987.0,11.0,19.0
3245,1987.0,11.0,20.0
3246,1987.0,11.0,21.0
3247,1987.0,11.0,22.0
3248,1987.0,11.0,23.0
3249,1987.0,11.0,24.0
3250,1987.0,11.0,25.0
3251,1987.0,11.0,26.0
3252,1987.0,11.0,27.0
3253,1987.0,11.0,28.0
3254,1987.0,11.0,29.0
3255,1987.0,11.0,30.0
3256,1987.0,12.0,1.0
3257,1987.0,12.0,2.0
3258,1987.0,12.0,3.0
3259,1987.0,12.0,4.0
3260,1987.0,12.0,5.0
3261,1987.0,12.0,6.0
3262,1987.0,12.0,7.0
3263,1987.0,12.0,8.0
3264,1987.0,12.0,9.0
3265,1987.0,12.0,10.0
3266,1987.0,12.0,11.0
3267,1987.0,12.0,12.0
3268,1987.0,12.0,13.0
3269,1987.0,12.0,14.0
3270,1987.0,12.0,15.0
3271,1987.0,12.0,16.0
3272,1987.0,12.0,17.0
3273,1987.0,12.0,18.0
3274,1987.0,12.0,19.0
3275,1987.0,12.0,20.0
3276,1987.0,12.0,21.0
3277,1987.0,12.0,22.0
3278,1987.0,12.0,23.0
3279,1987.0,12.0,24.0
3280,1987.0,12.0,25.0
3281,1987.0,12.0,26.0
3282,1987.0,12.0,27.0
3283,1987.0,12.0,28.0
3284,1987.0,12.0,29.0
3285,1987.0,12.0,30.0
3286,1987.0,12.0,31.0
3287,1988.0,1.0,1.0
3288,1988.0,1.0,2.0
3289,1988.0,1.0,3.0
3290,1988.0,1.0,4.0
3291,1988.0,1.0,5.0
3292,1988.0,1.0,6.0
3293,1988.0,1.0,7.0
3294,1988.0,1.0,8.0
3295,1988.0,1.0,9.0
3296,1988.0,1.0,10.0
3297,1988.0,1.0,11.0
3298,1988.0,1.0,12.0
3299,1988.0,1.0,13.0
3300,1988.0,1.0,14.0
3301,1988.0,1.0,15.0
3302,1988.0,1.0,16.0
3303,1988.0,1.0,17.0
3304,1988.0,1.0,18.0
3305,1988.0,1.0,19.0
3306,1988.0,1.0,20.0
3307,1988.0,1.0,21.0
3308,1988.0,1.0,22.0
3309,1988.0,1.0,23.0
3310,1988.0,1.0,24.0
3311,1988.0,1.0,25.0
3312,1988.0,1.0,26.0
3313,1988.0,1.0,27.0
3314,1988.0,1.0,28.0
3315,1988.0,1.0,29.0
3316,1988.0,1.0,30.0
3317,1988.0,1.0,31.0
3318,1988.0,2.0,1.0
3319,1988.0,2.0,2.0
3320,1988.0,2.0,3.0
3321,1988.0,2.0,4.0
3322,1988.0,2.0,5.0
3323,1988.0,2.0,6.0
3324,1988.0,2.0,7.0
3325,1988.0,2.0,8.0
3326,1988.0,2.0,9.0
3327,1988.0,2.0,10.0
3328,1988.0,2.0,11.0
3329,1988.0,2.0,12.0
3330,1988.0,2.0,13.0
3331,1988.0,2.0,14.0
3332,1988.0,2.0,15.0
3333,1988.0,2.0,16.0
3334,1988.0,2.0,17.0
3335,1988.0,2.0,18.0
3336,1988.0,2.0,19.0
3337,1988.0,2.0,20.0
3338,1988.0,2.0,21.0
3339,1988.0,2.0,22.0
3340,1988.0,2.0,23.0
3341,1988.0,2.0,24.0
3342,1988.0,2.0,25.0
3343,1988.0,2.0,26.0
3344,1988.0,2.0,27.0
3345,1988.0,2.0,28.0
3346,1988.0,2.0,29.0
3347,1988.0,3.0,1.0
3348,1988.0,3.0,2.0
3349,1988.0,3.0,3.0
3350,1988.0,3.0,4.0
3351,1988.0,3.0,5.0
3352,1988.0,3.0,6.0
3353,1988.0,3.0,7.0
3354,1988.0,3.0,8.0
3355,1988.0,3.0,9.0
3356,1988.0,3.0,10.0
3357,1988.0,3.0,11.0
3358,1988.0,3.0,12.0
3359,1988.0,3.0,13.0
3360,1988.0,3.0,14.0
3361,1988.0,3.0,15.0
3362,1988.0,3.0,16.0
3363,1988.0,3.0,17.0
3364,1988.0,3.0,18.0
3365,1988.0,3.0,19.0
3366,1988.0,3.0,20.0
3367,1988.0,3.0,21.0
3368,1988.0,3.0,22.0
3369,1988.0,3.0,23.0
3370,1988.0,3.0,24.0
3371,1988.0,3.0,25.0
3372,1988.0,3.0,26.0
3373,1988.0,3.0,27.0
3374,1988.0,3.0,28.0
3375,1988.0,3.0,29.0
3376,1988.0,3.0,30.0
3377,1988.0,3.0,31.0
3378,1988.0,4.0,1.0
3379,1988.0,4.0,2.0
3380,1988.0,4.0,3.0
3381,1988.0,4.0,4.0
3382,1988.0,4.0,5.0
3383,1988.0,4.0,6.0
3384,1988.0,4.0,7.0
3385,1988.0,4.0,8.0
3386,1988.0,4.0,9.0
3387,1988.0,4.0,10.0
3388,1988.0,4.0,11.0
3389,1988.0,4.0,12.0
3390,1988.0,4.0,13.0
3391,1988.0,4.0,14.0
3392,1988.0,4.0,15.0
3393,1988.0,4.0,16.0
3394,1988.0,4.0,17.0
3395,1988.0,4.0,18.0
3396,1988.0,4.0,19.0
3397,1988.0,4.0,20.0
3398,1988.0,4.0,21.0
3399,1988.0,4.0,22.0
3400,1988.0,4.0,23.0
3401,1988.0,4.0,24.0
3402,1988.0,4.0,25.0
3403,1988.0,4.0,26.0
3404,1988.0,4.0,27.0
3405,1988.0,4.0,28.0
3406,1988.0,4.0,29.0
3407,1988.0,4.0,30.0
3408,1988.0,5.0,1.0
3409,1988.0,5.0,2.0
3410,1988.0,5.0,3.0
3411,1988.0,5.0,4.0
3412,1988.0,5.0,5.0
3413,1988.0,5.0,6.0
3414,1988.0,5.0,7.0
3415,1988.0,5.0,8.0
3416,1988.0,5.0,9.0
3417,1988.0,5.0,10.0
3418,1988.0,5.0,11.0
3419,1988.0,5.0,12.0
3420,1988.0,5.0,13.0
3421,1988.0,5.0,14.0
3422,1988.0,5.0,15.0
3423,1988.0,5.0,16.0
3424,1988.0,5.0,17.0
3425,1988.0,5.0,18.0
3426,1988.0,5.0,19.0
3427,1988.0,5.0,20.0
3428,1988.0,5.0,21.0
3429,1988.0,5.0,22.0
3430,1988.0,5.0,23.0
3431,1988.0,5.0,24.0
3432,1988.0,5.0,25.0
3433,1988.0,5.0,26.0
3434,1988.0,5.0,27.0
3435,1988.0,5.0,28.0
3436,1988.0,5.0,29.0
3437,1988.0,5.0,30.0
3438,1988.0,5.0,31.0
3439,1988.0,6.0,1.0
3440,1988.0,6.0,2.0
3441,1988.0,6.0,3.0
3442,1988.0,6.0,4.0
3443,1988.0,6.0,5.0
3444,1988.0,6.0,6.0
3445,1988.0,6.0,7.0
3446,1988.0,6.0,8.0
3447,1988.0,6.0,9.0
3448,1988.0,6.0,10.0
3449,1988.0,6.0,11.0
3450,1988.0,6.0,12.0
3451,1988.0,6.0,13.0
3452,1988.0,6.0,14.0
3453,1988.0,6.0,15.0
3454,1988.0,6.0,16.0
3455,1988.0,6.0,17.0
3456,1988.0,6.0,18.0
3457,1988.0,6.0,19.0
3458,1988.0,6.0,20.0
3459,1988.0,6.0,21.0
3460,1988.0,6.0,22.0
3461,1988.0,6.0,23.0
3462,1988.0,6.0,24.0
3463,1988.0,6.0,25.0
3464,1988.0,6.0,26.0
3465,1988.0,6.0,27.0
3466,1988.0,6.0,28.0
3467,1988.0,6.0,29.0
3468,1988.0,6.0,30.0
3469,1988.0,7.0,1.0
3470,1988.0,7.0,2.0
3471,1988.0,7.0,3.0
3472,1988.0,7.0,4.0
3473,1988.0,7.0,5.0
3474,1988.0,7.0,6.0
3475,1988.0,7.0,7.0
3476,1988.0,7.0,8.0
3477,1988.0,7.0,9.0
3478,1988.0,7.0,10.0
3479,1988.0,7.0,11.0
3480,1988.0,7.0,12.0
3481,1988.0,7.0,13.0
3482,1988.0,7.0,14.0
3483,1988.0,7.0,15.0
3484,1988.0,7.0,16.0
3485,1988.0,7.0,17.0
3486,1988.0,7.0,18.0
3487,1988.0,7.0,19.0
3488,1988.0,7.0,20.0
3489,1988.0,7.0,21.0
3490,1988.0,7.0,22.0
3491,1988.0,7.0,23.0
3492,1988.0,7.0,24.0
3493,1988.0,7.0,25.0
3494,1988.0,7.0,26.0
3495,1988.0,7.0,27.0
3496,1988.0,7.0,28.0
3497,1988.0,7.0,29.0
3498,1988.0,7.0,30.0
3499,1988.0,7.0,31.0
3500,1988.0,8.0,1.0
3501,1988.0,8.0,2.0
3502,1988.0,8.0,3.0
3503,1988.0,8.0,4.0
3504,1988.0,8.0,5.0
3505,1988.0,8.0,6.0
3506,1988.0,8.0,7.0
3507,1988.0,8.0,8.0
3508,1988.0,8.0,9.0
3509,1988.0,8.0,10.0
3510,1988.0,8.0,11.0
3511,1988.0,8.0,12.0
3512,1988.0,8.0,13.0
3513,1988.0,8.0,14.0
3514,1988.0,8.0,15.0
3515,1988.0,8.0,16.0
3516,1988.0,8.0,17.0
3517,1988.0,8.0,18.0
3518,1988.0,8.0,19.0
3519,1988.0,8.0,20.0
3520,1988.0,8.0,21.0
3521,1988.0,8.0,22.0
3522,1988.0,8.0,23.0
3523,1988.0,8.0,24.0
3524,1988.0,8.0,25.0
3525,1988.0,8.0,26.0
3526,1988.0,8.0,27.0
3527,1988.0,8.0,28.0
3528,1988.0,8.0,29.0
3529,1988.0,8.0,30.0
3530,1988.0,8.0,31.0
3531,1988.0,9.0,1.0
3532,1988.0,9.0,2.0
3533,1988.0,9.0,3.0
3534,1988.0,9.0,4.0
3535,1988.0,9.0,5.0
3536,1988.0,9.0,6.0
3537,1988.0,9.0,7.0
3538,1988.0,9.0,8.0
3539,1988.0,9.0,9.0
3540,1988.0,9.0,10.0
3541,1988.0,9.0,11.0
3542,1988.0,9.0,12.0
3543,1988.0,9.0,13.0
3544,1988.0,9.0,14.0
3545,1988.0,9.0,15.0
3546,1988.0,9.0,16.0
3547,1988.0,9.0,17.0
3548,1988.0,9.0,18.0
3549,1988.0,9.0,19.0
3550,1988.0,9.0,20.0
3551,1988.0,9.0,21.0
3552,1988.0,9.0,22.0
3553,1988.0,9.0,23.0
3554,1988.0,9.0,24.0
3555,1988.0,9.0,25.0
3556,1988.0,9.0,26.0
3557,1988.0,9.0,27.0
3558,1988.0,9.0,28.0
3559,1988.0,9.0,29.0
3560,1988.0,9.0,30.0
3561,1988.0,10.0,1.0
3562,1988.0,10.0,2.0
3563,1988.0,10.0,3.0
3564,1988.0,10.0,4.0
3565,1988.0,10.0,5.0
3566,1988.0,10.0,6.0
3567,1988.0,10.0,7.0
3568,1988.0,10.0,8.0
3569,1988.0,10.0,9.0
3570,1988.0,10.0,10.0
3571,1988.0,10.0,11.0
3572,1988.0,10.0,12.0
3573,1988.0,10.0,13.0
3574,1988.0,10.0,14.0
3575,1988.0,10.0,15.0
3576,1988.0,10.0,16.0
3577,1988.0,10.0,17.0
3578,1988.0,10.0,18.0
3579,1988.0,10.0,19.0
3580,1988.0,10.0,20.0
3581,1988.0,10.0,21.0
3582,1988.0,10.0,22.0
3583,1988.0,10.0,23.0
3584,1988.0,10.0,24.0
3585,1988.0,10.0,25.0
3586,1988.0,10.0,26.0
3587,1988.0,10.0,27.0
3588,1988.0,10.0,28.0
3589,1988.0,10.0,29.0
3590,1988.0,10.0,30.0
3591,1988.0,10.0,31.0
3592,1988.0,11.0,1.0
3593,1988.0,11.0,2.0
3594,1988.0,11.0,3.0
3595,1988.0,11.0,4.0
3596,1988.0,11.0,5.0
3597,1988.0,11.0,6.0
3598,1988.0,11.0,7.0
3599,1988.0,11.0,8.0
3600,1988.0,11.0,9.0
3601,1988.0,11.0,10.0
3602,1988.0,11.0,11.0
3603,1988.0,11.0,12.0
3604,1988.0,11.0,13.0
3605,1988.0,11.0,14.0
3606,1988.0,11.0,15.0
3607,1988.0,11.0,16.0
3608,1988.0,11.0,17.0
3609,1988.0,11.0,18.0
3610,1988.0,11.0,19.0
3611,1988.0,11.0,20.0
3612,1988.0,11.0,21.0
3613,1988.0,11.0,22.0
3614,1988.0,11.0,23.0
3615,1988.0,11.0,24.0
3616,1988.0,11.0,25.0
3617,1988.0,11.0,26.0
3618,1988.0,11.0,27.0
3619,1988.0,11.0,28.0
3620,1988.0,11.0,29.0
3621,1988.0,11.0,30.0
3622,1988.0,12.0,1.0
3623,1988.0,12.0,2.0
3624,1988.0,12.0,3.0
3625,1988.0,12.0,4.0
3626,1988.0,12.0,5.0
3627,1988.0,12.0,6.0
3628,1988.0,12.0,7.0
3629,1988.0,12.0,8.0
3630,1988.0,12.0,9.0
3631,1988.0,12.0,10.0
3632,1988.0,12.0,11.0
3633,1988.0,12.0,12.0
3634,1988.0,12.0,13.0
3635,1988.0,12.0,14.0
3636,1988.0,12.0,15.0
3637,1988.0,12.0,16.0
3638,1988.0,12.0,17.0
3639,1988.0,12.0,18.0
3640,1988.0,12.0,19.0
3641,1988.0,12.0,20.0
3642,1988.0,12.0,21.0
3643,1988.0,12.0,22.0
3644,1988.0,12.0,23.0
3645,1988.0,12.0,24.0
3646,1988.0,12.0,25.0
3647,1988.0,12.0,26.0
3648,1988.0,12.0,27.0
3649,1988.0,12.0,28.0
3650,1988.0,12.0,29.0
3651,1988.0,12.0,30.0
3652,1988.0,12.0,31.0
3653,1989.0,1.0,1.0
3654,1989.0,1.0,2.0
3655,1989.0,1.0,3.0
3656,1989.0,1.0,4.0
3657,1989.0,1.0,5.0
3658,1989.0,1.0,6.0
3659,1989.0,1.0,7.0
3660,1989.0,1.0,8.0
3661,1989.0,1.0,9.0
3662,1989.0,1.0,10.0
3663,1989.0,1.0,11.0
3664,1989.0,1.0,12.0
3665,1989.0,1.0,13.0
3666,1989.0,1.0,14.0
3667,1989.0,1.0,15.0
3668,1989.0,1.0,16.0
3669,1989.0,1.0,17.0
3670,1989.0,1.0,18.0
3671,1989.0,1.0,19.0
3672,1989.0,1.0,20.0
3673,1989.0,1.0,21.0
3674,1989.0,1.0,22.0
3675,1989.0,1.0,23.0
3676,1989.0,1.0,24.0
3677,1989.0,1.0,25.0
3678,1989.0,1.0,26.0
3679,1989.0,1.0,27.0
3680,1989.0,1.0,28.0
3681,1989.0,1.0,29.0
3682,1989.0,1.0,30.0
3683,1989.0,1.0,31.0
3684,1989.0,2.0,1.0
3685,1989.0,2.0,2.0
3686,1989.0,2.0,3.0
3687,1989.0,2.0,4.0
3688,1989.0,2.0,5.0
3689,1989.0,2.0,6.0
3690,1989.0,2.0,7.0
3691,1989.0,2.0,8.0
3692,1989.0,2.0,9.0
3693,1989.0,2.0,10.0
3694,1989.0,2.0,11.0
3695,1989.0,2.0,12.0
3696,1989.0,2.0,13.0
3697,1989.0,2.0,14.0
3698,1989.0,2.0,15.0
3699,1989.0,2.0,16.0
3700,1989.0,2.0,17.0
3701,1989.0,2.0,18.0
3702,1989.0,2.0,19.0
3703,1989.0,2.0,20.0
3704,1989.0,2.0,21.0
3705,1989.0,2.0,22.0
3706,1989.0,2.0,23.0
3707,1989.0,2.0,24.0
3708,1989.0,2.0,25.0
3709,1989.0,2.0,26.0
3710,1989.0,2.0,27.0
3711,1989.0,2.0,28.0
3712,1989.0,3.0,1.0
3713,1989.0,3.0,2.0
3714,1989.0,3.0,3.0
3715,1989.0,3.0,4.0
3716,1989.0,3.0,5.0
3717,1989.0,3.0,6.0
3718,1989.0,3.0,7.0
3719,1989.0,3.0,8.0
3720,1989.0,3.0,9.0
3721,1989.0,3.0,10.0
3722,1989.0,3.0,11.0
3723,1989.0,3.0,12.0
3724,1989.0,3.0,13.0
3725,1989.0,3.0,14.0
3726,1989.0,3.0,15.0
3727,1989.0,3.0,16.0
3728,1989.0,3.0,17.0
3729,1989.0,3.0,18.0
3730,1989.0,3.0,19.0
3731,1989.0,3.0,20.0
3732,1989.0,3.0,21.0
3733,1989.0,3.0,22.0
3734,1989.0,3.0,23.0
3735,1989.0,3.0,24.0
3736,1989.0,3.0,25.0
3737,1989.0,3.0,26.0
3738,1989.0,3.0,27.0
3739,1989.0,3.0,28.0
3740,1989.0,3.0,29.0
3741,1989.0,3.0,30.0
3742,1989.0,3.0,31.0
3743,1989.0,4.0,1.0
3744,1989.0,4.0,2.0
3745,1989.0,4.0,3.0
3746,1989.0,4.0,4.0
3747,1989.0,4.0,5.0
3748,1989.0,4.0,6.0
3749,1989.0,4.0,7.0
3750,1989.0,4.0,8.0
3751,1989.0,4.0,9.0
3752,1989.0,4.0,10.0
3753,1989.0,4.0,11.0
3754,1989.0,4.0,12.0
3755,1989.0,4.0,13.0
3756,1989.0,4.0,14.0
3757,1989.0,4.0,15.0
3758,1989.0,4.0,16.0
3759,1989.0,4.0,17.0
3760,1989.0,4.0,18.0
3761,1989.0,4.0,19.0
3762,1989.0,4.0,20.0
3763,1989.0,4.0,21.0
3764,1989.0,4.0,22.0
3765,1989.0,4.0,23.0
3766,1989.0,4.0,24.0
3767,1989.0,4.0,25.0
3768,1989.0,4.0,26.0
3769,1989.0,4.0,27.0
3770,1989.0,4.0,28.0
3771,1989.0,4.0,29.0
3772,1989.0,4.0,30.0
3773,1989.0,5.0,1.0
3774,1989.0,5.0,2.0
3775,1989.0,5.0,3.0
3776,1989.0,5.0,4.0
3777,1989.0,5.0,5.0
3778,1989.0,5.0,6.0
3779,1989.0,5.0,7.0
3780,1989.0,5.0,8.0
3781,1989.0,5.0,9.0
3782,1989.0,5.0,10.0
3783,1989.0,5.0,11.0
3784,1989.0,5.0,12.0
3785,1989.0,5.0,13.0
3786,1989.0,5.0,14.0
3787,1989.0,5.0,15.0
3788,1989.0,5.0,16.0
3789,1989.0,5.0,17.0
3790,1989.0,5.0,18.0
3791,1989.0,5.0,19.0
3792,1989.0,5.0,20.0
3793,1989.0,5.0,21.0
3794,1989.0,5.0,22.0
3795,1989.0,5.0,23.0
3796,1989.0,5.0,24.0
3797,1989.0,5.0,25.0
3798,1989.0,5.0,26.0
3799,1989.0,5.0,27.0
3800,1989.0,5.0,28.0
3801,1989.0,5.0,29.0
3802,1989.0,5.0,30.0
3803,1989.0,5.0,31.0
3804,1989.0,6.0,1.0
3805,1989.0,6.0,2.0
3806,1989.0,6.0,3.0
3807,1989.0,6.0,4.0
3808,1989.0,6.0,5.0
3809,1989.0,6.0,6.0
3810,1989.0,6.0,7.0
3811,1989.0,6.0,8.0
3812,1989.0,6.0,9.0
3813,1989.0,6.0,10.0
3814,1989.0,6.0,11.0
3815,1989.0,6.0,12.0
3816,1989.0,6.0,13.0
3817,1989.0,6.0,14.0
3818,1989.0,6.0,15.0
3819,1989.0,6.0,16.0
3820,1989.0,6.0,17.0
3821,1989.0,6.0,18.0
3822,1989.0,6.0,19.0
3823,1989.0,6.0,20.0
3824,1989.0,6.0,21.0
3825,1989.0,6.0,22.0
3826,1989.0,6.0,23.0
3827,1989.0,6.0,24.0
3828,1989.0,6.0,25.0
3829,1989.0,6.0,26.0
3830,1989.0,6.0,27.0
3831,1989.0,6.0,28.0
3832,1989.0,6.0,29.0
3833,1989.0,6.0,30.0
3834,1989.0,7.0,1.0
3835,1989.0,7.0,2.0
3836,1989.0,7.0,3.0
3837,1989.0,7.0,4.0
3838,1989.0,7.0,5.0
3839,1989.0,7.0,6.0
3840,1989.0,7.0,7.0
3841,1989.0,7.0,8.0
3842,1989.0,7.0,9.0
3843,1989.0,7.0,10.0
3844,1989.0,7.0,11.0
3845,1989.0,7.0,12.0
3846,1989.0,7.0,13.0
3847,1989.0,7.0,14.0
3848,1989.0,7.0,15.0
3849,1989.0,7.0,16.0
3850,1989.0,7.0,17.0
3851,1989.0,7.0,18.0
3852,1989.0,7.0,19.0
3853,1989.0,7.0,20.0
3854,1989.0,7.0,21.0
3855,1989.0,7.0,22.0
3856,1989.0,7.0,23.0
3857,1989.0,7.0,24.0
3858,1989.0,7.0,25.0
3859,1989.0,7.0,26.0
3860,1989.0,7.0,27.0
3861,1989.0,7.0,28.0
3862,1989.0,7.0,29.0
3863,1989.0,7.0,30.0
3864,1989.0,7.0,31.0
3865,1989.0,8.0,1.0
3866,1989.0,8.0,2.0
3867,1989.0,8.0,3.0
3868,1989.0,8.0,4.0
3869,1989.0,8.0,5.0
3870,1989.0,8.0,6.0
3871,1989.0,8.0,7.0
3872,1989.0,8.0,8.0
3873,1989.0,8.0,9.0
3874,1989.0,8.0,10.0
3875,1989.0,8.0,11.0
3876,1989.0,8.0,12.0
3877,1989.0,8.0,13.0
3878,1989.0,8.0,14.0
3879,1989.0,8.0,15.0
3880,1989.0,8.0,16.0
3881,1989.0,8.0,17.0
3882,1989.0,8.0,18.0
3883,1989.0,8.0,19.0
3884,1989.0,8.0,20.0
3885,1989.0,8.0,21.0
3886,1989.0,8.0,22.0
3887,1989.0,8.0,23.0
3888,1989.0,8.0,24.0
3889,1989.0,8.0,25.0
3890,1989.0,8.0,26.0
3891,1989.0,8.0,27.0
3892,1989.0,8.0,28.0
3893,1989.0,8.0,29.0
3894,1989.0,8.0,30.0
3895,1989.0,8.0,31.0
3896,1989.0,9.0,1.0
3897,1989.0,9.0,2.0
3898,1989.0,9.0,3.0
3899,1989.0,9.0,4.0
3900,1989.0,9.0,5.0
3901,1989.0,9.0,6.0
3902,1989.0,9.0,7.0
3903,1989.0,9.0,8.0
3904,1989.0,9.0,9.0
