,0,1,2
309,1979.0,11.0,6.0
310,1979.0,11.0,7.0
311,1979.0,11.0,8.0
312,1979.0,11.0,9.0
313,1979.0,11.0,10.0
314,1979.0,11.0,11.0
315,1979.0,11.0,12.0
316,1979.0,11.0,13.0
317,1979.0,11.0,14.0
318,1979.0,11.0,15.0
319,1979.0,11.0,16.0
320,1979.0,11.0,17.0
321,1979.0,11.0,18.0
322,1979.0,11.0,19.0
323,1979.0,11.0,20.0
324,1979.0,11.0,21.0
325,1979.0,11.0,22.0
326,1979.0,11.0,23.0
327,1979.0,11.0,24.0
328,1979.0,11.0,25.0
329,1979.0,11.0,26.0
330,1979.0,11.0,27.0
331,1979.0,11.0,28.0
332,1979.0,11.0,29.0
333,1979.0,11.0,30.0
334,1979.0,12.0,1.0
335,1979.0,12.0,2.0
336,1979.0,12.0,3.0
337,1979.0,12.0,4.0
338,1979.0,12.0,5.0
339,1979.0,12.0,6.0
340,1979.0,12.0,7.0
341,1979.0,12.0,8.0
342,1979.0,12.0,9.0
343,1979.0,12.0,10.0
344,1979.0,12.0,11.0
345,1979.0,12.0,12.0
346,1979.0,12.0,13.0
347,1979.0,12.0,14.0
348,1979.0,12.0,15.0
349,1979.0,12.0,16.0
350,1979.0,12.0,17.0
351,1979.0,12.0,18.0
352,1979.0,12.0,19.0
353,1979.0,12.0,20.0
354,1979.0,12.0,21.0
355,1979.0,12.0,22.0
356,1979.0,12.0,23.0
357,1979.0,12.0,24.0
358,1979.0,12.0,25.0
359,1979.0,12.0,26.0
360,1979.0,12.0,27.0
361,1979.0,12.0,28.0
362,1979.0,12.0,29.0
363,1979.0,12.0,30.0
364,1979.0,12.0,31.0
365,1980.0,1.0,1.0
366,1980.0,1.0,2.0
367,1980.0,1.0,3.0
368,1980.0,1.0,4.0
369,1980.0,1.0,5.0
370,1980.0,1.0,6.0
371,1980.0,1.0,7.0
372,1980.0,1.0,8.0
373,1980.0,1.0,9.0
374,1980.0,1.0,10.0
375,1980.0,1.0,11.0
376,1980.0,1.0,12.0
377,1980.0,1.0,13.0
378,1980.0,1.0,14.0
379,1980.0,1.0,15.0
380,1980.0,1.0,16.0
381,1980.0,1.0,17.0
382,1980.0,1.0,18.0
383,1980.0,1.0,19.0
384,1980.0,1.0,20.0
385,1980.0,1.0,21.0
386,1980.0,1.0,22.0
387,1980.0,1.0,23.0
388,1980.0,1.0,24.0
389,1980.0,1.0,25.0
390,1980.0,1.0,26.0
391,1980.0,1.0,27.0
392,1980.0,1.0,28.0
393,1980.0,1.0,29.0
394,1980.0,1.0,30.0
395,1980.0,1.0,31.0
396,1980.0,2.0,1.0
397,1980.0,2.0,2.0
398,1980.0,2.0,3.0
399,1980.0,2.0,4.0
400,1980.0,2.0,5.0
401,1980.0,2.0,6.0
402,1980.0,2.0,7.0
403,1980.0,2.0,8.0
404,1980.0,2.0,9.0
405,1980.0,2.0,10.0
406,1980.0,2.0,11.0
407,1980.0,2.0,12.0
408,1980.0,2.0,13.0
409,1980.0,2.0,14.0
410,1980.0,2.0,15.0
411,1980.0,2.0,16.0
412,1980.0,2.0,17.0
413,1980.0,2.0,18.0
414,1980.0,2.0,19.0
415,1980.0,2.0,20.0
416,1980.0,2.0,21.0
417,1980.0,2.0,22.0
418,1980.0,2.0,23.0
419,1980.0,2.0,24.0
420,1980.0,2.0,25.0
421,1980.0,2.0,26.0
422,1980.0,2.0,27.0
423,1980.0,2.0,28.0
424,1980.0,2.0,29.0
425,1980.0,3.0,1.0
426,1980.0,3.0,2.0
427,1980.0,3.0,3.0
428,1980.0,3.0,4.0
429,1980.0,3.0,5.0
430,1980.0,3.0,6.0
431,1980.0,3.0,7.0
432,1980.0,3.0,8.0
433,1980.0,3.0,9.0
434,1980.0,3.0,10.0
435,1980.0,3.0,11.0
436,1980.0,3.0,12.0
437,1980.0,3.0,13.0
438,1980.0,3.0,14.0
439,1980.0,3.0,15.0
440,1980.0,3.0,16.0
441,1980.0,3.0,17.0
442,1980.0,3.0,18.0
443,1980.0,3.0,19.0
444,1980.0,3.0,20.0
445,1980.0,3.0,21.0
446,1980.0,3.0,22.0
447,1980.0,3.0,23.0
448,1980.0,3.0,24.0
449,1980.0,3.0,25.0
450,1980.0,3.0,26.0
451,1980.0,3.0,27.0
452,1980.0,3.0,28.0
453,1980.0,3.0,29.0
454,1980.0,3.0,30.0
455,1980.0,3.0,31.0
456,1980.0,4.0,1.0
457,1980.0,4.0,2.0
458,1980.0,4.0,3.0
459,1980.0,4.0,4.0
460,1980.0,4.0,5.0
461,1980.0,4.0,6.0
462,1980.0,4.0,7.0
463,1980.0,4.0,8.0
464,1980.0,4.0,9.0
465,1980.0,4.0,10.0
466,1980.0,4.0,11.0
467,1980.0,4.0,12.0
468,1980.0,4.0,13.0
469,1980.0,4.0,14.0
470,1980.0,4.0,15.0
471,1980.0,4.0,16.0
472,1980.0,4.0,17.0
473,1980.0,4.0,18.0
474,1980.0,4.0,19.0
475,1980.0,4.0,20.0
476,1980.0,4.0,21.0
477,1980.0,4.0,22.0
478,1980.0,4.0,23.0
479,1980.0,4.0,24.0
480,1980.0,4.0,25.0
481,1980.0,4.0,26.0
482,1980.0,4.0,27.0
483,1980.0,4.0,28.0
484,1980.0,4.0,29.0
485,1980.0,4.0,30.0
486,1980.0,5.0,1.0
487,1980.0,5.0,2.0
488,1980.0,5.0,3.0
489,1980.0,5.0,4.0
490,1980.0,5.0,5.0
491,1980.0,5.0,6.0
492,1980.0,5.0,7.0
493,1980.0,5.0,8.0
494,1980.0,5.0,9.0
495,1980.0,5.0,10.0
496,1980.0,5.0,11.0
497,1980.0,5.0,12.0
498,1980.0,5.0,13.0
499,1980.0,5.0,14.0
500,1980.0,5.0,15.0
501,1980.0,5.0,16.0
502,1980.0,5.0,17.0
503,1980.0,5.0,18.0
504,1980.0,5.0,19.0
505,1980.0,5.0,20.0
506,1980.0,5.0,21.0
507,1980.0,5.0,22.0
508,1980.0,5.0,23.0
509,1980.0,5.0,24.0
510,1980.0,5.0,25.0
511,1980.0,5.0,26.0
512,1980.0,5.0,27.0
513,1980.0,5.0,28.0
514,1980.0,5.0,29.0
515,1980.0,5.0,30.0
516,1980.0,5.0,31.0
517,1980.0,6.0,1.0
518,1980.0,6.0,2.0
519,1980.0,6.0,3.0
520,1980.0,6.0,4.0
521,1980.0,6.0,5.0
522,1980.0,6.0,6.0
523,1980.0,6.0,7.0
524,1980.0,6.0,8.0
525,1980.0,6.0,9.0
526,1980.0,6.0,10.0
527,1980.0,6.0,11.0
528,1980.0,6.0,12.0
529,1980.0,6.0,13.0
530,1980.0,6.0,14.0
531,1980.0,6.0,15.0
532,1980.0,6.0,16.0
533,1980.0,6.0,17.0
534,1980.0,6.0,18.0
535,1980.0,6.0,19.0
536,1980.0,6.0,20.0
537,1980.0,6.0,21.0
538,1980.0,6.0,22.0
539,1980.0,6.0,23.0
540,1980.0,6.0,24.0
541,1980.0,6.0,25.0
542,1980.0,6.0,26.0
543,1980.0,6.0,27.0
544,1980.0,6.0,28.0
545,1980.0,6.0,29.0
546,1980.0,6.0,30.0
547,1980.0,7.0,1.0
548,1980.0,7.0,2.0
549,1980.0,7.0,3.0
550,1980.0,7.0,4.0
551,1980.0,7.0,5.0
552,1980.0,7.0,6.0
553,1980.0,7.0,7.0
554,1980.0,7.0,8.0
555,1980.0,7.0,9.0
556,1980.0,7.0,10.0
557,1980.0,7.0,11.0
558,1980.0,7.0,12.0
559,1980.0,7.0,13.0
560,1980.0,7.0,14.0
561,1980.0,7.0,15.0
562,1980.0,7.0,16.0
563,1980.0,7.0,17.0
564,1980.0,7.0,18.0
565,1980.0,7.0,19.0
566,1980.0,7.0,20.0
567,1980.0,7.0,21.0
568,1980.0,7.0,22.0
569,1980.0,7.0,23.0
570,1980.0,7.0,24.0
571,1980.0,7.0,25.0
572,1980.0,7.0,26.0
573,1980.0,7.0,27.0
574,1980.0,7.0,28.0
575,1980.0,7.0,29.0
576,1980.0,7.0,30.0
577,1980.0,7.0,31.0
578,1980.0,8.0,1.0
579,1980.0,8.0,2.0
580,1980.0,8.0,3.0
581,1980.0,8.0,4.0
582,1980.0,8.0,5.0
583,1980.0,8.0,6.0
584,1980.0,8.0,7.0
585,1980.0,8.0,8.0
586,1980.0,8.0,9.0
587,1980.0,8.0,10.0
588,1980.0,8.0,11.0
589,1980.0,8.0,12.0
590,1980.0,8.0,13.0
591,1980.0,8.0,14.0
592,1980.0,8.0,15.0
593,1980.0,8.0,16.0
594,1980.0,8.0,17.0
595,1980.0,8.0,18.0
596,1980.0,8.0,19.0
597,1980.0,8.0,20.0
598,1980.0,8.0,21.0
599,1980.0,8.0,22.0
600,1980.0,8.0,23.0
601,1980.0,8.0,24.0
602,1980.0,8.0,25.0
603,1980.0,8.0,26.0
604,1980.0,8.0,27.0
605,1980.0,8.0,28.0
606,1980.0,8.0,29.0
607,1980.0,8.0,30.0
608,1980.0,8.0,31.0
609,1980.0,9.0,1.0
610,1980.0,9.0,2.0
611,1980.0,9.0,3.0
612,1980.0,9.0,4.0
613,1980.0,9.0,5.0
614,1980.0,9.0,6.0
615,1980.0,9.0,7.0
616,1980.0,9.0,8.0
617,1980.0,9.0,9.0
618,1980.0,9.0,10.0
619,1980.0,9.0,11.0
620,1980.0,9.0,12.0
621,1980.0,9.0,13.0
622,1980.0,9.0,14.0
623,1980.0,9.0,15.0
624,1980.0,9.0,16.0
625,1980.0,9.0,17.0
626,1980.0,9.0,18.0
627,1980.0,9.0,19.0
628,1980.0,9.0,20.0
629,1980.0,9.0,21.0
630,1980.0,9.0,22.0
631,1980.0,9.0,23.0
632,1980.0,9.0,24.0
633,1980.0,9.0,25.0
634,1980.0,9.0,26.0
635,1980.0,9.0,27.0
636,1980.0,9.0,28.0
637,1980.0,9.0,29.0
638,1980.0,9.0,30.0
639,1980.0,10.0,1.0
640,1980.0,10.0,2.0
641,1980.0,10.0,3.0
642,1980.0,10.0,4.0
643,1980.0,10.0,5.0
644,1980.0,10.0,6.0
645,1980.0,10.0,7.0
646,1980.0,10.0,8.0
647,1980.0,10.0,9.0
648,1980.0,10.0,10.0
649,1980.0,10.0,11.0
650,1980.0,10.0,12.0
651,1980.0,10.0,13.0
652,1980.0,10.0,14.0
653,1980.0,10.0,15.0
654,1980.0,10.0,16.0
655,1980.0,10.0,17.0
656,1980.0,10.0,18.0
657,1980.0,10.0,19.0
658,1980.0,10.0,20.0
659,1980.0,10.0,21.0
660,1980.0,10.0,22.0
661,1980.0,10.0,23.0
662,1980.0,10.0,24.0
663,1980.0,10.0,25.0
664,1980.0,10.0,26.0
665,1980.0,10.0,27.0
666,1980.0,10.0,28.0
667,1980.0,10.0,29.0
668,1980.0,10.0,30.0
669,1980.0,10.0,31.0
670,1980.0,11.0,1.0
671,1980.0,11.0,2.0
672,1980.0,11.0,3.0
673,1980.0,11.0,4.0
674,1980.0,11.0,5.0
675,1980.0,11.0,6.0
676,1980.0,11.0,7.0
677,1980.0,11.0,8.0
678,1980.0,11.0,9.0
679,1980.0,11.0,10.0
680,1980.0,11.0,11.0
681,1980.0,11.0,12.0
682,1980.0,11.0,13.0
683,1980.0,11.0,14.0
684,1980.0,11.0,15.0
685,1980.0,11.0,16.0
686,1980.0,11.0,17.0
687,1980.0,11.0,18.0
688,1980.0,11.0,19.0
689,1980.0,11.0,20.0
690,1980.0,11.0,21.0
691,1980.0,11.0,22.0
692,1980.0,11.0,23.0
693,1980.0,11.0,24.0
694,1980.0,11.0,25.0
695,1980.0,11.0,26.0
696,1980.0,11.0,27.0
697,1980.0,11.0,28.0
698,1980.0,11.0,29.0
699,1980.0,11.0,30.0
700,1980.0,12.0,1.0
701,1980.0,12.0,2.0
702,1980.0,12.0,3.0
703,1980.0,12.0,4.0
704,1980.0,12.0,5.0
705,1980.0,12.0,6.0
706,1980.0,12.0,7.0
707,1980.0,12.0,8.0
708,1980.0,12.0,9.0
709,1980.0,12.0,10.0
710,1980.0,12.0,11.0
711,1980.0,12.0,12.0
712,1980.0,12.0,13.0
713,1980.0,12.0,14.0
714,1980.0,12.0,15.0
715,1980.0,12.0,16.0
716,1980.0,12.0,17.0
717,1980.0,12.0,18.0
718,1980.0,12.0,19.0
719,1980.0,12.0,20.0
720,1980.0,12.0,21.0
721,1980.0,12.0,22.0
722,1980.0,12.0,23.0
723,1980.0,12.0,24.0
724,1980.0,12.0,25.0
725,1980.0,12.0,26.0
726,1980.0,12.0,27.0
727,1980.0,12.0,28.0
728,1980.0,12.0,29.0
729,1980.0,12.0,30.0
730,1980.0,12.0,31.0
731,1981.0,1.0,1.0
732,1981.0,1.0,2.0
733,1981.0,1.0,3.0
734,1981.0,1.0,4.0
735,1981.0,1.0,5.0
736,1981.0,1.0,6.0
737,1981.0,1.0,7.0
738,1981.0,1.0,8.0
739,1981.0,1.0,9.0
740,1981.0,1.0,10.0
741,1981.0,1.0,11.0
742,1981.0,1.0,12.0
743,1981.0,1.0,13.0
744,1981.0,1.0,14.0
745,1981.0,1.0,15.0
746,1981.0,1.0,16.0
747,1981.0,1.0,17.0
748,1981.0,1.0,18.0
749,1981.0,1.0,19.0
750,1981.0,1.0,20.0
751,1981.0,1.0,21.0
752,1981.0,1.0,22.0
753,1981.0,1.0,23.0
754,1981.0,1.0,24.0
755,1981.0,1.0,25.0
756,1981.0,1.0,26.0
757,1981.0,1.0,27.0
758,1981.0,1.0,28.0
759,1981.0,1.0,29.0
760,1981.0,1.0,30.0
761,1981.0,1.0,31.0
762,1981.0,2.0,1.0
763,1981.0,2.0,2.0
764,1981.0,2.0,3.0
765,1981.0,2.0,4.0
766,1981.0,2.0,5.0
767,1981.0,2.0,6.0
768,1981.0,2.0,7.0
769,1981.0,2.0,8.0
770,1981.0,2.0,9.0
771,1981.0,2.0,10.0
772,1981.0,2.0,11.0
773,1981.0,2.0,12.0
774,1981.0,2.0,13.0
775,1981.0,2.0,14.0
776,1981.0,2.0,15.0
777,1981.0,2.0,16.0
778,1981.0,2.0,17.0
779,1981.0,2.0,18.0
780,1981.0,2.0,19.0
781,1981.0,2.0,20.0
782,1981.0,2.0,21.0
783,1981.0,2.0,22.0
784,1981.0,2.0,23.0
785,1981.0,2.0,24.0
786,1981.0,2.0,25.0
787,1981.0,2.0,26.0
788,1981.0,2.0,27.0
789,1981.0,2.0,28.0
790,1981.0,3.0,1.0
791,1981.0,3.0,2.0
792,1981.0,3.0,3.0
793,1981.0,3.0,4.0
794,1981.0,3.0,5.0
795,1981.0,3.0,6.0
796,1981.0,3.0,7.0
797,1981.0,3.0,8.0
798,1981.0,3.0,9.0
799,1981.0,3.0,10.0
800,1981.0,3.0,11.0
801,1981.0,3.0,12.0
802,1981.0,3.0,13.0
803,1981.0,3.0,14.0
804,1981.0,3.0,15.0
805,1981.0,3.0,16.0
806,1981.0,3.0,17.0
807,1981.0,3.0,18.0
808,1981.0,3.0,19.0
809,1981.0,3.0,20.0
810,1981.0,3.0,21.0
811,1981.0,3.0,22.0
812,1981.0,3.0,23.0
813,1981.0,3.0,24.0
814,1981.0,3.0,25.0
815,1981.0,3.0,26.0
816,1981.0,3.0,27.0
817,1981.0,3.0,28.0
818,1981.0,3.0,29.0
819,1981.0,3.0,30.0
820,1981.0,3.0,31.0
821,1981.0,4.0,1.0
822,1981.0,4.0,2.0
823,1981.0,4.0,3.0
824,1981.0,4.0,4.0
825,1981.0,4.0,5.0
826,1981.0,4.0,6.0
827,1981.0,4.0,7.0
828,1981.0,4.0,8.0
829,1981.0,4.0,9.0
830,1981.0,4.0,10.0
831,1981.0,4.0,11.0
832,1981.0,4.0,12.0
833,1981.0,4.0,13.0
834,1981.0,4.0,14.0
835,1981.0,4.0,15.0
836,1981.0,4.0,16.0
837,1981.0,4.0,17.0
838,1981.0,4.0,18.0
839,1981.0,4.0,19.0
840,1981.0,4.0,20.0
841,1981.0,4.0,21.0
842,1981.0,4.0,22.0
843,1981.0,4.0,23.0
844,1981.0,4.0,24.0
845,1981.0,4.0,25.0
846,1981.0,4.0,26.0
847,1981.0,4.0,27.0
848,1981.0,4.0,28.0
849,1981.0,4.0,29.0
850,1981.0,4.0,30.0
851,1981.0,5.0,1.0
852,1981.0,5.0,2.0
853,1981.0,5.0,3.0
854,1981.0,5.0,4.0
855,1981.0,5.0,5.0
856,1981.0,5.0,6.0
857,1981.0,5.0,7.0
858,1981.0,5.0,8.0
859,1981.0,5.0,9.0
860,1981.0,5.0,10.0
861,1981.0,5.0,11.0
862,1981.0,5.0,12.0
863,1981.0,5.0,13.0
864,1981.0,5.0,14.0
865,1981.0,5.0,15.0
866,1981.0,5.0,16.0
867,1981.0,5.0,17.0
868,1981.0,5.0,18.0
869,1981.0,5.0,19.0
870,1981.0,5.0,20.0
871,1981.0,5.0,21.0
872,1981.0,5.0,22.0
873,1981.0,5.0,23.0
874,1981.0,5.0,24.0
875,1981.0,5.0,25.0
876,1981.0,5.0,26.0
877,1981.0,5.0,27.0
878,1981.0,5.0,28.0
879,1981.0,5.0,29.0
880,1981.0,5.0,30.0
881,1981.0,5.0,31.0
882,1981.0,6.0,1.0
883,1981.0,6.0,2.0
884,1981.0,6.0,3.0
885,1981.0,6.0,4.0
886,1981.0,6.0,5.0
887,1981.0,6.0,6.0
888,1981.0,6.0,7.0
889,1981.0,6.0,8.0
890,1981.0,6.0,9.0
891,1981.0,6.0,10.0
892,1981.0,6.0,11.0
893,1981.0,6.0,12.0
894,1981.0,6.0,13.0
895,1981.0,6.0,14.0
896,1981.0,6.0,15.0
897,1981.0,6.0,16.0
898,1981.0,6.0,17.0
899,1981.0,6.0,18.0
900,1981.0,6.0,19.0
901,1981.0,6.0,20.0
902,1981.0,6.0,21.0
903,1981.0,6.0,22.0
904,1981.0,6.0,23.0
905,1981.0,6.0,24.0
906,1981.0,6.0,25.0
907,1981.0,6.0,26.0
908,1981.0,6.0,27.0
909,1981.0,6.0,28.0
910,1981.0,6.0,29.0
911,1981.0,6.0,30.0
912,1981.0,7.0,1.0
913,1981.0,7.0,2.0
914,1981.0,7.0,3.0
915,1981.0,7.0,4.0
916,1981.0,7.0,5.0
917,1981.0,7.0,6.0
918,1981.0,7.0,7.0
919,1981.0,7.0,8.0
920,1981.0,7.0,9.0
921,1981.0,7.0,10.0
922,1981.0,7.0,11.0
923,1981.0,7.0,12.0
924,1981.0,7.0,13.0
925,1981.0,7.0,14.0
926,1981.0,7.0,15.0
927,1981.0,7.0,16.0
928,1981.0,7.0,17.0
929,1981.0,7.0,18.0
930,1981.0,7.0,19.0
