,0
0,0.8231284096837044
1,0.40945637106051436
2,0.3925844933837652
3,0.21636888571083546
4,0.82727269269526
5,0.7167111858725548
6,0.9185495711863041
7,0.6303071142174304
8,0.3628771877847612
9,0.4911276791244745
10,0.6564067415893078
11,0.0616986604873091
12,1.8023712988942862
13,1.3242319226264954
14,1.5604377388954163
15,0.05886010639369488
16,1.022624023258686
17,-1.6453713143710047
18,1.4928921423852444
19,2.580210422165692
20,3.30165496468544
21,3.3036208488047123
22,2.012012018589303
23,1.1509216744452715
24,0.7667678305879235
25,0.6181733375415206
26,1.6936252862215042
27,1.2845473811030388
28,0.8160993661731482
29,1.4832465387880802
30,1.2407753989100456
31,1.3897925023920834
32,0.6356456773355603
33,1.6589239789173007
34,2.0684617646038532
35,1.236897699534893
36,0.3577097193337977
37,0.7717546983622015
38,0.6745715169236064
39,0.7834410197101533
40,0.28598800068721175
41,-0.2763828104361892
42,1.162459671497345
43,1.0463722900021821
44,2.0215930119156837
45,2.6261698957532644
46,2.8999846428632736
47,1.4190947264432907
48,0.8907158058136702
49,0.9500700458884239
50,2.0655277580954134
51,2.4984133057296276
52,3.150919216219336
53,3.6074894666671753
54,3.22510938718915
55,3.960746854543686
56,3.3408986194990575
57,4.647332675755024
58,2.8690290674567223
59,3.1200359351933002
60,3.5120133629534394
61,3.2020770525559783
62,4.822414204478264
63,4.065520233474672
64,4.410823422251269
65,5.376809252426028
66,4.754358749836683
67,4.3869500029832125
68,4.616768334060907
69,5.133388438262045
70,5.858055405318737
71,6.3335448279976845
72,5.293968193233013
73,2.4578505530953407
74,2.6490383371710777
75,4.2360798846930265
76,4.84305053204298
77,3.6041860096156597
78,4.5258890823461115
79,3.9772993037477136
80,6.018622135743499
81,5.9513033628463745
82,6.269997477531433
83,5.070842998567969
84,4.952085631899536
85,5.567037904635072
86,5.263706485275179
87,6.964002002030611
88,6.582190286368132
89,5.414024702942697
90,5.579353178385645
91,5.44461371563375
92,1.7897216714918613
93,4.629493124783039
94,5.560319610289298
95,5.833048230037093
96,7.34262377768755
97,6.690600156784058
98,5.747478934936225
99,5.611075155436993
100,8.156457667937502
101,6.826946873217821
102,6.412255227565765
103,6.648247053846717
104,7.14518142095767
105,7.298052178695798
106,6.453240450937301
107,5.21917262673378
108,6.513078834861517
109,4.3558488842099905
110,6.511617974378169
111,5.982324519194663
112,5.558704169699922
113,7.137621756643057
114,7.85292835906148
115,5.070219524204731
116,2.214015854522586
117,2.7126171700656414
118,6.177318735048175
119,6.882392583764158
120,5.524763265158981
121,4.39625258743763
122,3.7372639402747154
123,3.709913268685341
124,6.2840388379991055
125,7.738680252572522
126,8.462307514622808
127,8.355907316319644
128,8.473512946628034
129,6.34432465955615
130,5.838835537433624
131,6.747082926798612
132,7.6811950034461915
133,9.158248068764806
134,9.19520644028671
135,8.98602554621175
136,8.523279178887606
137,8.527314897626638
138,8.007391002145596
139,7.466741532087326
140,3.5316352248191833
141,4.159537918865681
142,7.695370404049754
143,7.739081859239377
144,5.075014508329332
145,7.9864820279181
146,7.879039295017719
147,8.285814142785966
148,6.861616617068648
149,5.436126042157412
150,6.780184036120772
151,3.950873428955674
152,2.7477715387940407
153,7.133761554956436
154,7.671330424491316
155,4.092762921005487
156,6.176196018233895
157,8.949245278723538
158,8.437164228409529
159,6.2698084488511086
160,8.553314488381147
