"","etp_dsI"
"502",11.767928963486
"503",10.9928387768543
"504",7.38141963825453
"505",11.0173299509527
"506",10.419563886845
"507",10.0132414907523
"508",9.87206535500064
"509",9.21856259665762
"510",11.409892694073
"511",9.7801054672662
"512",6.54129776120879
"513",8.28042790602633
"514",8.67394077961328
"515",7.20939829637224
"516",10.915283392209
"517",10.996920639204
"518",6.62981877384908
"519",9.80178152946698
"520",11.0919071216862
"521",11.0817991488466
"522",10.9249132174624
"523",11.5919268287346
"524",10.4036730886378
"525",3.28468727637941
"526",6.0042840863922
"527",7.72892509929138
"528",11.4760100895906
"529",11.415362252553
"530",9.68265184957183
"531",11.9864627179898
"532",11.0211513118091
"533",9.8234414712661
"534",10.0183809474582
"535",10.9140832465629
"536",12.0243676161382
"537",11.4052542797135
"538",12.2138921068805
"539",10.5458642359779
"540",12.759796963548
"541",11.8881139398481
"542",10.6866538576721
"543",9.75846164586874
"544",12.3149718352764
"545",13.0014406892444
"546",13.2004414045238
"547",13.2857274253578
"548",3.49707236111589
"549",3.29410601747558
"550",1.52813398293759
"551",2.40527177433283
"552",1.71790198669068
"553",1.40663648040301
"554",1.45336628907016
"555",2.58354250709883
"556",2.47955124631867
"557",3.28246455636903
"558",3.43937120606603
"559",3.58362409369068
"560",3.18933286751662
"561",3.52592293864082
"562",3.62689995997808
"563",3.85506465805107
"564",3.87349697146978
"565",3.79976771779495
"566",3.74447077753883
"567",3.67017582626548
"568",3.76290309095754
"569",3.00942152437095
"570",2.72340286787378
"571",2.18172753533837
"572",1.31317686306873
"573",1.09864384566508
"574",0.946972238105442
"575",0.523095878201435
"576",1.20291807586234
"577",1.55149888727116
"578",2.48945517591678
"579",11.1424240005532
"580",10.7744094287612
"581",10.5560994443689
"582",10.7132826331314
"583",8.91464370402042
"584",9.09262838343604
"585",10.0031393291499
"586",10.5939398416636
"587",9.62416298044581
"588",10.5095266476986
"589",9.04904672049847
"590",10.5997614412474
"591",10.780231028345
"592",14.2303962709103
"593",14.9203977226737
"594",12.6031850611233
"595",10.2937098986498
"596",9.33869957778391
"597",10.52699144645
"598",10.6783530356286
"599",10.8170272238168
"600",10.7336582316747
"601",11.2881206521344
"602",12.2551755113388
"603",12.1458882100612
"604",12.3644628126164
"605",13.3250034231768
"606",13.1191008752276
"607",12.5739531993834
"608",12.7274204735179
"609",12.3488503410053
"610",8.57627478399249
"611",8.53044037556086
"612",8.3601982871005
"613",8.4977015123954
"614",8.4322237860645
"615",8.41258046816523
"616",8.72911058181551
"617",8.2226950618056
"618",8.25543392497105
"619",8.30781610603578
"620",7.72598807472282
"621",8.43877155869759
"622",7.77613170104119
"623",8.83177965670237
"624",9.3663778172267
"625",8.45841487659686
"626",9.31748778156629
"627",9.53104274405604
"628",8.48460596712922
"629",8.2947205607696
"630",7.38262867174996
"631",5.27086717471034
"632",7.21397003157342
"633",7.01026154965505
"634",7.62142386572364
"635",8.28817278813651
"636",7.48979684663792
"637",7.99764854436528
"638",5.96871206445829
"639",5.47835459306589
"640",7.19312153415517
"641",7.94092480880889
"642",7.43138239386746
"643",7.65949306033302
"644",7.08106340071123
"645",7.25629156036131
"646",6.9890371647781
"647",5.09958446999729
"648",5.29847850178402
"649",6.78909472909688
"650",6.50752076060265
"651",6.11420696143395
"652",5.98609171740506
"653",6.07064777846412
"654",6.00915246133026
"655",5.64604443272153
"656",6.49438894808968
"657",6.08089699798644
"658",5.8525816002199
"659",3.24650548385453
"660",5.15211172004914
"661",5.25956942767154
"662",5.40353300188771
"663",5.44633298341144
"664",5.80911077259078
"665",5.35684211295274
"666",5.9809671076439
"667",5.50096917067358
"668",5.92715870515177
"669",5.88880728991082
"670",5.95534405883812
"671",7.30367715308598
"672",7.11950835908219
"673",6.07734747002756
"674",5.79399685674411
"675",5.81313498447057
"676",5.08585726491069
"677",4.15425366003624
"678",1.51033974832273
"679",4.36712994487805
"680",1.57971546133115
"681",1.26494016740666
"682",1.4129416884913
"683",1.44096403531431
"684",4.34250120878424
"685",3.98872564303369
"686",4.38660382923129
"687",4.04714729609341
"688",4.03091905913238
"689",3.07675797699297
"690",4.0439016487012
"691",1.82709720547604
"692",3.69363424594075
"693",0.934113237923358
"694",3.60884170781935
"695",3.72446789616672
"696",4.96489448325498
"697",3.2986217020391
"698",4.01144517477913
"699",4.02767341174017
"700",2.6055389127215
"701",-0.164809248285098
"702",2.59895674701835
"703",2.66985939345706
"704",3.13332366948477
"705",2.26600175191766
"706",0.628150619183488
"707",-1.82048185701603
"708",0.744469285097802
"709",2.8211776861945
"710",2.83746613199799
"711",2.46982508443188
"712",2.43872896062523
"713",2.17603204245016
"714",2.6155645741121
"715",2.15159937374493
"716",2.06076733479372
"717",2.86073534028868
"718",2.72489630462352
"719",2.52158662945179
"720",1.28812011738596
"721",1.94119097971871
"722",0.756925155418116
"723",1.43349449618208
"724",1.85664887347224
"725",2.38655879542513
"726",2.30607471027849
"727",2.74501732591018
"728",2.52973085235353
"729",3.10749160644193
"730",2.7277707362359
"731",3.30726460350235
"732",3.77726583753068
"733",2.83657061238363
"734",1.51444394721931
"735",0.676295007443315
"736",2.09015313294932
"737",2.18388161653717
"738",2.75490437808779
"739",2.5955721182819
"740",0.908212921961978
"741",0.606771132254522
"742",2.08198193181602
"743",2.36800224553389
"744",1.4215566166893
"745",2.63957089361506
"746",2.62699981494844
"747",2.84435270870106
"748",2.72798748023692
"749",2.59766729805967
"750",2.20839521993707
"751",3.03669587701725
"752",3.10602569737459
"753",2.47490792563155
"754",3.12645370020784
"755",2.57881068005975
"756",2.73615868137022
"757",3.00818631538377
"758",2.80801718545424
"759",2.78350358205434
"760",2.02849146389299
"761",1.0442763616477
"762",1.79880517993594
"763",2.51806414142637
"764",2.98749459612389
"765",2.56621771421198
"766",3.26015584202715
"767",3.20573728878224
"768",2.52769485598349
"769",1.53296242616469
"770",1.54580337890752
"771",1.88765361770805
"772",3.63430408657419
"773",2.47925771215814
"774",2.74424430536349
"775",2.13734326859389
"776",1.46051805110723
"777",2.03304492296753
"778",3.81022959781511
"779",3.25132768701645
"780",2.76501643480042
"781",2.52127437961207
"782",2.86004093769383
"783",2.50843342686924
"784",3.31018205375442
"785",3.45835054944435
"786",3.19931681241082
"787",3.72361558809906
"788",3.3355245434319
"789",4.34581659645705
"790",4.62000437749758
"791",5.3340073672437
"792",4.52638266394045
"793",2.55476202226424
"794",3.04583971286119
"795",3.35659730117106
"796",0.678023613751904
"797",4.81375088772096
"798",5.05242032081633
"799",4.43753108118954
"800",4.17955325796859
"801",4.79973091411135
"802",4.85861480327171
"803",3.09554689202253
"804",2.36338938249306
"805",2.64321156165429
"806",3.63491851845172
"807",0.814718356445605
"808",4.97801861666867
"809",5.36906554831103
"810",4.99575198869379
"811",4.90412956656396
"812",3.26718285771494
"813",2.50008412518676
"814",5.09448024164516
"815",5.02718436831903
"816",5.7585931245497
"817",7.84726082467565
"818",4.87263477688132
"819",4.72901251781582
"820",6.43367636787844
"821",5.48527723977756
"822",5.63280952965084
"823",7.67903095010604
"824",7.07806568057091
"825",6.9624451884973
"826",6.04389471525923
"827",7.75041890526044
"828",7.54418703481438
"829",8.01030838905785
"830",7.48763657622148
"831",8.20464226697818
"832",8.87635542872138
"833",9.4157879179066
"834",7.47653178319746
"835",6.25348036327761
"836",7.08500617621092
"837",7.78646896310931
"838",7.56005102484869
"839",7.62350698498594
"840",5.90256098586263
"841",8.34662497778527
"842",8.22447225452107
"843",7.97934168405279
"844",8.15705029687524
"845",9.95732802869391
"846",4.00465090539399
"847",6.63351105787735
"848",7.97349705614541
"849",6.45260454407104
"850",5.9833231169464
"851",6.17944840978415
"852",6.55634962862349
"853",5.78465682948827
"854",4.79421865634479
"855",5.81906109786473
"856",8.11987465360285
"857",10.0609050106329
"858",8.14663352900676
"859",5.23621231595766
"860",10.2329263525152
"861",10.980593189805
"862",10.5860760484971
"863",11.7762334420596
"864",12.5838846915732
"865",11.9385235788906
"866",11.3715788497446
"867",10.8050731087658
"868",12.2923989739381
"869",12.7161050170985
"870",12.8124369685525
"871",13.0710999247061
"872",13.8565053247534
"873",13.593137890631
"874",11.6267528277343
"875",7.00297268611348
"876",8.09311577819894
"877",10.0298504478996
"878",10.1526497263035
"879",9.59948305828979
"880",13.54935063997
"881",13.6156754461182
"882",11.7928423992069
"883",13.1862270677181
"884",12.4944626765088
"885",11.3041745513176
"886",8.41461862579726
"887",10.7299737412704
"888",8.12516303993632
"889",12.5323675746573
"890",12.7029396163253
"891",12.6460822691026
"892",13.1577983941068
"893",13.3425847725805
"894",12.9587976788274
"895",13.8717077592344
"896",12.6650347181769
"897",13.2430844149408
"898",14.7847932530944
"899",15.3027696893312
"900",14.4349018855702
"901",14.6448367060847
"902",14.5398692958274
"903",14.2949453385605
"904",14.3299344753129
"905",15.5792524758258
"906",15.9886253758292
"907",14.8197823898468
"908",14.6098475693323
"909",12.8545592089191
"910",12.277066937128
"911",12.8735116579934
"912",11.9410044954041
"913",3.27664382581575
"914",3.56919880492822
"915",2.32108837274889
"916",3.27082309526248
"917",3.73525462082948
"918",3.20097432862317
"919",2.00307588220321
"920",2.0668800440372
"921",3.20679505917644
"922",2.24553169717235
"923",3.04381460368472
"924",3.46822178359096
"925",3.75368693424819
"926",3.93801006843525
"927",3.94722622514461
"928",3.91957775501655
"929",4.23199068218548
"930",5.20039527367338
"931",3.97487469527267
"932",4.03017163552879
"933",4.01173932211008
"934",2.98654003185117
"935",4.02095547881943
"936",2.95221779307151
"937",2.56868661270166
"938",3.31156820913541
"939",4.38280051924762
"940",4.50066030787602
"941",3.78133540437625
"942",2.49440714071583
"943",1.45803926993687
"944",10.4716862504039
"945",14.008148145623
"946",15.0678356333852
"947",13.8124430228211
"948",12.5205875287273
"949",13.7742792033273
"950",15.1039908308004
"951",14.8345291288127
"952",14.9593700411398
"953",11.8211715131911
"954",9.1028813498672
"955",8.7653070190448
"956",10.6841746352124
"957",11.7353029193301
"958",12.8662718167824
"959",13.9677393955708
"960",14.5043885546293
"961",13.4394948816581
"962",12.8370399550425
"963",12.5049750571162
"964",12.473750113894
"965",14.0283525206491
"966",14.6627919410908
"967",14.6198576441603
"968",14.8774634257432
"969",15.122068429508
"970",14.995525238555
"971",12.6104930265582
"972",12.683572680908
"973",14.189987520858
"974",14.5807161936169
"975",7.39026773982189
"976",8.49115373976231
"977",9.60088565214234
"978",10.3374202019759
"979",9.00744347208652
"980",9.15003940942938
"981",8.89044769949486
"982",9.49612129001289
"983",9.71335327619307
"984",8.94911574228735
"985",6.44730716844769
"986",4.37594703549349
"987",7.25276451452699
"988",8.32091165130196
"989",4.61595266509914
"990",4.74928912599116
"991",3.61514300882862
"992",5.23992411416578
"993",6.31150151383544
"994",7.32151612717444
"995",5.36369635634403
"996",4.36705793810069
"997",2.37810185442952
"998",6.42014603752524
"999",4.97550281348285
"1000",6.730581786833
"1001",6.60835669768198
"1002",7.73852398130241
"1003",7.3520723994622
"1004",7.9140266734167
"1005",7.504195103658
"1006",4.09930083763744
"1007",5.49596657543055
"1008",4.75782963454411
"1009",5.69318856557981
"1010",5.54098993261784
"1011",6.02452629061372
"1012",7.1324233785397
"1013",7.37885514381562
"1014",7.19779062304866
"1015",6.89414922920058
"1016",5.92972101003234
"1017",7.79503258653408
"1018",7.97912644521024
"1019",8.08418094531393
"1020",6.07833469310586
"1021",5.30236940919527
"1022",5.20463897010098
"1023",3.17667513966796
"1024",5.36462392777523
"1025",5.68594342764163
"1026",4.23424250033747
"1027",5.6410418374785
"1028",5.30626031660652
"1029",5.96815558324101
"1030",5.01203905324421
"1031",3.30953818391675
"1032",4.19604086393613
"1033",3.07162063956427
"1034",2.91403888940873
"1035",3.01909338951242
"1036",3.98223434824927
"1037",3.97898870085706
"1038",3.27015987106128
"1039",3.42565355059449
"1040",2.85315817097877
"1041",1.19746888573572
"1042",2.31473527039425
"1043",2.90601585708042
"1044",4.97200994099943
"1045",3.66280059571479
"1046",1.00811399846568
"1047",-1.28736057365093
"1048",2.6980398633994
"1049",2.97649277188263
"1050",2.88839662837987
"1051",2.94125431448152
"1052",3.15331048789882
"1053",1.48721451065326
"1054",3.27727532880574
"1055",3.16606923971646
"1056",3.08951672881061
"1057",2.80030048487711
"1058",2.72887351362536
"1059",4.06337553305444
"1060",3.00020546608712
"1061",1.66852414717107
"1062",3.05761984926651
"1063",2.66720621317343
"1064",3.00658484199594
"1065",2.68776197999074
"1066",1.40295366030054
"1067",0.920767757323781
"1068",2.11250710381656
"1069",2.63999724281734
"1070",2.15648590748598
"1071",2.1271667050397
"1072",1.93033201584972
"1073",1.60967320042421
"1074",1.45792716488731
"1075",1.78766251477512
"1076",2.18091857619121
"1077",1.75640609035142
"1078",1.64225009203118
"1079",1.58361168713863
"1080",1.59664244378142
"1081",2.22411717699441
"1082",2.36356334252609
"1083",1.50715180624932
"1084",1.23867989365302
"1085",1.2582260286172
"1086",2.17114550870912
"1087",1.16049535379628
"1088",1.42738632900577
"1089",1.38462915877162
"1090",1.40906182747685
"1091",1.22564913701023
"1092",1.42127816182946
"1093",2.39230765864989
"1094",2.44317126402618
"1095",1.78191365155036
"1096",0.193536559391619
"1097",1.99930860270263
"1098",2.09832433408262
"1099",1.18999919633828
"1100",1.97009933168314
"1101",1.07570405831424
"1102",1.15935719208841
"1103",2.06972513011607
"1104",2.19205281767047
"1105",2.08606753238267
"1106",2.71981627910362
"1107",2.37761542333777
"1108",2.74432988250352
"1109",2.58090585983752
"1110",3.06511744617655
"1111",2.26978846909369
"1112",3.73640983186418
"1113",3.75683783469743
"1114",3.1877377087076
"1115",2.75898997865444
"1116",3.78543703866398
"1117",2.63747571383729
"1118",3.0224850924376
"1119",3.71598182903093
"1120",2.75081877752114
"1121",3.85897784886368
"1122",3.44689296033726
"1123",1.3561870076229
"1124",0.546066489381345
"1125",0.477121979819126
"1126",2.10240993464927
"1127",1.84549775784051
"1128",2.22900894478828
"1129",2.5341153323549
"1130",2.3659648953865
"1131",1.92208342224976
"1132",1.01320034124584
"1133",1.96748536230477
"1134",2.34389450785976
"1135",1.64408482096296
"1136",2.05826822299809
"1137",3.07459905889608
"1138",2.8057138299357
"1139",2.55979723784056
"1140",3.29252574373303
"1141",3.44826122943213
"1142",2.04313424297976
"1143",2.50201295049783
"1144",2.17265588863668
"1145",2.76086200891304
"1146",0.916979582292456
"1147",2.73593545358872
"1148",2.0179109429492
"1149",2.5309050941692
"1150",4.44344127728366
"1151",2.8756397701967
"1152",2.21959224611021
"1153",4.62588981417137
"1154",4.74396638743943
"1155",4.63766068751897
"1156",5.87270351845053
"1157",5.62833884458365
"1158",7.06247218426946
"1159",7.01560541534591
"1160",6.00675361785998
"1161",5.00461867470636
"1162",3.08560545619026
"1163",4.94846299662678
"1164",3.80109644094211
"1165",4.2044263405607
"1166",3.55472426940475
"1167",4.3451185429567
"1168",5.0355963524848
"1169",5.02438037359711
"1170",5.09167624692324
"1171",4.10664939519861
"1172",3.71511276749869
"1173",3.13531263535161
"1174",4.71534304354645
"1175",4.88104676104709
"1176",3.89027696826099
"1177",5.08606825747939
"1178",4.07377118257686
"1179",5.11130420997669
"1180",4.94255187261841
"1181",3.41191846762592
"1182",3.02676092791838
"1183",3.66408006355971
"1184",4.99870755069798
"1185",5.46475186819662
"1186",5.50829951223124
"1187",5.32677449837127
"1188",6.81808287918506
"1189",7.8156921026462
"1190",7.27934005413125
"1191",8.33552018476125
"1192",7.14747063697103
"1193",8.14911830185808
"1194",8.69981769346775
"1195",9.04250859131303
"1196",8.21654025950391
"1197",7.71075893017466
"1198",3.40368563585886
"1199",5.100432687617
"1200",8.63763587732647
"1201",8.2006762694696
"1202",8.01824038407501
"1203",7.53625503979722
"1204",6.56365247431122
"1205",8.26889142661714
"1206",8.80801824088126
"1207",6.59649508113062
"1208",6.12022284698938
"1209",7.1891136108111
"1210",7.37658864598129
"1211",7.19605410645111
"1212",6.90692122337721
"1213",7.2515780715712
"1214",7.23769708029118
"1215",6.71988167028639
"1216",7.84491524218309
"1217",5.00550133978611
"1218",9.98002357645781
"1219",9.89697879072153
"1220",11.5193608207253
"1221",9.93019670501604
"1222",10.3125283852293
"1223",9.11152709504197
"1224",6.57140149603819
"1225",6.33741874140339
"1226",5.93947603718234
"1227",6.52624589379409
"1228",10.244394441974
"1229",9.82223848355888
"1230",8.36070453223807
"1231",8.64383704478388
"1232",4.72196969275423
"1233",10.7064909878147
"1234",10.7752995245676
"1235",8.06635690279502
"1236",6.49614215896468
"1237",9.19180372125371
"1238",9.32087594379023
"1239",10.8377280075638
"1240",8.61373330995447
"1241",10.1985220841387
"1242",10.8458917322633
"1243",10.9356927039578
"1244",9.56937932346039
"1245",9.80562952641162
"1246",9.96341461931055
"1247",11.7845379206332
"1248",10.8815933338642
"1249",11.122231040205
"1250",11.9092701620705
