"","pr_ds4"
"1",9.09690506104385
"2",1.31904414196789
"3",0.065070237477959
"4",0.0564198020486358
"5",0.0719905858214175
"6",0.0923191090803271
"7",0.0317660610750646
"8",0
"9",0.0127351031305535
"10",0
"11",0.0603124979918312
"12",0.0153302337593505
"13",0
"14",0.0265757998174706
"15",0.0334961481609292
"16",0.113945197653635
"17",5.07869299593273
"18",4.87079419778132
"19",0
"20",0.0118700595876212
"21",0.00538223301562876
"22",0.0412815400473201
"23",0.407084708060063
"24",0.0213855385598767
"25",0.00321962415829795
"26",0
"27",0.0209530167884106
"28",0.0862638042798009
"29",0.0365238005611924
"30",0.0447417142190494
"31",0.0884264131371317
"32",1.72155723306365
"33",0.286503888467907
"34",0.0856236557101065
"35",0
"36",0
"37",0.0154439749649411
"38",0
"39",0
"40",0
"41",0
"42",0
"43",0
"44",0
"45",0
"46",0
"47",0
"48",0
"49",0
"50",0
"51",0
"52",0
"53",0
"54",0
"55",0
"56",0.149525069562388
"57",0.0834201586807175
"58",0.0415537151223263
"59",0
"60",0
"61",0
"62",0
"63",0
"64",0
"65",0
"66",0
"67",0
"68",0
"69",0
"70",0
"71",0
"72",0
"73",0.00333650001144803
"74",0.0897793449108756
"75",0.24640935163914
"76",0.135622273709392
"77",4.60058870654134
"78",5.94171909413715
"79",0
"80",0
"81",0
"82",0
"83",1.23697616606983
"84",2.56012893452896
"85",0
"86",0.514076125451827
"87",27.9894712033529
"88",8.56645148809143
"89",0.205660081596014
"90",0.756973735120652
"91",0.0464607275110748
"92",0
"93",0.0454726362929211
"94",0.059884264021879
"95",4.34936867676054
"96",0.111125607058174
"97",0.0561479160921492
"98",0
"99",0
"100",0.0412025243732299
"101",0.0369324124535386
"102",1.32981345574594
"103",2.69130933664984
"104",0.254374440908473
"105",0.0887075194797949
"106",0.0326623005338474
"107",0
"108",0
"109",0.0219870207346193
"110",0
"111",0.00597410103577714
"112",2.7486000049057
"113",34.8718146998959
"114",0.5551858488243
"115",0.017716908814928
"116",0.0422700523531527
"117",0.0433375803330755
"118",0
"119",0.204042955993839
"120",0.096713979329216
"121",0.0379999404334614
"122",0
"123",0
"124",0
"125",0
"126",0.214575903654994
"127",0.174989079966344
"128",0.129746995750743
"129",0
"130",0.224001337866577
"131",1.30291415894733
"132",1.88997455662927
"133",0.316865890467291
"134",11.5867503860449
"135",0.256047814185961
"136",0
"137",0
"138",0
"139",0
"140",0
"141",0.0750794773235596
"142",0.101470693115993
"143",2.72944808249741
"144",0
"145",0.118436474696843
"146",2.38421005237848
"147",8.29852687451517
"148",7.12669036085433
"149",0
"150",0
"151",2.49011765861045
"152",6.21640410219188
"153",50.4274187250225
"154",0.139068067174084
"155",0.354683454774027
"156",3.92607782061503
"157",0.326792350593351
"158",9.42517132074739
"159",8.84342304482202
"160",0
"161",0
"162",0.474895481003729
"163",0.105406711159238
"164",2.70204800221531
"165",1.24736285387436
"166",0.841239665572947
"167",9.37171337106776
"168",1.38780789373121
"169",3.0935488689867
"170",0.107765150115692
"171",3.78315641985391
"172",0
"173",0
"174",0
"175",0
"176",0.461530993583821
"177",0.941473321222249
"178",0.733088393426975
"179",0.0582379320301543
"180",0
"181",0
"182",0.093614516376967
"183",0.139734939718198
"184",0
"185",0.684671515607163
"186",0.028497133513073
"187",0
"188",0
"189",0.323547321585159
"190",1.28484622307131
"191",38.7153438669878
"192",11.5916749665674
"193",19.6935739654901
"194",4.2250589170649
"195",0.905715952276577
"196",12.190011466658
"197",0
"198",0.144422368520751
"199",0
"200",0
"201",0
"202",0
"203",0
"204",0
"205",5.02100270981215
"206",11.8026092626823
"207",0.976027384314873
"208",8.00441327708416
"209",3.48518044921093
"210",0
"211",0.834616717078188
"212",38.7153438669878
"213",6.2714432756697
"214",14.0257774088055
"215",0.218225714991999
"216",28.0913297706635
"217",0.909302374529365
"218",0.0779187168268674
"219",0
"220",0.0162141695212136
"221",3.8970151121822
"222",9.41158381712501
"223",22.7892631744762
"224",6.81515325794985
"225",1.39804446377698
"226",0.00532513176139232
"227",0
"228",0.241309201471152
"229",2.95825746090856
"230",9.56947486464242
"231",0.135125163667047
"232",0
"233",0.255159293358644
"234",0.245925898766983
"235",0.602425161470283
"236",0.839128575632739
"237",2.21101302835041
"238",9.08448336742945
"239",26.687853792731
"240",27.3895917816973
"241",10.8329194929266
"242",10.2627573768915
"243",1.21114101751993
"244",6.53241631995396
"245",0.313132196639506
"246",0.146405874011285
"247",9.66996747725084
"248",2.28587249826958
"249",0.107529200976544
"250",0
"251",1.12399629838152
"252",3.87503818224745
"253",0
"254",0
"255",0
"256",0.0630987175082688
"257",0.151959684444819
"258",14.3897081118537
"259",36.0566471884844
"260",1.89690158371506
"261",0
"262",25.9787953393002
"263",16.6508440214477
"264",0.419243163956218
"265",0.334393282332775
"266",0.233792047589015
"267",0.561945237595643
"268",4.297699490976
"269",3.06184054670985
"270",31.1507813055291
"271",2.7699932533398
"272",0
"273",0.0167734045979638
"274",0
"275",0
"276",0.00238922814569836
"277",0.0669430125029595
"278",0
"279",0.0551343934132167
"280",0
"281",2.88174733701642
"282",2.66294057153
"283",0
"284",0
"285",0
"286",0
"287",0
"288",0
"289",0.00475095196364694
"290",0.0433257743234737
"291",0
"292",0
"293",0.096070939590992
"294",0.210833828230177
"295",16.5665476127238
"296",5.89711295281489
"297",0
"298",0.0354533615969785
"299",0.067730253775609
"300",0.2608468031985
"301",14.1159118392759
"302",3.26518014510689
"303",1.5459841305708
"304",0.0543471521405671
"305",13.7866597540678
"306",2.03255596605971
"307",0.0424031685728043
"308",0
"309",2.59570896186734
"310",0.321954901967877
"311",2.91234970290635
"312",18.485832234769
"313",0
"314",0
"315",0
"316",0
"317",0
"318",0
"319",0.156559927614568
"320",0.218109283690259
"321",23.5464171430076
"322",10.4160977338375
"323",0
"324",0
"325",0
"326",0
"327",0
