"","ref_prec_proj"
"497",0.00244259834289551
"498",0.304335474967957
"499",0.312789618968964
"500",0.261730074882507
"501",0.0157691836357117
"502",0.0109590888023376
"503",0.00269676209427416
"504",0.00018078088760376
"505",24.6640625
"506",2.3828125
"507",0.321040153503418
"508",0
"509",0.820501029491425
"510",5.62727338075638
"511",23.0061327219009
"512",4.97008955478668
"513",0.328125
"514",0.00952857732772827
"515",2.5703125
"516",34.390625
"517",1.39584022760391
"518",0.0062868595123291
"519",0.281336486339569
"520",1.47831928730011
"521",0.138860940933228
"522",0.00580549240112305
"523",0.00607198476791382
"524",0.00288796424865723
"525",5.08568578958511
"526",9.23861533403397
"527",18.2757027745247
"528",3.82055306434631
"529",4.04272896051407
"530",20.9924787729979
"531",0.0420158728957176
"532",0.546407341957092
"533",2.37518739700317
"534",9.60587674379349
"535",0.00451624393463135
"536",0.00938934087753296
"537",0.00523316860198975
"538",0.00737804174423218
"539",3.15955740213394
"540",3.64222091436386
"541",0.619660079479218
"542",0.00465494394302368
"543",4.33192843198776
"544",0.1897092461586
"545",3.67746121436357
"546",0.00340950489044189
"547",0.510340750217438
"548",0
"549",0.0902014374732971
"550",0.00568586587905884
"551",14.90625
"552",0.103950679302216
"553",0.00914543867111206
"554",0.00635772943496704
"555",0.00707018375396729
"556",0.0218654274940491
"557",7.24818992614746
"558",1.43237727880478
"559",0.00482273101806641
"560",0.00340151786804199
"561",1.04427945613861
"562",1.61423909664154
"563",0.838566243648529
"564",0.000278592109680176
"565",6.1953125
"566",2.62327295541763
"567",0.648619830608368
"568",0.64327597618103
"569",4.59577678516507
"570",0.174214243888855
"571",0
"572",0.0030828476883471
"573",0.00460827350616455
"574",0.00745934247970581
"575",0.109375
"576",0.0078125
"577",0.00623089075088501
"578",0.0030093789100647
"579",0
"580",0
"581",0.0078125
"582",0.0177756547927856
"583",0
"584",17.7841880917549
"585",8.25033772736788
"586",0.1015625
"587",0.0645825266838074
"588",0.572679221630096
"589",7.25132942199707
"590",4.515625
"591",1.484375
"592",9.625
"593",0.5
"594",0.00225657224655151
"595",4.74245572090149
"596",7.16682660579681
"597",19.1790924072266
"598",0.0582078528386774
"599",5.48604618548416
"600",18.7265625
"601",0.00493353977799416
"602",0.00280702114105225
"603",0.00303751230239868
"604",0.00536161661148071
"605",0.000778019428253174
"606",0.00388038880191743
"607",0.0546875
"608",0.00396728515625
"609",0.222840070724487
"610",0.00678080320358276
"611",0.329375445842743
"612",0.140625
"613",1.00088232755661
"614",0.0013568177819252
"615",0.0015639066696167
"616",0.00329041481018066
"617",3.44549137353897
"618",3.51641075313091
"619",0.0515152588486671
"620",0.00327845220454037
"621",0.111446857452393
"622",6.39308768510818
"623",0.902439177036285
"624",4.45246696472168e-05
"625",0
"626",0.09375
"627",0.104437649250031
"628",0.00180429220199585
"629",0.00586903095245361
"630",0.586959064006805
"631",22.09375
"632",21.6844822764397
"633",1.85465556383133
"634",0.00419092178344727
"635",0.0136774182319641
"636",0
"637",0
"638",0.000855445861816406
"639",0.0037534236907959
"640",0.1171875
"641",0.0808495283126831
"642",0.00756216049194336
"643",0.00742536783218384
"644",0.00270023103803396
"645",2.07363015413284
"646",5.3359375
"647",11.933124423027
"648",4.19575875997543
"649",0.407575905323029
"650",7.86624894873239
"651",33.515625
"652",5.2421875
"653",0
"654",0.0050513744354248
"655",0.00259989500045776
"656",0.00321543216705322
"657",0.00279808044433594
"658",0.00211619213223457
"659",0.00613212585449219
"660",7.265625
"661",0.0030856728553772
"662",18.171875
"663",1.765625
"664",0.542001664638519
"665",0
"666",0.00817087292671204
"667",0.0015178918838501
"668",0.0041770339012146
"669",0.0185670256614685
"670",0.00578838586807251
"671",0.00370135786943138
"672",0.00520282983779907
"673",0.0131750106811523
"674",0.00515425205230713
"675",0.000983774662017822
"676",0.000418543815612793
"677",0
"678",0.0237612128257751
"679",5.02636575698853
"680",5.67421162128448
"681",0.0176044465042651
"682",2.20678782463074
"683",10.267217695713
"684",0.7578125
"685",0.03125
"686",0
"687",0
"688",0.00133973360061646
"689",0.00253444910049438
"690",0.00434482097625732
"691",0.035672202706337
"692",0.174324631690979
"693",0.00367522239685059
"694",0.0116451717913151
"695",0.00407228246331215
"696",0.0133596349041909
"697",2.6522011756897
"698",5.62028861045837
"699",0.00366353988647461
"700",0.0734860822558403
"701",0.0491243004798889
"702",11.0192474685609
"703",5.8528094291687
"704",0.0098499171435833
"705",0.00887632369995117
"706",0.0908462405204773
"707",2.6350120306015
"708",5.37129557132721
"709",0
"710",0.00761884450912476
"711",0.601901650428772
"712",0.01596999168396
"713",0.00199824571609497
"714",0.00352686643600464
"715",0.00256067514419556
"716",0.00173292891122401
"717",0.00934571027755737
"718",0.00822705030441284
"719",0.00361794233322144
"720",14.2958307862282
"721",21.0304000377655
"722",2.36366146802902
"723",24.4240546226501
"724",15.5424621105194
"725",0.105011343955994
"726",0.582547154277563
"727",0.0106321573257446
"728",0.224573910236359
"729",0.0475605726242065
"730",0.0118663907051086
"731",0.00240433216094971
"732",0.287305854260921
"733",0.0264814496040344
"734",3.32403691485524
"735",49.4436549544334
"736",6.74514087289572
"737",2.29525668174028
"738",10.1343523859978
"739",3.93730255961418
"740",0.0111149027943611
"741",0.068706538528204
"742",0.360332787036896
"743",0.078125
"744",0.00874702446162701
"745",0.0206341193988919
"746",0.0072143436409533
"747",0.00472313165664673
"748",0.00747662782669067
"749",0.00561191514134407
"750",0.00334906578063965
"751",0.106347382068634
"752",0.0478473305702209
"753",0.400565683841705
"754",0.0651283115148544
"755",0.00429481267929077
"756",0.271208882331848
"757",5.16814637184143
"758",0.00314557552337646
"759",0.00345019996166229
"760",0.00525826215744019
"761",4.26559029147029
"762",29.3862533457577
"763",12.0314087867737
"764",0.00211614370346069
"765",0.0017586350440979
"766",0.00504136085510254
"767",0.306007213890553
"768",0
"769",0.00254076719284058
"770",0.156749725341797
"771",0.0592412948608398
"772",0.0164993323851377
"773",0.00963863334618509
"774",0.035126056522131
"775",0.0140866637229919
"776",0.0472795367240906
"777",1.62409180868417
"778",3.18062430620193
"779",3.40268087387085
"780",0.0819788426160812
"781",3.84514299035072
"782",0.00662661273963749
"783",0.0255593061447144
"784",0.0504099130630493
"785",0.145895440131426
"786",0.235614061355591
"787",0.0135424733161926
"788",0.00927076116204262
"789",0.0300731658935547
"790",0.00294333696365356
"791",0.00677778059616685
"792",0.00627350807189941
"793",0.016130443662405
"794",0
"795",0.2265625
"796",2.9296875
"797",22.5957586169243
"798",1.9821212887764
"799",0.0047407269012183
"800",0
"801",0
"802",0.00651580095291138
"803",0.015625
"804",0.488787055015564
"805",25.1675017476082
"806",56.8560072183609
"807",10.1803968623281
"808",1.87235213071108
"809",11.9490051865578
"810",0
"811",0.00419577187858522
"812",0.00380921363830566
"813",0.00070859189145267
"814",0.00912447273731232
"815",0.00302350893616676
"816",0.00340789556503296
"817",5.53576012700796
"818",0.00210881978273392
"819",0.00489236041903496
"820",7.27191936969757
"821",3.04890179634094
"822",0.00927445292472839
"823",0.00935759767889977
"824",0.0144895368721336
"825",0.00494155660271645
"826",0.773043632507324
"827",1.98897951841354
"828",2.28853923082352
"829",0.0066988468170166
"830",0.00586223602294922
"831",0.0118915438652039
"832",0.00497622415423393
"833",0.00956201553344727
"834",0.0168923735618591
"835",2.49056428298354
"836",0.338283581193537
"837",0.0051504373550415
"838",0.0535245016217232
"839",0.0305915251374245
"840",0.00869840383529663
"841",8.62377452850342
"842",2.95646619796753
"843",0.00683286669664085
"844",0.00515367090702057
"845",0.0348723419010639
"846",0.0138644576072693
"847",17.5845119953156
"848",40.4553482532501
"849",0.31035841954872
"850",0.00764143466949463
"851",0.00966566801071167
"852",0.000355720520019531
"853",0.00532169337384403
"854",0
"855",0.00267642736434937
"856",0.0767430618871003
"857",0.00521821528673172
"858",0.188989102840424
"859",0.382999420166016
"860",12.1302472352982
"861",0.00916532054543495
"862",0.00907685980200768
"863",0.00930416584014893
"864",0.00480598211288452
"865",0.00558901578187943
"866",3.75
"867",0.00059039588086307
"868",0.00526893138885498
"869",0.00420254468917847
"870",0.00575928017497063
"871",0.115861557424068
"872",0.00828826730139554
"873",0.0430501140654087
"874",0
"875",0.00553125143051147
"876",8.27780055999756
"877",17.248755812645
"878",0.00692611932754517
"879",0.00953513383865356
"880",0.00820428133010864
"881",0.00531816482543945
"882",0.00505781173706055
"883",0
"884",0.00159728065773379
"885",0.00816619396209717
"886",0.00429219007492065
"887",0.0110642313957214
"888",0.00293773412704468
"889",0.314689815044403
"890",9.53623986244202
"891",2.4902303814888
"892",6.14828473329544
"893",28.6354001164436
"894",0.00388526916503906
"895",0.00656604766845703
"896",1.62768262624741
"897",0.00320237874984741
"898",0.14466255903244
"899",0.137468226253986
"900",0.00970131158828735
"901",0.130813292460516
"902",0.3046875
"903",0.00788374990224838
"904",0.00493037700653076
"905",0.106057524681091
"906",0.00142449140548706
"907",0.00317561626434326
"908",0
"909",0.00533103942871094
"910",0.00181621313095093
"911",0.00937414169311523
"912",0.046875
"913",0.0052827000617981
"914",0.0122005343437195
"915",0.00751543045043945
"916",0.00524353981018066
"917",0.142221748828888
"918",0.00399494171142578
"919",0.115824639797211
"920",1.3942928314209
"921",0.0119479298591614
"922",0.0640800595283508
"923",0.0514149069786072
"924",0.00933274999260902
"925",0.15530002117157
"926",0.00896906852722168
"927",0.00558189675211906
"928",0.00406026840209961
"929",0.00571286678314209
"930",0.00298827886581421
"931",0.00747272372245789
"932",0.00716704130172729
"933",0.00728422403335571
"934",0.0204440951347351
"935",0.00549221038818359
"936",0.0168935060501099
"937",0.00605684518814087
"938",0.00850415229797363
"939",0.00509381294250488
"940",0.00623875856399536
"941",0.00407707691192627
"942",0.0114873871207237
"943",0.00252294540405273
"944",0.00840234756469727
"945",0.073939211666584
"946",0.417202358366922
"947",3.99594795703888
"948",1.20330804586411
"949",0.486706373689231
"950",1.26120603084564
"951",2.70591056346893
"952",1.2649929523468
"953",0.172076463699341
"954",6.06149214506149
"955",1.59595143795013
"956",2.65264451503754
"957",1.25567841529846
"958",0.0096086859703064
"959",0.00370946899056435
"960",0.00639731180854142
"961",0.00487512350082397
"962",0.00595468282699585
"963",0.00312751531600952
"964",0.0078125
"965",0.00748997554183006
"966",0.00873002526350319
"967",0.00562512874603271
"968",0.0203771777451038
"969",0.0109864622354507
"970",0.0044943131506443
"971",0.152473449707031
"972",0.0902681350708008
"973",0.00145721435546875
"974",0.000617027282714844
"975",0.0893484950065613
"976",0.00175255537033081
"977",0.00675743818283081
"978",0.00984714040532708
"979",0.00399863719940186
"980",0
"981",0.000393331050872803
"982",0.0030144602060318
"983",0.00412881374359131
"984",0.000527877360582352
"985",0.172586441040039
"986",5.30052702873945
"987",18.9609375
"988",7.27962851524353
"989",1.296875
"990",0.175262153148651
"991",0.855097237275913
"992",0
"993",0.00433964980766177
"994",0.2734375
"995",4.14927864074707
"996",21.1291236877441
"997",0.00694173574447632
"998",0.270111352205276
"999",0
"1000",0.00643235445022583
"1001",0
"1002",0.000385944964364171
"1003",0.00254923105239868
"1004",1.359375
"1005",6.12772846221924
"1006",22.421875
"1007",2.3359375
"1008",13.9765625
"1009",27.6796875
"1010",2.37778753042221
"1011",0.00301581621170044
"1012",0.00676965713500977
"1013",0.0067456066608429
"1014",0
"1015",0.00344282388687134
"1016",0.00305643677711487
"1017",0.0108755230903625
"1018",0.234375
"1019",0.3125
"1020",5.97748885862529
"1021",17.8814558982849
"1022",6.14238351583481
"1023",0.00427842140197754
"1024",2.70326161384583
"1025",0.5703125
"1026",0
"1027",0.0177977681159973
"1028",0.00928469002246857
"1029",0.00121241807937622
"1030",0.0286657810211182
"1031",0.447640061378479
"1032",4.86076566949487
"1033",0.597616732120514
"1034",1.69375860691071
"1035",16.125
"1036",36.2358212471008
"1037",0.456109702587128
"1038",0
"1039",0.09375
"1040",0.00196462869644165
"1041",0.000505626201629639
"1042",8.5078125
"1043",0.0323841571807861
"1044",5.92758339643478
"1045",5.921875
"1046",0.00798524846322834
"1047",0.00703401095233858
"1048",1.03218883275986
"1049",0.00397509336471558
"1050",0.00118458992801607
"1051",0.00136411190032959
"1052",0.00481045246124268
"1053",0.00101955235004425
"1054",0.729005873203278
"1055",0.000111818313598633
"1056",0
"1057",0.00384223461151123
"1058",0.000488877296447754
"1059",0.00641679530963302
"1060",0.00793075561523438
"1061",0.00294077396392822
"1062",0.00108873844146729
"1063",0.000372767448425293
"1064",2.07852268218994
"1065",16.9533042311668
"1066",0.00817412137985229
"1067",0.115746811032295
"1068",2.02027107030153
"1069",27.9368698298931
"1070",0.238477367674932
"1071",3.8515625
"1072",0.0078125
"1073",0.00843864679336548
"1074",0.00818568468093872
"1075",0.209760734578595
"1076",0.127070248126984
"1077",0.611985146999359
"1078",0.00387921556830406
"1079",0.00263619422912598
"1080",0.0079992413520813
"1081",0.00243359804153442
"1082",0.015625
"1083",2.09650909900665
"1084",0.78125
"1085",0.205426454544067
"1086",0.667017091065645
"1087",0.537467896938324
"1088",0.0337511301040649
"1089",0.0663438439369202
"1090",0.00238794088363647
"1091",0.00201958045363426
"1092",0.00528472661972046
"1093",0.0010553935135249
"1094",0.00681072473526001
"1095",0
"1096",0.00359034142456949
"1097",1.50949448347092
"1098",0.765625
"1099",0.00947403907775879
"1100",0.015625
"1101",0.00857561826705933
"1102",0
"1103",0.3203125
"1104",0.0569289922714233
"1105",0.015625
"1106",0.03125
"1107",0.0027802586555481
"1108",0.0037204809486866
"1109",0.013814702630043
"1110",0.0174466371536255
"1111",0.00755399465560913
"1112",0.00034022331237793
"1113",0.0231572985649109
"1114",0.00319927930831909
"1115",0
"1116",0.00342714786529541
"1117",0.00759661942720413
"1118",2.95172244310379
"1119",1.93738520890474
"1120",0.00261906138621271
"1121",0.00283436104655266
"1122",0.00328141450881958
"1123",0.00561654940247536
"1124",0.209593467414379
"1125",25.078125
"1126",20.4626863002777
"1127",0.47758774086833
"1128",0.000113300979137421
"1129",0.00831834971904755
"1130",0.00356358289718628
"1131",0.00673574209213257
"1132",0.00658313767053187
"1133",17.1130365729332
"1134",10.8232562728226
"1135",0.0094749100971967
"1136",0.00154024362564087
"1137",0.00331188272684813
"1138",0.0462422370910645
"1139",0.0103533267974854
"1140",0.00440335273742676
"1141",0
"1142",0.00580167770385742
"1143",0.0553157194517553
"1144",0.00488573312759399
"1145",0.0184035897254944
"1146",0.00987684726715088
"1147",0
"1148",0.000189501792192459
"1149",0.0250046253204346
"1150",0.0117802619934082
"1151",0.005080197006464
"1152",0.0015907883644104
"1153",0
"1154",0.18894162401557
"1155",0.000205039978027344
"1156",0.00268197059631348
"1157",0.0029219463467598
"1158",0
"1159",0
"1160",0.00430233031511307
"1161",0.00634201616048813
"1162",0.0255123972892761
"1163",20.8529234826565
"1164",0.0133917331695557
"1165",0.0035918727517128
"1166",0.459018088877201
"1167",40.0947531461716
"1168",10.641565322876
"1169",0.360873818397522
"1170",0.00797945633530617
"1171",0.000766456127166748
"1172",0.0105032920837402
"1173",14.2561754211783
"1174",8.11812340794131
"1175",1.28480329737067
"1176",0.00820926204323769
"1177",0.0356012538541108
"1178",0.432256773114204
"1179",0.00262373685836792
"1180",1.52077444642782
"1181",0.00634343177080154
"1182",2.7265625
"1183",3.27488648891449
"1184",0.130431175231934
"1185",0.0817433185875416
"1186",0.0218781270086765
"1187",0.011491529410705
"1188",1.05544781684875
"1189",6.89130330085754
"1190",0.181677434360608
"1191",4.06082855002023
"1192",0.00427162647247314
"1193",0.00971657037734985
"1194",0.00941628217697144
"1195",0.00314521789550781
"1196",0.00585108995437622
"1197",0.00423187017440796
"1198",0.00557249784469604
"1199",9.8359375
"1200",24.8777951598167
"1201",0.360422622412443
"1202",0.00626373291015625
"1203",0.00480747222900391
"1204",0.00762170553207397
"1205",0
"1206",0.058033287525177
"1207",0.00759458541870117
"1208",0.221264719963074
"1209",2.09664273262024
"1210",17.9963339567184
"1211",54.3149194717407
"1212",26.8637281656265
"1213",0.483842134475708
"1214",0.197242498397827
"1215",4.43504172563553
"1216",0.0561167001724243
"1217",0.71238345396705
"1218",3.1820632815361
"1219",0.0309296846389771
"1220",11.1342558860779
"1221",0.222701132297516
"1222",0.0405609607696533
"1223",0.000515639781951904
"1224",0.0021514892578125
"1225",1.03125
"1226",28.3782594203949
"1227",0.00883428007364273
"1228",0.0103252053231699
"1229",0.00191766023635864
"1230",0.0013352632522583
"1231",0
"1232",0.0548086762428284
"1233",12.34375
"1234",0.000735461711883545
"1235",0.0494942283257842
"1236",0
"1237",0.5625
"1238",0.159869968891144
"1239",15.4140625
"1240",0.0390625
"1241",3.77242948487401
"1242",1.88339161872864
"1243",0.496408527018502
"1244",1.6171875
"1245",1.91271430253983
"1246",5.00987512245774
"1247",7.9833984375
"1248",14.8588963747025
"1249",0.00511932373046875
"1250",1.35785842686892
"1251",0.00423604622483253
"1252",0.00266530364751816
"1253",12.1679749488831
"1254",1.28242969512939
"1255",0.00283980369567871
"1256",0.0754386782646179
"1257",3.97561524435878
"1258",6.15996879339218
"1259",7.31464672088623
"1260",0.292583465576172
"1261",0.00450818077661097
"1262",0.00387370586395264
"1263",0.0534090399742126
"1264",0.00705170631408691
"1265",0.417662806808949
