"","deg1_prec_proj"
"1",7.68606054120594
"2",1.19097222222222
"3",0
"4",0.00940805673599243
"5",0.0247221878833241
"6",0.0396505316926373
"7",0.00666214466036763
"8",0
"9",0.00333583354949951
"10",0
"11",0.0152861078580221
"12",0.00417888164520264
"13",0.00149393081665039
"14",0.00586628913879395
"15",0.0125094056129456
"16",0.0797063849038548
"17",3.10342519813114
"18",2.85738507906596
"19",0.00138664245605469
"20",0.00280125439167023
"21",0
"22",0.00335179722040064
"23",0.222839959793621
"24",0.00557580921385023
"25",0.00264980853535235
"26",0.00125783681869507
"27",0.014802953435315
"28",0.292605857054393
"29",0.00759613513946533
"30",0.00562510142723719
"31",0.0374831742681434
"32",0.667266931798723
"33",0.170082523177067
"34",0.0838552672002051
"35",0.00616752356290817
"36",0.0256485309348338
"37",0.168614313420322
"38",0.0158777832984924
"39",0.0103666742797941
"40",0.00804191827774048
"41",0
"42",0.0101111789699644
"43",0
"44",0.000189498066902161
"45",0.00543856620788574
"46",0.0190972222222222
"47",0.00956270471215248
"48",0.00633078813552856
"49",0.00826793164014816
"50",0.0078585147857666
"51",0.00621151924133301
"52",0.00105424225330353
"53",0.00473124533891678
"54",0.000590745359659195
"55",0.00540764795409309
"56",0.121348611363727
"57",0.0294375816980998
"58",0.0176848305596246
"59",0.0101879835128784
"60",0.0301216147943503
"61",0.0187816636429893
"62",0.00854378938674927
"63",0
"64",0.05524707875318
"65",0.00822754157707095
"66",0.00171846151351929
"67",0.00444880872964859
"68",0.00599336624145508
"69",0.0111112346251806
"70",0.00267636775970459
"71",0.00562556833028793
"72",0.0016855001449585
"73",0.259135015722778
"74",0.459124796920353
"75",0.161912010775672
"76",0.0225129127502441
"77",5.59098039733039
"78",7.42227173017131
"79",0.0111174599991904
"80",0.000531163066625595
"81",0.00554549694061279
"82",0.0363302230834961
"83",1.12477459510167
"84",2.99173543188307
"85",0.0423335631688436
"86",1.06336805555556
"87",27.0760066641702
"88",8.32819800699751
"89",0.248767060538133
"90",0.217553800980871
"91",0.0195687156584528
"92",0
"93",0.0543500789337688
"94",0.0112847222222222
"95",7.24565972222222
"96",0.0796621772978041
"97",0.0240440567334493
"98",0
"99",0.00114959478378296
"100",0.00918841361999512
"101",0.0102843046188354
"102",0.0763920744260152
"103",0.540526037130298
"104",0.0219132569101122
"105",0.00930747720930311
"106",0.00675618648529053
"107",0.00066530704498291
"108",0
"109",0.00739037990570068
"110",0.00207282532937825
"111",0.00291377305984497
"112",4.10707019158225
"113",32.0665134456423
"114",0.215653068489499
"115",0.00676534883677959
"116",0.00483506917953491
"117",0.00816464424133301
"118",0.002544105052948
"119",0.286458333333333
"120",0.058083482267749
"121",0.0113900899887085
"122",0.00768634304404259
"123",0.00457598268985748
"124",0.00336951017379761
"125",0.0131743550300598
"126",0.00730648278840818
"127",0.0078537729051378
"128",0.174479166666667
"129",0.0202172133657667
"130",0.016561402214898
"131",0.935650845368703
"132",2.4197846783532
"133",0.0546875
"134",16.8699787656466
"135",0.600379195478227
"136",0.00339388474822044
"137",0.00118625164031982
"138",0.000901877880096436
"139",0
"140",0.00506138801574707
"141",0.0437888304392497
"142",0.0516473982069227
"143",2.9453125
"144",0.00571304559707642
"145",0.00867714639753103
"146",0.121380706628164
"147",6.09248115619024
"148",7.70165943437152
"149",0.0037803053855896
"150",0.00290636951103806
"151",2.64430162641737
"152",6.07899305555556
"153",57.0593659877777
"154",0.0863463547494676
"155",0.239134662681156
"156",5.33246527777778
"157",0.201313515504201
"158",14.2776479886638
"159",10.7082613242997
"160",0.00473119152916802
"161",0.0050894021987915
"162",0.00309933349490166
"163",0.0590320208834277
"164",4.29154976871279
"165",1.91212765375773
"166",0.343549801243676
"167",8.55188094245063
"168",0.99965148501926
"169",2.46779874960581
"170",0.209136739373207
"171",2.3884567949507
"172",0.041519399628871
"173",0.00241756439208984
"174",0.000996232032775879
"175",0
"176",0.0168928901354472
"177",0.119104557567173
"178",0.52188147438897
"179",0.00858819484710693
"180",0.00389540195465088
"181",0.00637900829315186
"182",0.0282201369603475
"183",0.465689678986867
"184",0.00582402944564819
"185",2.5359395676189
"186",0.0795087814331055
"187",0.0115393435116857
"188",0.293860201051252
"189",0.863363352086809
"190",2.96107521984312
"191",35.4739583333333
"192",17.1661265095075
"193",17.8654513888889
"194",3.16579861111111
"195",2.32899305555556
"196",12.6417512893677
"197",0.104985084798601
"198",1.33047765493393
"199",0
"200",0.00226974487304688
"201",0.0320093896653917
"202",0.00611728429794312
"203",0.026598400539822
"204",0.00868055555555556
"205",3.74739583333333
"206",10.1545138888889
"207",4.37556811173757
"208",10.6676392687692
"209",4.68807708885935
"210",0.00386267900466919
"211",3.66840277777778
"212",25.3013268841637
"213",6.99565972222222
"214",16.3289930555556
"215",0.153645833333333
"216",34.3177083333333
"217",1.46180555555556
"218",0.188696238729689
