"","IPSL_prec_proj"
"1819",12.8606494399719
"1820",42.8593077231199
"1821",2.07390075956937
"1822",0
"1823",0.0936610490498424
"1824",0.000304179836874141
"1825",0.00614331199244589
"1826",24.3264963501133
"1827",0.200970589503413
"1828",0
"1829",0
"1830",0
"1831",0
"1832",0
"1833",0.0983041445579147
"1834",0.164597736329597
"1835",0
"1836",0
"1837",0.198479347091052
"1838",0.123881602576148
"1839",0
"1840",25.1457677222788
"1841",0.0108739449444784
"1842",0
"1843",0
"1844",0.366826839126588
"1845",2.96808666462312
"1846",0
"1847",0
"1848",0
"1849",0.0449249824896469
"1850",0
"1851",0.22721897039446
"1852",0.0120020658300746
"1853",0
"1854",0
"1855",0
"1856",13.6344257043675
"1857",95.5704366788268
"1858",0
"1859",0
"1860",1.63377699209377
"1861",10.8284017187543
"1862",0.136862331601151
"1863",0
"1864",0
"1865",0
"1866",0
"1867",0
"1868",1.75636560015846
"1869",1.20513432193547
"1870",6.54215986939377e-06
"1871",0
"1872",0
"1873",0.428133807872655
"1874",0.164786922596249
"1875",0
"1876",0
"1877",0
"1878",0
"1879",7.33204885694505e-06
"1880",0
"1881",0
"1882",0
"1883",0
"1884",0
"1885",0
"1886",0
"1887",0.234434628509916
"1888",0
"1889",0
"1890",9.52104892348871
"1891",0.527231713931542
"1892",0
"1893",19.0354505321011
"1894",1.54586832650239
"1895",0
"1896",0
"1897",34.6850138157606
"1898",0.0780946436407248
"1899",0
"1900",0
"1901",0
"1902",0
"1903",0
"1904",0
"1905",5.33576239831746
"1906",0.049776213018049
"1907",0
"1908",0
"1909",0.081818473063322
"1910",0
"1911",0
"1912",0
"1913",5.59688814973924
"1914",0.86014078988228
"1915",0
"1916",0
"1917",5.72254393773619
"1918",0
"1919",0
"1920",0
"1921",0
"1922",0
"1923",0
"1924",0
"1925",0
"1926",0
"1927",0
"1928",0
"1929",3.6451830965234
"1930",0.468395319330739
"1931",0
"1932",3.09845454466995
"1933",0.00229732837198071
"1934",0
"1935",21.2070503039286
"1936",1.82345884240931
"1937",0
"1938",0
"1939",0
"1940",0
"1941",0
"1942",0.982395249593537
"1943",0.0193321696428939
"1944",0
"1945",0
"1946",0
"1947",0
"1948",0
"1949",0.819446995592443
"1950",0.347621926266584
"1951",0
"1952",0
"1953",0
"1954",0
"1955",4.15257818531245
"1956",33.4062671754509
"1957",0
"1958",0
"1959",0
"1960",0
"1961",3.0900275305612
"1962",1.74872984644026
"1963",0
"1964",0
"1965",0
"1966",0
"1967",0
"1968",0
"1969",0.00697391229209643
"1970",0
"1971",0
"1972",9.12123432499357
"1973",17.1952473465353
"1974",0
"1975",0
"1976",0
"1977",0
"1978",0
"1979",0.0637104051293136
"1980",28.0177220702171
"1981",0.0520400419645739
"1982",0
"1983",0
"1984",0
"1985",0
"1986",0
"1987",0
"1988",0
"1989",0
"1990",0
"1991",0
"1992",0
"1993",0
"1994",0
"1995",0
"1996",0
"1997",0
"1998",0
"1999",0
"2000",0
"2001",0
"2002",0
"2003",0
"2004",0
"2005",20.0280584977008
"2006",0.0583265773457242
"2007",0
"2008",0
"2009",0
"2010",0
"2011",0
"2012",0
"2013",4.04682214139029
"2014",6.9524918217212
"2015",0
"2016",0
"2017",0
"2018",0
"2019",0
"2020",0
"2021",0
"2022",0
"2023",0
"2024",0
"2025",0
"2026",0
"2027",0
"2028",0
"2029",0
"2030",0
"2031",10.8006417576689
"2032",0
"2033",0
"2034",0
"2035",0
"2036",12.1492586913519
"2037",4.20322285208385
"2038",0.516349609824829
"2039",15.8277558512054
"2040",4.82303621538449
"2041",20.5504504265264
"2042",14.0461619594134
"2043",4.85697564727161
"2044",1.15045295387972
"2045",19.7208122699521
"2046",13.6683316668496
"2047",10.7027633930556
"2048",8.48904674057849
"2049",0
"2050",0
"2051",0
"2052",0
"2053",0
"2054",7.96524836914614
"2055",0.749687160350732
"2056",0
"2057",0
"2058",0
"2059",0
"2060",0
"2061",0
"2062",0
"2063",4.10836291848682
"2064",17.5940163899213
"2065",7.68622994655743
"2066",6.98162039043382
"2067",7.649403414689
"2068",4.63168616988696
"2069",6.11558498349041
"2070",0.0837425943700509
"2071",0
"2072",0
"2073",0
"2074",0
"2075",0
"2076",0
"2077",0
"2078",0
"2079",0
"2080",1.47907594509888
"2081",9.78620955720544
"2082",7.44104036130011
"2083",5.34199680259917
"2084",6.99821903253905
"2085",5.27144366060384
"2086",2.41915222431999
"2087",0.801335954747628
"2088",0
"2089",0
"2090",0
"2091",0
"2092",0
"2093",0
"2094",0
"2095",0.516741920364439
"2096",3.67884495062754
"2097",5.32132035004906
"2098",2.99857456411701
"2099",0
"2100",0
"2101",28.9207644527778
"2102",0.865598303789739
"2103",0
"2104",0
"2105",0
"2106",0
"2107",0
"2108",0
"2109",0
"2110",0
"2111",5.13902377861086
"2112",26.4995032921433
"2113",2.60814213106642
"2114",0
"2115",0
"2116",0
"2117",0
"2118",0
"2119",0
"2120",0
"2121",0
"2122",0
"2123",0
"2124",0
"2125",0
"2126",0
"2127",0
"2128",0
"2129",0
"2130",0
"2131",0
"2132",0
"2133",0
"2134",0
"2135",0
"2136",0
"2137",0
"2138",1.33031971927267
"2139",0
"2140",0
"2141",0
"2142",2.54001188295661
"2143",13.3652822114527
"2144",10.5347447970416
"2145",2.61261068335017e-05
"2146",0
"2147",0
"2148",0
"2149",0
"2150",0
"2151",0
"2152",0
"2153",0
"2154",0
"2155",9.46498184930533
"2156",3.43637584592216
"2157",0
"2158",0
"2159",1.11253148133983
"2160",0.333166008203989
"2161",0.723849007044919
"2162",14.2023520311341
"2163",4.66634228359908
"2164",0.308106245938689
"2165",0
"2166",0.150320374814328
"2167",0.414304849982727
"2168",0.0611936059158324
"2169",0
"2170",0.188996079941717
"2171",0.0151866828446146
"2172",0
"2173",0
"2174",0
"2175",1.30630560306599
"2176",38.2633588742465
"2177",80.210791202262
"2178",76.0278024245054
"2179",12.6436745631509
"2180",13.1190798128955
"2181",44.5607554866001
"2182",2.54897786362562
"2183",0.0561950059818628
"2184",0.0746522800909588
"2185",0.378207528228813
"2186",0
"2187",0.0230239010079458
"2188",6.81446181260981
"2189",1.12952002382372
"2190",0
"2191",0
"2192",0.00342138015696491
"2193",0.656303063806263
"2194",0.560024727747077
"2195",0
"2196",0
"2197",0
"2198",0
"2199",0
"2200",0
"2201",0.19530311874405
"2202",0.0458005075643086
"2203",0.142557951221534
"2204",0
"2205",0
"2206",0
"2207",0.162951869242534
"2208",0.350317168340553
"2209",0
"2210",0
"2211",0
"2212",0
"2213",9.66433508438058
"2214",0.0675514399972599
"2215",0.178510390469455
"2216",1.60650433826959
"2217",0.408772439186578
"2218",0.261266177403741
"2219",0.0404814244348017
"2220",0
"2221",0.00144320546624499
"2222",18.9191443496384
"2223",1.41989266921883
"2224",0
"2225",0
"2226",0.126564793845318
"2227",0.000775334196845279
"2228",0.225773305828625
"2229",0.0160927399406319
"2230",0.00210675494827228
"2231",0
"2232",0
"2233",0.276034575108497
"2234",0
"2235",1.03328411569237
"2236",0
"2237",0
"2238",0
"2239",0
"2240",4.20725806086988e-24
"2241",0
"2242",0
"2243",0.53927810768073
"2244",0.182022301942197
"2245",0
"2246",0
"2247",0
"2248",0
"2249",2.64338596025482
"2250",0.224472000809328
"2251",0
"2252",3.49600886693224
"2253",29.8682483844459
"2254",4.15701106248889
"2255",1.04911423477461
"2256",0.152031452671508
"2257",1.60794188559521
"2258",14.8488572449423
"2259",2.07139801204903
"2260",0
"2261",0
"2262",0.0239988736439045
"2263",0.417031196775497
"2264",0.015768071648381
"2265",13.4774469188415
"2266",0
"2267",0
"2268",2.34061935771024
"2269",15.8890121383592
"2270",0.489211424792302
"2271",1.38279710881761
"2272",0
"2273",2.85344540316146
"2274",0.415140857512597
"2275",6.44804240437225
"2276",0
"2277",0
"2278",0
"2279",0
"2280",5.55572478333488
"2281",11.651170643745
"2282",2.35942970903125
"2283",5.28478230990004
"2284",0.204032812689547
"2285",0.0799465169620817
"2286",0
"2287",0.394710423279321
"2288",10.9849694126751
"2289",0
"2290",0
"2291",0
"2292",0
"2293",0.00932103105810711
"2294",0.402576415581279
"2295",2.3739536118228
"2296",22.6529940846376
"2297",0.621417757429299
"2298",0
"2299",0
"2300",28.6091410089284
"2301",1.07567933727015e-05
"2302",3.02755142911337
"2303",17.0579820405692
"2304",0
"2305",0
"2306",0
"2307",18.2418007170781
"2308",0
"2309",0
"2310",0
"2311",0
"2312",0
"2313",0
"2314",0
"2315",0
"2316",0
"2317",0.828403790364973
"2318",0
"2319",0
"2320",0
"2321",0.0881727203250193
"2322",27.9914733255282
"2323",7.70837796153501
"2324",8.62892120494507
"2325",3.90158602385782
"2326",10.6574843812268
"2327",3.19320060953032
"2328",0
"2329",0
"2330",0
"2331",10.7590436527971
"2332",2.04245407076087
"2333",110.381259582937
"2334",3.85441635444295
"2335",0
"2336",11.5397837362252
"2337",4.6196422772482
"2338",26.7184252152219
"2339",35.7750075636432
"2340",11.5220595034771
"2341",1.59529881784692
"2342",0
"2343",0
"2344",0
"2345",0
"2346",0
"2347",0
"2348",0
"2349",0
"2350",0
"2351",0
"2352",0
"2353",8.8932691141963
"2354",6.94364935043268
"2355",5.85266170674004
"2356",0.423549727202044
"2357",10.4451435618103
"2358",7.72387647884898
"2359",0
"2360",0
"2361",0
"2362",0
"2363",0
"2364",0
"2365",0
"2366",0
"2367",0
"2368",11.2181405711453
"2369",0
"2370",0
"2371",0
"2372",0
"2373",0
"2374",0
"2375",12.5835533253849
"2376",3.36913035425823
"2377",0
"2378",0
"2379",0
"2380",0
"2381",0
"2382",9.68196400208399
"2383",23.4922583331354
"2384",8.84873006725684
"2385",3.30021684931125
"2386",0.260865795098653
"2387",3.56735326931812
"2388",0
"2389",0
"2390",0
"2391",0
"2392",0
"2393",0
"2394",0
"2395",11.1508852569386
"2396",2.45906849158928
"2397",4.87232973682694
"2398",4.37077251262963
"2399",4.84017509734258
"2400",10.7431122160051
"2401",3.52451170329005
"2402",0
"2403",0
"2404",0
"2405",0
"2406",0
"2407",0
"2408",0
"2409",0
"2410",0
"2411",16.9633378391154
"2412",8.47496266942471
"2413",6.8036635639146
"2414",7.9582430771552
"2415",0.718525870979647
"2416",0
"2417",0
"2418",22.7860960876569
"2419",3.63428007403854
"2420",1.04763366834959
"2421",7.95640007709153
"2422",4.50386578449979
"2423",0
"2424",0
"2425",0
"2426",0
"2427",0
"2428",0
"2429",0
"2430",0
"2431",0
"2432",0
"2433",0
"2434",0
"2435",0
"2436",0
"2437",0
"2438",0
"2439",17.1830208273605
"2440",6.68578650220297
"2441",2.05674659810029
"2442",0
"2443",0
"2444",0
"2445",0
"2446",0
"2447",0
"2448",0.0259384705714183
"2449",9.89435648079962
"2450",2.18355853576213
"2451",0.928296140045859
"2452",3.10848772642203
"2453",0
"2454",5.57885869056918
"2455",17.7504422026686
"2456",7.30861866031773
"2457",0.43458967411425
"2458",0
"2459",0
"2460",0
"2461",0
"2462",0
"2463",0
"2464",0
"2465",0
"2466",0
"2467",0
"2468",0
"2469",0
"2470",0
"2471",0
"2472",0
"2473",0
"2474",0
"2475",4.63139149360359
"2476",3.53316099790391
"2477",8.52471712278202
"2478",3.42316889145877
"2479",4.78040528832935
"2480",4.54757318948396
"2481",1.91486233234173
"2482",0
"2483",0
"2484",0
"2485",12.6076018204913
"2486",4.75166525575332
"2487",0
"2488",0
"2489",0.210448592952162
"2490",0
"2491",0
"2492",0
"2493",0
"2494",0
"2495",3.51363560184836
"2496",0.0115902423658554
"2497",0
"2498",0
"2499",5.10602003487293
"2500",0.267150039690023
"2501",0
"2502",0.461704166809795
"2503",6.95959897711873
"2504",22.9837911319919
"2505",0.00234295267631524
"2506",0
"2507",14.4018573337235
"2508",0
"2509",0
"2510",0
"2511",0
"2512",0
"2513",0
"2514",0
"2515",0
"2516",0
"2517",0
"2518",0
"2519",0
"2520",0.00158450710330271
"2521",0
"2522",0
"2523",29.2512413579971
"2524",2.14639712794451
"2525",0
"2526",0
"2527",0
"2528",0.118078810373845
"2529",0
"2530",0
"2531",0
"2532",0
"2533",0
"2534",9.65073850238696
"2535",0
"2536",0
"2537",0
"2538",0
"2539",0
"2540",0.239321343542542
"2541",10.3504557046108
"2542",9.3718284915667
"2543",62.5317625235766
"2544",0
"2545",0
"2546",8.67630078573711
"2547",2.18831046367995
"2548",0.863047534949146
"2549",0.167820974183996
"2550",0
"2551",0
"2552",0.969130996963941
"2553",0.220400693251577
"2554",0.0399214798108005
"2555",8.68673622617111e-10
"2556",0.0323052177009231
"2557",0
"2558",0
"2559",0
"2560",0
"2561",0
"2562",0
"2563",0.54570873544435
"2564",0.00866628013795889
"2565",0
"2566",0
"2567",0
"2568",3.31982919306029
"2569",0.619493903286639
"2570",9.12482864805497
"2571",2.68466810666723
"2572",23.6739419051446
"2573",3.23177264363039
"2574",0.297375936497701
"2575",0.152631628225208
"2576",0.026512759632169
"2577",0.0559403360966826
"2578",0.00160020512396386
"2579",0
"2580",0.216791113416548
"2581",0.0129813429339265
"2582",0.321967036143178
"2583",8.17116160760634
"2584",0
"2585",0.0507642994307389
"2586",0.429273040936096
"2587",0.0348587889220653
"2588",0.00517625977636271
"2589",0
"2590",0
"2591",0
"2592",0
"2593",0
"2594",0
"2595",0
"2596",0.372800946024654
"2597",0
"2598",0
"2599",0
"2600",0
"2601",0
"2602",0.965217986959033
"2603",1.601843177923
"2604",0
"2605",0
"2606",0.00929547567807276
"2607",0
"2608",0
"2609",0
"2610",0
"2611",0
"2612",0.0954638608163805
"2613",4.04522397730034
"2614",10.4033337265719
"2615",14.4488818477839
"2616",0
"2617",0
"2618",0
"2619",0
"2620",0
"2621",0
"2622",0.966557036008453
"2623",15.0072810356505
"2624",5.07872427988332
"2625",3.29264112224337
"2626",20.8818935789168
"2627",0.205363926397695
"2628",0.132453112655639
"2629",0.0882224583165225
"2630",2.05425330932485
"2631",0.740404766474967
"2632",0
"2633",0
"2634",0
"2635",18.6540288268588
"2636",4.33027780673001
"2637",1.54829867824446
"2638",0.180837162133685
"2639",0
"2640",0
"2641",0
"2642",0
"2643",0
"2644",0
"2645",0
"2646",0
"2647",0
"2648",0
"2649",0
"2650",0.224789073399734
"2651",0.0290357888843573
"2652",0.0149031592400206
"2653",16.669713659212
"2654",2.2611291569774
"2655",1.38664318001247
"2656",0
"2657",0
"2658",0
"2659",0
"2660",0
"2661",0
"2662",0
"2663",0
"2664",0
"2665",0
"2666",0
"2667",13.4642410557717
"2668",113.666744437069
"2669",3.15166435029823
"2670",0
"2671",16.0756870172918
"2672",21.1829683394171
"2673",1.48084400279913
"2674",0
"2675",0
"2676",0
"2677",0
"2678",0
"2679",0
"2680",0
"2681",0
"2682",9.51299007283524
"2683",0.474774697067915
"2684",0
"2685",0
"2686",0
"2687",0
"2688",0
"2689",2.77430463029305
"2690",4.23523088102229
"2691",0
"2692",4.86580865981523
"2693",2.70529362751404
"2694",0
"2695",0
"2696",0
"2697",0
"2698",0
"2699",0
"2700",7.10620006429963
"2701",0
"2702",9.21496830414981
"2703",11.9284297397826
"2704",0.363016556548246
"2705",0
"2706",6.22624720563181
"2707",6.30709837423638
"2708",7.65082586440258
"2709",9.29544621612877
"2710",7.41310577723198
"2711",10.4651131550781
"2712",4.98708577651996
"2713",6.29843852948397
"2714",11.4975286123808
"2715",0.0127952702655421
"2716",0
"2717",0
"2718",0
"2719",5.7537567045074
"2720",16.7749807587825
"2721",7.52931882743724
"2722",0
"2723",0
"2724",0
"2725",16.9861392350867
"2726",3.60844678652938
"2727",2.83324079646263
"2728",0
"2729",0
"2730",0
"2731",0
"2732",0
"2733",0
"2734",2.45758783421479
"2735",2.69836018560454
"2736",0
"2737",0
"2738",0
"2739",0
"2740",17.9318856680766
"2741",0.507828826812329
"2742",0
"2743",0
"2744",3.71297428500839
"2745",5.20299981872085
"2746",7.55023720557801
"2747",6.03904591116589
"2748",1.2765429346473
"2749",0
"2750",0
"2751",0
"2752",0
"2753",0
"2754",0
"2755",0
"2756",4.94626510771923
"2757",3.57886601705104
"2758",0
"2759",0
"2760",0
"2761",0
"2762",0
"2763",0
"2764",0
"2765",0
"2766",0
"2767",0
"2768",0
"2769",0
"2770",0
"2771",0
"2772",0
"2773",0
"2774",0
"2775",0
"2776",0
"2777",0
"2778",0
"2779",9.61388650466688
"2780",0.327677457789832
"2781",0
"2782",0
"2783",0
"2784",0
"2785",18.7091791303828
"2786",3.88674707210157
"2787",0
"2788",0
"2789",0
"2790",0
"2791",12.3633551993407
"2792",0
"2793",0
"2794",0
"2795",0
"2796",0
"2797",0
"2798",6.21402723481879
"2799",0
"2800",9.50382964219898
"2801",1.44758569149417
"2802",0.94129600256565
"2803",0.00502911134958595
"2804",0
"2805",10.7926702185068
"2806",4.65432312921621
"2807",0.183720089808048
"2808",3.09424576698802
"2809",3.77459582523443
"2810",3.68233158951625
"2811",6.08731170359533
"2812",4.00178287236486
"2813",0.539537313670735
"2814",0
"2815",0
"2816",22.9774101171643
"2817",4.13539273722563
"2818",3.03462820738787
"2819",8.31680226838216
"2820",2.28418939514086
"2821",0
"2822",0
"2823",0
"2824",0
"2825",0
"2826",0
"2827",0.0266272479620966
"2828",0
"2829",0
"2830",0
"2831",0
"2832",0
"2833",0
"2834",0
"2835",0
"2836",0
"2837",0.3018923507625
"2838",16.7460937518626
"2839",0.0106885423178937
"2840",0
"2841",0
"2842",0
"2843",0
"2844",0
"2845",0
"2846",0
"2847",0
"2848",0
"2849",0
"2850",0
"2851",0
"2852",0
"2853",0
"2854",0
"2855",0
"2856",0
"2857",0
"2858",0
"2859",0
"2860",0
"2861",0
"2862",8.02541326265782
"2863",17.0089217135683
"2864",0.408422920372686
"2865",0
"2866",0
"2867",0
"2868",14.0995820402168
"2869",34.3799678375944
"2870",1.08907324829488
"2871",0
"2872",0
"2873",0
"2874",0
"2875",0
"2876",0
"2877",0
"2878",0
"2879",0
"2880",0
"2881",0
"2882",0
"2883",0
"2884",0
"2885",0
"2886",0
"2887",0
"2888",0
"2889",0
"2890",0
"2891",0.382065900339512
"2892",0.412856616094359
"2893",0
"2894",0
"2895",0
"2896",0
"2897",4.32890301453881
"2898",0.465190532850102
"2899",1.39699777719215
"2900",3.80980673071463
"2901",1.72329299417694e-21
"2902",0.0552133542441879
"2903",0
"2904",0.0150251949548874
"2905",0
"2906",0
"2907",0
"2908",0
"2909",0
"2910",0
"2911",0
"2912",0
"2913",0
"2914",0
"2915",0
"2916",0
"2917",0
"2918",0
"2919",0
"2920",0
"2921",0
"2922",0
"2923",0
"2924",8.47636620164849
"2925",8.68835777509958
"2926",0
"2927",0
"2928",0
"2929",0
"2930",0
"2931",0
"2932",0
"2933",0
"2934",0
"2935",0
"2936",0
"2937",0
"2938",0
"2939",0
"2940",0
"2941",0
"2942",0
"2943",0
"2944",0
"2945",0
"2946",0.00231513102022518
"2947",0
"2948",0
"2949",0
"2950",7.62509880587459
"2951",8.52002485771663
"2952",0.00994490179095919
"2953",0
"2954",0
"2955",0
"2956",0
"2957",0
"2958",0
"2959",0
"2960",1.52197753777727
"2961",7.31400577933528
"2962",0
"2963",1.0989330803568
"2964",0.0956360622694774
"2965",0
"2966",0
"2967",0
"2968",0
"2969",0
"2970",0
"2971",0
"2972",0
"2973",0
"2974",0
"2975",8.5485698946286
"2976",20.1578935957514
"2977",0
"2978",0
"2979",8.40678258100525
"2980",0
"2981",0
"2982",4.72213214379735
"2983",0
"2984",0.224594077735674
"2985",0
"2986",0
"2987",0
"2988",0
"2989",2.80609801848186
"2990",0.368043833987031
"2991",0
"2992",0
"2993",0
"2994",0
"2995",0
"2996",0
"2997",0
"2998",0
"2999",22.6343676331453
"3000",12.4422236694954
"3001",0
"3002",0.24378434773098
"3003",0
"3004",13.9599840622395
"3005",1.72078052855795
"3006",0
"3007",1.21726952784229
"3008",0
"3009",0
"3010",0
"3011",0
"3012",0.642095801595133
"3013",35.2658214978874
"3014",0
"3015",0
"3016",0
"3017",0
"3018",24.1789050051011
"3019",1.59602677740622
"3020",0
"3021",0
"3022",0
"3023",0
"3024",0
"3025",0
"3026",0
"3027",0
"3028",0
"3029",1.20509484986542
"3030",3.61464008165058
"3031",0.558533747607726
"3032",12.1244229376316
"3033",3.85181629098952
"3034",20.637187117245
"3035",14.5938494824804
"3036",6.20161226834171
"3037",0.555818860448198
"3038",0
"3039",0
"3040",0
"3041",0
"3042",19.2512306966819
"3043",1.15538841782836
"3044",0
"3045",15.5697562149726
"3046",2.59089138126001
"3047",2.24609557335498
"3048",0
"3049",0
"3050",0
"3051",0
"3052",0
"3053",0
"3054",0.162812864346051
"3055",0
"3056",41.320372838527
"3057",14.1231983434409
"3058",0.675447699904907
"3059",0
"3060",0
"3061",8.3483406342566
"3062",4.00149656343274
"3063",9.51370602706447
"3064",26.6147195361555
"3065",0.0298967790968163
"3066",0
"3067",0
"3068",0
"3069",1.93200030480511
"3070",0
"3071",0
"3072",0
"3073",0
"3074",0
"3075",0
"3076",0.931158865569159
"3077",0
"3078",0
"3079",0
"3080",0
"3081",0
"3082",15.7181231770664
"3083",5.88864677411038
"3084",2.65673334070016
"3085",7.13661429472268
"3086",2.08146357181249
"3087",1.77925521711586
"3088",0.620591936240089
"3089",0
"3090",0
"3091",0
"3092",10.3948688774835
"3093",4.95849890285172
"3094",7.19391609891318
"3095",9.82875862973742
"3096",5.16291365784127
"3097",6.84066544636153
"3098",3.65239211532753
"3099",2.38312204601243
"3100",1.33929488583817
"3101",10.6603438325692
"3102",9.27467626752332
"3103",0
"3104",0
"3105",0
"3106",0
"3107",0
"3108",0
"3109",0
"3110",0
"3111",0
"3112",0
"3113",0
"3114",6.76614290568978
"3115",2.71037642960437
"3116",0
"3117",0
"3118",0
"3119",0
"3120",0
"3121",0
"3122",0
"3123",0
"3124",0
"3125",0
"3126",0
"3127",0
"3128",0
"3129",0
"3130",0
"3131",0
"3132",0
"3133",0
"3134",0
"3135",0
"3136",0
"3137",0
"3138",0
"3139",1.54527224367484
"3140",2.27217005885905
"3141",0
"3142",8.4967767179478
"3143",1.62755168275908
"3144",0.0414014749594571
"3145",0
"3146",3.71189235011116
"3147",0.0369790427612315
"3148",0
"3149",0
"3150",0
"3151",0
"3152",0
"3153",5.51995399291627
"3154",3.38075333274901
"3155",6.10759452683851
"3156",9.2920774477534
"3157",3.6133686080575
"3158",0
"3159",12.6226281281561
"3160",4.50450788775925
"3161",5.21184229000937
"3162",4.74492990178987
"3163",0.216825583265745
"3164",9.8642471130006
"3165",3.82417674700264
"3166",3.00491446978413
"3167",0
"3168",0
"3169",0
"3170",0
"3171",0
"3172",8.51777876960114
"3173",4.21632066718303
"3174",2.50383236561902
"3175",0
"3176",0
"3177",13.7545604957268
"3178",3.953634222853
"3179",0
"3180",0
"3181",0
"3182",0
"3183",0
"3184",31.729755573906
"3185",0.198801421902317
"3186",0.377772153115075
"3187",0
"3188",0
"3189",0
"3190",0
"3191",0
"3192",1.75044006027747
"3193",5.47899617231451
"3194",5.62265413464047
"3195",6.45950131001882
"3196",30.0460698781535
"3197",5.06972683069762
"3198",0.227551868192677
"3199",6.29171263426542
"3200",0.00162412998605532
"3201",0
"3202",0
"3203",0
"3204",0
"3205",0
"3206",0
"3207",0
"3208",0
"3209",0
"3210",0
"3211",0
"3212",0
"3213",0
"3214",0
"3215",0
"3216",0
"3217",0
"3218",4.02620935346931
"3219",8.02452705102041
"3220",18.2194664375857
"3221",6.8206965806894
"3222",0.911119423108175
"3223",1.99299465748481
"3224",5.08884841110557
"3225",0.269716724687896
"3226",0
"3227",0
"3228",0
"3229",0
"3230",0
"3231",0
"3232",0
"3233",0
"3234",0
"3235",0
"3236",0
"3237",0
"3238",0
"3239",0
"3240",0
"3241",0
"3242",0
"3243",0
"3244",5.01842550875153
"3245",0.237449421547353
"3246",0
"3247",0
"3248",0
"3249",0
"3250",0
"3251",0
"3252",0
"3253",0
"3254",1.49646930367453
"3255",0.692518142386689
"3256",0
"3257",0
"3258",0
"3259",0
"3260",0
"3261",0
"3262",0
"3263",0
"3264",0
"3265",0
"3266",0.00075924662112925
"3267",0.0897505003649712
"3268",0
"3269",0
"3270",0
"3271",0
"3272",0
"3273",0
"3274",4.00131284550298
"3275",0
"3276",0
"3277",0.279176447293139
"3278",0
"3279",0
"3280",0
"3281",0
"3282",0
"3283",0
"3284",0
"3285",7.87401731940918
"3286",4.16417315136641
"3287",0.0982702204055386
"3288",0
"3289",0
"3290",0
"3291",0
"3292",0
"3293",0
"3294",0
"3295",0.0105236047431845
"3296",0
"3297",0
"3298",0
"3299",0
"3300",0
"3301",0.114790884708782
"3302",0
"3303",0.000133616850916951
"3304",0.47540825107717
"3305",0
"3306",0
"3307",0
"3308",0
"3309",0
"3310",0
"3311",0
"3312",0
"3313",0
"3314",0
"3315",0
"3316",0
"3317",0
"3318",0
"3319",0
"3320",0
"3321",0
"3322",0
"3323",0
"3324",0
"3325",0
"3326",0
"3327",0
"3328",0
"3329",0
"3330",0
"3331",0
"3332",0
"3333",0
"3334",0
"3335",0
"3336",0
"3337",0
"3338",0
"3339",0
"3340",0
"3341",0
"3342",0
"3343",0.524230881637777
"3344",1.23471581900958
"3345",1.81815667019691
"3346",0
"3347",0
"3348",0
"3349",0
"3350",0
"3351",0
"3352",0
"3353",0
"3354",0
"3355",3.34487849613652
"3356",2.54124497587327
"3357",0
"3358",0
"3359",0
"3360",0
"3361",0
"3362",0.0745474665109214
"3363",0.0257618808063853
"3364",0
"3365",8.61505541251972
"3366",0.654224686513771
"3367",0.00115014628931931
"3368",0
"3369",2.42115020228084
"3370",0.418719537265133
"3371",0
"3372",0.561481010663556
"3373",0
"3374",0
"3375",0
"3376",0
"3377",0
"3378",0
"3379",0
"3380",0
"3381",0
"3382",0
"3383",0
"3384",18.7710233149119
"3385",2.60827855527168
"3386",0.165878941515984
"3387",0
"3388",11.7054034490138
"3389",32.4103864841163
"3390",3.04214208881604
"3391",0.0165207538316281
"3392",0.56271437642863
"3393",3.04947261611233
"3394",0.300719625556667
"3395",7.56836452637799
"3396",12.8650819533505
"3397",0.39350684346573
"3398",0
"3399",0
"3400",0
"3401",0
"3402",0
"3403",0
"3404",0
"3405",0
"3406",0
"3407",0
"3408",0
"3409",4.14185269619338
"3410",40.8413849072531
"3411",0
"3412",0
"3413",0
"3414",0
"3415",18.7071447726339
"3416",0.404156617150875
"3417",0
"3418",0
"3419",0
"3420",0
"3421",0
"3422",1.40374240800156
"3423",8.01456262706779
"3424",0
"3425",0
"3426",0
"3427",10.4433223896194
"3428",2.43502036028076
"3429",0
"3430",15.7356829731725
"3431",12.3174075270072
"3432",0
"3433",0
"3434",0.00168828275803889
"3435",0
"3436",0
"3437",0
"3438",19.7043365915306
"3439",1.94168715097476
"3440",0.117986758141342
"3441",0
"3442",0
"3443",0
"3444",0
"3445",0
"3446",0
"3447",15.1525891851634
"3448",1.70867424458265
"3449",5.81534914090298
"3450",8.35159153211862
"3451",0.570728252569097
"3452",0
"3453",0
"3454",0
"3455",13.8084709760733
"3456",6.40114521957003
"3457",3.90859240724239
"3458",54.7396193724126
"3459",0.0184102134426212
"3460",0
"3461",0
"3462",0
"3463",17.2832762473263
"3464",8.08538679848425
"3465",15.0484294863418
"3466",15.1321495650336
"3467",1.92608658835525
"3468",16.530035645701
"3469",6.38201963738538
"3470",0
"3471",0
"3472",0
"3473",0
"3474",4.08374107792042
"3475",13.1052089272998
"3476",8.26416799100116
"3477",10.1957113656681
"3478",2.76165155810304
"3479",0.551927269043517
"3480",0
"3481",0
"3482",4.14198657381348
"3483",1.08380809251685
"3484",0
"3485",0
"3486",0
"3487",0
"3488",0
"3489",0
"3490",0
"3491",0
"3492",0
"3493",0
"3494",0
"3495",0
"3496",0
"3497",0
