"","IPSL_prec_proj"
"821",0
"822",0
"823",0
"824",1.02794210761203
"825",1.66957106557675
"826",0.0177898741071658
"827",0.224297582462896
"828",24.1102767176926
"829",0.948191245697672
"830",0
"831",27.1511991741136
"832",1.25135320558911
"833",0.0830383726224682
"834",6.39105128357187
"835",6.60835357848555
"836",0.0358166829528273
"837",0
"838",2.07561479328433
"839",0.509925030200975
"840",0.14564061530109
"841",0
"842",0
"843",0
"844",0
"845",0.0496170173391874
"846",0
"847",0
"848",0
"849",0
"850",5.27930715179536
"851",11.1437373561785
"852",0
"853",0
"854",0
"855",25.5277001997456
"856",40.6900478992611
"857",25.6112165516242
"858",3.31852243107278
"859",3.37844940077048
"860",2.05226533580571
"861",0
"862",63.9758596662432
"863",55.2730169147253
"864",0
"865",0
"866",0
"867",0
"868",0
"869",0
"870",0
"871",0
"872",0
"873",0
"874",0
"875",0
"876",0
"877",0
"878",0
"879",14.3143464811146
"880",0
"881",0
"882",0
"883",0
"884",0
"885",0
"886",0
"887",0
"888",0
"889",0
"890",12.557624722831
"891",3.5468732676236
"892",0
"893",1.41065775096649
"894",0.11907134194189
"895",0
"896",0
"897",0
"898",0
"899",16.7066289577633
"900",7.37542795832269
"901",4.82660470879637
"902",6.91633904352784
"903",6.05387394898571
"904",2.84593006654177
"905",2.52166337304516
"906",15.2535547385924
"907",4.39414179709274
"908",0
"909",0
"910",0
"911",9.52905029407702
"912",14.5036188769154
"913",4.04302591050509
"914",2.9300783353392
"915",2.49747627094621
"916",0.111545080017095
"917",0
"918",23.5531333601102
"919",8.05345407570712
"920",1.6945794413914
"921",0
"922",0
"923",0
"924",0
"925",0
"926",0
"927",0
"928",0
"929",0
"930",0
"931",0
"932",0
"933",0
"934",0
"935",0
"936",0
"937",0
"938",0
"939",0
"940",0
"941",0
"942",0
"943",0
"944",0
"945",0
"946",0
"947",0
"948",11.5599497803487
"949",2.46496529143769
"950",0.563428511668462
"951",0
"952",7.62438648962416
"953",7.97218162915669
"954",0
"955",0
"956",0
"957",0
"958",0
"959",0
"960",3.7633151805494
"961",1.80329316208372
"962",15.8362177899107
"963",1.63224813150009
"964",0
"965",0
"966",0
"967",0
"968",0
"969",1.74047036125557
"970",6.23106025159359
"971",0
"972",0
"973",0
"974",0
"975",0
"976",0
"977",0
"978",0
"979",0
"980",0
"981",0
"982",0
"983",0
"984",0
"985",16.0489973495714
"986",16.7457590578124
"987",2.7613845304586
"988",5.1807081035804
"989",6.91924360580742
"990",8.83146858541295
"991",11.5771254058927
"992",2.66087372438051
"993",0
"994",0
"995",0
"996",0
"997",0
"998",0
"999",0
"1000",0
"1001",0
"1002",0
"1003",0
"1004",0
"1005",0
"1006",0
"1007",0
"1008",0
"1009",0
"1010",0
"1011",0
"1012",0
"1013",0
"1014",0
"1015",0
"1016",0
"1017",0
"1018",0
"1019",0
"1020",0
"1021",0
"1022",0
"1023",0
"1024",0
"1025",7.8936165664345
"1026",14.1573458677158
"1027",0.328042210639978
"1028",0
"1029",0
"1030",0
"1031",0
"1032",0
"1033",0
"1034",0
"1035",0
"1036",0
"1037",0.866556638356997
"1038",35.5285970726982
"1039",8.61646450866151e-21
"1040",14.1140262712725
"1041",2.90828793367837
"1042",8.89466391527094
"1043",7.42436895961873
"1044",0
"1045",0
"1046",0.0373541809040034
"1047",25.548628764227
"1048",3.11301555484533
"1049",0
"1050",0
"1051",0
"1052",0
"1053",0
"1054",0
"1055",0
"1056",0
"1057",0
"1058",0
"1059",0
"1060",0
"1061",0
"1062",0
"1063",0
"1064",0
"1065",0
"1066",0.32972197914205
"1067",2.12201648537302
"1068",0.0996945686893014
"1069",0
"1070",0
"1071",0
"1072",0
"1073",0
"1074",0
"1075",0
"1076",0
"1077",2.76244863925967
"1078",40.0595017708838
"1079",0
"1080",0
"1081",0
"1082",2.69429856416536
"1083",0.402574914915022
"1084",0.0294897517960635
"1085",0.00159797330923084
"1086",0
"1087",0.102493902431888
"1088",0
"1089",0
"1090",5.39206623795252e-05
"1091",0
"1092",0.0230772329246065
"1093",0
"1094",2.67768482444808
"1095",7.65945587772876
"1096",12.7341088955291
"1097",0
"1098",0
"1099",0.000185005288866336
"1100",0
"1101",0
"1102",0
"1103",0.247950060838775
"1104",0.420070500695147
"1105",2.71914850600297
"1106",2.61778568528825
"1107",0
"1108",0
"1109",1.29284071590519
"1110",5.96741192566697
"1111",0.0145174396948278
"1112",0
"1113",0
"1114",0
"1115",0
"1116",1.4828253208643e-06
"1117",7.66889133956283
"1118",83.9621061459184
"1119",0.732847502149525
"1120",0.0481119002415653
"1121",0
"1122",0
"1123",0.07392730481115
"1124",0.0307527301401933
"1125",0.0030842127074493
"1126",0.767232631915249
"1127",6.52117887511849
"1128",0.0036138288805887
"1129",0.00358369263153691
"1130",2.75551803596841e-05
"1131",0.630180375083
"1132",0.415308477386134
"1133",0.0358011050138884
"1134",0.00274519074139334
"1135",0
"1136",2.66971856035525
"1137",0
"1138",0
"1139",0
"1140",0
"1141",0
"1142",0
"1143",0
"1144",0.00687622403461319
"1145",0
"1146",0.107427968032425
"1147",0
"1148",0
"1149",0
"1150",0
"1151",0
"1152",0
"1153",0
"1154",0
"1155",0
"1156",0
"1157",0
"1158",0
"1159",0
"1160",0
"1161",0
"1162",5.44000686204527
"1163",0
"1164",0
"1165",0
"1166",0
"1167",0.00292214608066388
"1168",5.84713779971935
"1169",1.82137519004755
"1170",0.372384442925977
"1171",0
"1172",0
"1173",0
"1174",0.143170723276853
"1175",8.39130516396835
"1176",11.3552800030448
"1177",0.099085332294635
"1178",0
"1179",0
"1180",0
"1181",2.96945563604822
"1182",0.791151614976116
"1183",0
"1184",0.0144917123634514
"1185",0.339177881869546
"1186",0
"1187",0
"1188",0
"1189",0
"1190",0
"1191",0
"1192",0
"1193",3.89937486033887
"1194",2.47747066168813
"1195",0
"1196",0
"1197",7.20680109225214
"1198",3.9351358282147
"1199",0
"1200",39.4625967601314
"1201",0.953451944951667
"1202",0.272976240012213
"1203",9.62280391831882
"1204",2.81860047834925
"1205",0
"1206",2.84477791865356
"1207",3.85080602427479
"1208",0
"1209",0
"1210",0
"1211",0
"1212",3.54648691427428
"1213",2.01708444365067
"1214",21.4486222830601
"1215",0.0439354295167504
"1216",0
"1217",0
"1218",0
"1219",0
"1220",0
"1221",5.33990933035966
"1222",9.52737682382576
"1223",4.983392500435
"1224",0.827977055450901
"1225",0
"1226",14.4510020618327
"1227",0.642421628072043
"1228",0.00659106831335521
"1229",0
"1230",5.95391065871809
"1231",10.925681272056
"1232",0
"1233",0
"1234",5.27676857018378
"1235",6.62681486574002
"1236",0.430309955845587
"1237",6.35065007372759
"1238",39.3809052184224
"1239",4.76863533549476
"1240",0
"1241",0
"1242",0
"1243",0
"1244",0
"1245",0
"1246",0
"1247",3.53015784639865
"1248",0
"1249",9.73608766798861
"1250",2.85484529740643
"1251",1.85438366315793
"1252",4.34207795478869
"1253",0.627945019004983
"1254",14.0592514071614
"1255",0.660622481518658
"1256",12.1392200526316
"1257",39.1926296288148
"1258",27.6486855000257
"1259",0.826580071588978
"1260",0.0295195945909654
"1261",7.86780146881938
"1262",2.42717087530764
"1263",0.505758407598478
"1264",0
"1265",0
"1266",0
"1267",0
"1268",0
"1269",0
"1270",0
"1271",0
"1272",0
"1273",3.12776683131233
"1274",0.276972423307598
"1275",12.1124197903555
"1276",5.60725857212674
"1277",4.21038967033383
"1278",0
"1279",0
"1280",8.0639380030334
"1281",15.7138929353096
"1282",0.746240766602568
"1283",0
"1284",0
"1285",0
"1286",3.52908755303361
"1287",9.67872474575415
"1288",0.0953784820012515
"1289",0
"1290",0
"1291",0
"1292",0
"1293",0
"1294",0
"1295",0
"1296",0
"1297",0
"1298",11.6563438496087
"1299",4.81126917293295
"1300",6.04805391049013
"1301",3.03532906400505
"1302",0
"1303",0
"1304",0
"1305",0
"1306",0
"1307",11.1058499896899
"1308",0
"1309",0
"1310",0
"1311",0
"1312",0
"1313",0
"1314",0
"1315",0
"1316",0
"1317",0
"1318",4.19720199715812
"1319",5.15997417096514
"1320",2.3100785256247
"1321",0
"1322",0
"1323",0
"1324",0
"1325",0
"1326",0
"1327",0
"1328",0
"1329",0
"1330",3.32187191816047
"1331",1.99542882910464
"1332",0.35409138945397
"1333",0
"1334",10.828668018803
"1335",0
"1336",0
"1337",0
"1338",7.3372240876779
"1339",0
"1340",0
"1341",0
"1342",0
"1343",0
"1344",0
"1345",0
"1346",0
"1347",0
"1348",0.149081597555778
"1349",6.97070427122526
"1350",1.18746638690936
"1351",0
"1352",2.88164737867191
"1353",16.4717785082757
"1354",9.96554372250102
"1355",0
"1356",0.102110482202988
"1357",0
"1358",0
"1359",0.404591401093057
"1360",0
"1361",14.077837113291
"1362",0.331433420797111
"1363",0.00561289397182918
"1364",0
"1365",0
"1366",0
"1367",0
"1368",0
"1369",0
"1370",0
"1371",0
"1372",0
"1373",0
"1374",0
"1375",0
"1376",0
"1377",0
"1378",0
"1379",0
"1380",0
"1381",0
"1382",0
"1383",0.0050932488449007
"1384",0
"1385",6.99659358360805
"1386",0
"1387",24.5388975599781
"1388",3.67703578376677
"1389",0.110453549950762
"1390",0
"1391",0
"1392",12.9689535242505
"1393",20.8925659535453
"1394",0
"1395",0
"1396",0
"1397",0
"1398",0
"1399",0
"1400",0
"1401",0
"1402",1.35340005726903
"1403",59.7187841776758
"1404",0.0190816948020256
"1405",0
"1406",0
"1407",0
"1408",0
"1409",0.054504101854036
"1410",0.000829602431196008
"1411",0
"1412",0
"1413",0
"1414",0
"1415",0
"1416",9.91027554846369
"1417",0.388062562706182
"1418",0
"1419",0
"1420",0.231966805586126
"1421",0.134603749302187
"1422",3.03345404972788
"1423",0.000308367398282883
"1424",8.19373017293401
"1425",19.0702718100511
"1426",0.760201692173723
"1427",0
"1428",0
"1429",0
"1430",0
"1431",0
"1432",0.0281096049548069
"1433",0
"1434",0
"1435",0
"1436",0
"1437",0
"1438",28.8608076516539
"1439",0.513026543558226
"1440",0
"1441",14.3035809742287
"1442",0
"1443",0
"1444",0.354945768776815
"1445",1.16960145533085
"1446",1.37808283398044
"1447",7.78621979407035
"1448",5.72507319329674e-06
"1449",0.682886275171768
"1450",0.783790346758906
"1451",0.997947972791735
"1452",0.330379862134578
"1453",0.6937343187019
"1454",0.705937281963998
"1455",0.103790694083727
"1456",0
"1457",0.0731244142571086
"1458",0.474676971862209
"1459",0
"1460",0.350814616467687
"1461",0
"1462",0
"1463",0.239749738284445
"1464",0.0945694296206057
"1465",0.290311481876415
"1466",0
"1467",0
"1468",0.052324406851767
"1469",13.758018030785
"1470",0.741768826628686
"1471",0.208724600270216
"1472",0
"1473",2.55645936704241
"1474",6.16634351899847
"1475",0.0448612269110527
"1476",0.434702087659389
"1477",0
"1478",0
"1479",0.251183610089356
"1480",0
"1481",0
"1482",0
"1483",0
"1484",0
"1485",0
"1486",0
"1487",0
"1488",0.169313034348306
"1489",0
"1490",0
"1491",0
"1492",0
"1493",0
"1494",0
"1495",0
"1496",0.408087316827732
"1497",15.2402892126702
"1498",0.246274294113391
"1499",0.578408617002424
"1500",31.5628101816401
"1501",2.19900630327174
"1502",0.358915872311627
"1503",0.138654093007062
"1504",0.620553555563674
"1505",0.501488329973654
"1506",5.96676472923718
"1507",17.2919462784193
"1508",0.00308584517938471
"1509",0.0774818943227729
"1510",0.729736939319992
"1511",0.310021255245374
"1512",0
"1513",0
"1514",0
"1515",0
"1516",0
"1517",0.00913123230361634
"1518",0
"1519",0
"1520",0.199792361854634
"1521",1.7157724688557e-24
"1522",0
"1523",0
"1524",0
"1525",44.9406303232536
"1526",62.7548899501562
"1527",29.8564293188974
"1528",1.75260356627405
"1529",0.361110028279654
"1530",0
"1531",0
"1532",0
"1533",0
"1534",0
"1535",0
"1536",0
"1537",52.8239470440894
"1538",1.5860236089793
"1539",0.00799293644604404
"1540",0
"1541",0.14902723250998
"1542",0.170547377820185
"1543",0.00533172617167565
"1544",1.55914066108775e-09
"1545",0
"1546",8.85251429281197
"1547",1.54118861246388
"1548",0
"1549",0
"1550",0
"1551",0
"1552",0
"1553",0
"1554",0
"1555",0
"1556",0
"1557",0
"1558",0
"1559",0
"1560",0
"1561",0
"1562",0.156317730670708
"1563",2.29775705520296
"1564",6.59844954498112
"1565",1.37340030050837
"1566",0
"1567",0
"1568",0
"1569",18.8761841855012
"1570",48.3667536173016
"1571",0.678498372508329
"1572",0.851924323796993
"1573",0
"1574",0
"1575",0.469509723188821
"1576",21.404963626992
"1577",0
"1578",0
"1579",19.9505899217911
"1580",0
"1581",0
"1582",23.9095446886495
"1583",0
"1584",0
"1585",0
"1586",0
"1587",4.06785657105502
"1588",38.9419816201553
"1589",1.85682893061312
"1590",14.0086238388903
"1591",17.3727559740655
"1592",5.8532092225505
"1593",17.7289490238763
"1594",0
"1595",0
"1596",0
"1597",9.1254296421539
"1598",6.74189650453627
"1599",0.0453142547485186
"1600",0
"1601",0.163176059686521
"1602",0
"1603",0.269918268713809
"1604",0
"1605",0
"1606",0
"1607",0
"1608",0
"1609",1.60262352437712
"1610",0
"1611",0
"1612",8.92881871550344
"1613",7.40939285606146
"1614",0
"1615",0
"1616",0
"1617",0
"1618",15.941281162668
"1619",0.728752002032707
"1620",0.307114078168524
"1621",1.66935933521017
"1622",10.9705106297042
"1623",7.30288593331352
"1624",25.7324194535613
"1625",3.51342023350298
"1626",0
"1627",0
"1628",2.2348714992404
"1629",19.2579871509224
"1630",2.65691305685323
"1631",0
"1632",0
"1633",0
"1634",0
"1635",0
"1636",0
"1637",0
"1638",0
"1639",0
"1640",0
"1641",0
"1642",20.7919918466359
"1643",5.33545025973581
"1644",4.99255729664583
"1645",6.05021596129518
"1646",9.3150207248982
"1647",9.01190651347861
"1648",2.45187893597176
"1649",0
"1650",0
"1651",0
"1652",0
"1653",0
"1654",0
"1655",14.0859541716054
"1656",4.31821281381417
"1657",0
"1658",0
"1659",0
"1660",0
"1661",0
"1662",0.185748024250643
"1663",2.46825547947083
"1664",0.0177618062480178
"1665",0
"1666",0
"1667",0
"1668",0
"1669",0
"1670",17.6300411112607
"1671",16.1437201313674
"1672",4.02258519898169
"1673",0.362187870450725
"1674",0
"1675",0
"1676",0
"1677",18.9000929822214
"1678",3.34976102749351
"1679",0
"1680",0
"1681",0
"1682",0
"1683",0
"1684",0
"1685",0
"1686",0
"1687",0
"1688",0
"1689",0
"1690",0
"1691",0
"1692",0
"1693",0
"1694",0
"1695",0
"1696",0
"1697",0
"1698",9.50073736021295
"1699",2.43655449594371
"1700",0
"1701",0
"1702",0
"1703",0
"1704",0
"1705",0
"1706",28.3379922620952
"1707",0
"1708",0
"1709",0
"1710",0
"1711",0
"1712",14.7947226651013
"1713",0
"1714",0
"1715",0
"1716",0
"1717",0
"1718",0
"1719",0
"1720",0
"1721",0
"1722",0
"1723",0
"1724",0
"1725",0
"1726",2.97395981760928
"1727",8.06084717623889
"1728",10.2958765637595
"1729",5.9680467529688
"1730",0
"1731",0
"1732",0
"1733",0.567688675801037
"1734",0
"1735",0
"1736",0.00590604329886446
"1737",0
"1738",0
"1739",0
"1740",0
"1741",0
"1742",0
"1743",5.40254513907712
"1744",0
"1745",0
"1746",0
"1747",0
"1748",0
"1749",0
"1750",0
"1751",0
"1752",0
"1753",0
"1754",0
"1755",0
"1756",0
"1757",0
"1758",0
"1759",0
"1760",0
"1761",0
"1762",0
"1763",0
"1764",0
"1765",0
"1766",0
"1767",8.9876979473047
"1768",0
"1769",0
"1770",5.51384546270128
"1771",0.318656361741887
"1772",0
"1773",0
"1774",0
"1775",0
"1776",0
"1777",0
"1778",0
"1779",0
"1780",0
"1781",0
"1782",0
"1783",0
"1784",0
"1785",0
"1786",0
"1787",0
"1788",0
"1789",0
"1790",0
"1791",0
"1792",0
"1793",0
"1794",0
"1795",0
"1796",0
"1797",0
"1798",0
"1799",0
"1800",0
"1801",0
"1802",1.22159326565452
"1803",22.5698357098736
"1804",0.0248153753545921
"1805",0
"1806",0
"1807",0
"1808",0
"1809",0
"1810",0
"1811",0
"1812",0
"1813",0
"1814",0
"1815",0
"1816",0
"1817",0
"1818",3.55192096321844
