"","pr_dsI"
"306",2.57357839319795
"307",1.58124816873147
"308",1.04687357912905
"309",1.04687357912905
"310",1.04687357912905
"311",1.04687357912905
"312",1.04687357912905
"313",1.04687357912905
"314",1.04687357912905
"315",1.04687357912905
"316",1.04687357912905
"317",1.04687357912905
"318",26.563748564515
"319",13.2662764009422
"320",2.35113824325527
"321",2.46853721128057
"322",1.04687357912905
"323",1.04687357912905
"324",11.6676731900208
"325",2.94801931226811
"326",1.99166397624916
"327",1.04687357912905
"328",1.04687357912905
"329",1.08482394162823
"330",1.06584876037864
"331",1.04687357912905
"332",1.04687357912905
"333",1.04687357912905
"334",1.04687357912905
"335",2.48954544766405
"336",0.00743180605900029
"337",0.00743180605900029
"338",0.00743180605900029
"339",0.00743180605900029
"340",0.00743180605900029
"341",0.00743180605900029
"342",0.00743180605900029
"343",0.00743180605900029
"344",0.00743180605900029
"345",0.00743180605900029
"346",8.31813332367663
"347",37.2338834872773
"348",23.5106565295519
"349",36.8342349077804
"350",0.272801358349585
"351",0.376587102423484
"352",0.309133047394759
"353",0.34090419353983
"354",1.28440228431643
"355",0.290967202872172
"356",1.44316260619451
"357",0.277342819480231
"358",0.00743180605900029
"359",0.00743180605900029
"360",0.00743180605900029
"361",0.00743180605900029
"362",0.00743180605900029
"363",0.749158651061632
"364",1.48857721750098
"365",15.3854482772802
"366",3.04727791614493
"367",10.404819131303
"368",0.0338963580154461
"369",0.0338963580154461
"370",0.0722005645578136
"371",0.0338963580154461
"372",0.0338963580154461
"373",0.0361831763164829
"374",0.039041699192779
"375",0.0859214743640348
"376",0.0710571554072952
"377",0.065340109654703
"378",6.1057352440773
"379",6.14403945061967
"380",1.13159604625786
"381",0.0384699946175198
"382",0.0887799972403308
"383",24.2247515329272
"384",39.5993840824476
"385",1.8356209248248
"386",0.0338963580154461
"387",0.0413285174938159
"388",0.0338963580154461
"389",0.0493323815474449
"390",0.0584796547515924
"391",0.0487606769721857
"392",0.0436153357948528
"393",0.0338963580154461
"394",0.0338963580154461
"395",0.295212430462164
"396",0.0842063606382571
"397",1.25416950719344
"398",0.30980156057894
"399",0.0908618548593905
"400",0.0908618548593905
"401",0.0908618548593905
"402",0.0908618548593905
"403",0.0908618548593905
"404",18.24108799782
"405",6.21048370813437
"406",0.360743287049304
"407",0.0908618548593905
"408",0.0908618548593905
"409",6.53094968377483
"410",0.503172609556174
"411",0.366677842153757
"412",0.0908618548593905
"413",0.0908618548593905
"414",0.0908618548593905
"415",0.0908618548593905
"416",0.0908618548593905
"417",0.0908618548593905
"418",0.0908618548593905
"419",0.0908618548593905
"420",0.0908618548593905
"421",0.0908618548593905
"422",0.0908618548593905
"423",0.0908618548593905
"424",0.0908618548593905
"425",0.0908618548593905
"426",0.526545910148153
"427",0.526545910148153
"428",0.526545910148153
"429",0.526545910148153
"430",9.44176096006911
"431",1.57230981634561
"432",0.526545910148153
"433",0.526545910148153
"434",0.526545910148153
"435",0.526545910148153
"436",0.827437997877548
"437",0.526545910148153
"438",0.526545910148153
"439",0.526545910148153
"440",0.526545910148153
"441",9.69673700514964
"442",0.526545910148153
"443",0.526545910148153
"444",0.526545910148153
"445",0.526545910148153
"446",0.526545910148153
"447",0.526545910148153
"448",0.526545910148153
"449",0.526545910148153
"450",0.526545910148153
"451",0.861614681168764
"452",0.526545910148153
"453",0.526545910148153
"454",15.8283038035148
"455",44.9016438009114
"456",5.17394763407835
"457",3.376179002781
"458",-0.446762051499163
"459",-0.452910366759763
"460",-0.452910366759763
"461",-0.235162776144006
"462",3.53065542370357
"463",-0.452910366759763
"464",-0.452910366759763
"465",-0.279938550324461
"466",21.5677127285494
"467",-0.452910366759763
"468",23.9639482775008
"469",19.5214891137145
"470",-0.412946317565864
"471",-0.452910366759763
"472",-0.452910366759763
"473",0.893450120110408
"474",10.7627770123857
"475",-0.452910366759763
"476",-0.409872159935564
"477",11.484676626501
"478",-0.452910366759763
"479",-0.452910366759763
"480",1.29394454472448
"481",-0.399112608229515
"482",-0.452910366759763
"483",-0.452910366759763
"484",-0.452910366759763
"485",-0.452910366759763
"486",2.48112444625905
"487",11.5740133265129
"488",0.584871818991504
"489",0.584871818991504
"490",0.689611077331225
"491",0.584871818991504
"492",28.4834779882608
"493",0.584871818991504
"494",1.34257035221726
"495",0.917645476457012
"496",0.584871818991504
"497",0.584871818991504
"498",6.5891977913108
"499",4.68274999908572
"500",0.584871818991504
"501",0.584871818991504
