,0
0,1.0431160744463588
1,0.6359748771205164
2,0.6000783315803683
3,0.38356642662099294
4,0.999235668804577
5,0.8430568602763944
6,1.068154498865759
7,0.9056034237007147
8,0.7369389229243996
9,0.5653375622387552
10,0.5642832815014746
11,0.20572336135955993
12,1.5040132794421408
13,1.114836871051438
14,1.4995118180339448
15,0.18795887314115167
16,0.5674635289829041
17,-0.17855652364547203
18,0.927719249934954
19,2.027309216656665
20,3.1858278674154
21,3.201213445155134
22,2.5493699882321783
23,1.0663167390750325
24,0.610372760728358
25,0.7982721059237474
26,1.8095141932976224
27,1.3421029159739932
28,0.8051734371613826
29,1.1123700390467823
30,0.895750702626825
31,1.0224344595672217
32,0.373016045442017
33,1.0077511171496294
34,1.1863753591075952
35,0.9142680754006572
36,0.3531788526737795
37,0.7383596375131876
38,0.7990406536501488
39,1.0712064540730128
40,0.4790003535897456
41,0.147444348338737
42,1.0249165058262462
43,1.1524463965455831
44,1.2042102935069303
45,2.4577131248506814
46,2.9557870926312457
47,1.6248231220208569
48,1.1807405129552928
49,1.4217120427959422
50,1.7609722124625364
51,2.1777589937792747
52,3.0565241195252857
53,3.3974648033172454
54,2.5021093717512506
55,3.386376464745595
56,3.1439974413635667
57,4.333271029564289
58,3.0596463376768277
59,3.213011194980577
60,3.445507209728627
61,3.4841635650062712
62,4.840142692496747
63,3.9526931040713356
64,4.374588917851567
65,5.189883400933288
66,4.549136662354153
67,4.382986981259302
68,4.3717930957367415
69,4.956783595574692
70,5.614796147571107
71,6.164853483449989
72,5.306548502227717
73,1.9697394758738853
74,2.61154450485799
75,3.727931682709576
76,4.7674703007135655
77,3.544186052040908
78,4.283765698722309
79,3.7149042475549647
80,5.802782588579529
81,6.209476311173704
82,6.125602504791819
83,5.008954136799101
84,5.084258520724195
85,5.249395866726344
86,5.176447276357291
87,6.726767372103989
88,6.372844504006351
89,5.2012345474770285
90,5.383353017481478
91,5.156638464151821
92,1.914079703718286
93,4.416011693409535
94,5.439233168515335
95,5.825480316461813
96,7.059327458321077
97,6.696550703773499
98,5.674775300628324
99,5.477791245016384
100,7.901185916376158
101,6.888206059095898
102,6.41269981821447
103,6.483061869337689
104,6.984823361710347
105,7.274398155151119
106,6.140746655504228
107,5.589555327378122
108,6.483128248109916
109,5.268219241979144
110,6.491852496681531
111,5.815707194442102
112,5.772346070887848
113,7.266880831782966
114,7.808027226768002
115,5.724614544714123
116,2.418534387862396
117,3.665320889413169
118,6.23410896483139
119,6.353503787242247
120,5.708627520904109
121,4.903178426962027
122,3.8934614441284254
123,4.136012095026672
124,6.431866003877345
125,8.02107544796057
126,8.579184131035696
127,8.531055391546236
128,8.388870951840309
129,6.639942003615246
130,5.797353972209456
131,6.785144491129078
132,7.702738055365679
133,8.909248062138543
134,8.596391681338844
135,8.990568836941096
136,8.339217576708496
137,8.534648509634325
138,8.19955135081404
139,7.279926637097055
140,4.176252545225491
141,5.077303281882102
142,7.6895800985677605
143,7.679859783923876
144,5.4991378749082624
145,7.509963395122876
146,7.500273632405924
147,8.2177152279671
148,7.58557942988499
149,5.817274120637003
150,6.3355791345024
151,4.24570071155347
152,3.0856109863078154
153,7.056489865475422
154,7.830675996453387
155,5.241775275391571
156,6.964714579305031
157,9.131578697679984
158,8.193547034670633
159,7.207907109920878
160,8.776610742833316
161,8.036918650170714
162,8.583311308693446
163,9.366313020480627
164,10.134432803881126
165,10.568048330754895
166,10.599587903363432
167,9.96592169724057
168,10.247471166294597
169,10.406349467119362
170,9.532713293419851
171,9.93388102082593
172,9.174817296028868
173,7.501739264228726
174,7.440408401413645
175,6.377997260499404
176,8.228490200969476
177,9.16793950009706
178,9.12411483189229
179,9.35735681465321
180,9.834458633578945
181,10.841914878507076
182,11.178144664048034
183,11.201005590353434
184,10.680511213604786
185,8.238776453596074
186,6.806762037982727
187,7.621951997888208
188,9.359446304450373
189,8.465587484384427
190,9.436120624281035
191,9.795858977652832
192,9.986970528895553
193,10.511933416095461
194,9.812455107200492
195,9.374686501489055
196,8.083646074063893
197,6.155761295298564
198,5.951319405314639
199,5.9973700188192325
200,7.1834220393997565
201,8.07868747111341
202,8.852305551007085
203,9.693568524472035
204,9.57790844020129
205,8.05160606115838
206,6.843645904243372
207,7.31355654716565
208,9.4393772829725
209,10.897123421249152
210,11.68886279476624
211,7.840708704981493
212,8.759685670613113
213,8.134846346198444
214,8.567937573920332
215,10.144340296217706
216,10.622650772399258
217,10.643696365294472
218,10.658513390475289
219,10.807743263591863
220,9.885217173247781
221,9.330536161095226
222,9.310477301110456
223,8.715184172567396
224,8.281089747192361
225,8.721370481319703
226,8.1658889423685
227,9.49641578576677
228,9.892157273346927
229,9.841267302054566
230,10.797209083421707
231,9.790101771599348
232,9.624538150650483
