"","pr_ds1"
"641",0.0557480424705115
"642",0.00024949424215992
"643",0
"644",0
"645",1.80944395590214
"646",3.71060457120596
"647",12.9651546002894
"648",4.44590584346137
"649",0.422021682922077
"650",9.0927688017312
"651",35.5952566658714
"652",5.24449124160761
"653",0
"654",0
"655",0
"656",0
"657",0
"658",0
"659",0
"660",6.87330410084552
"661",0
"662",18.6983950530186
"663",1.63654268337897
"664",0.567492985294515
"665",0
"666",0.00297771944962613
"667",0
"668",0
"669",0.030942027826155
"670",0.0227573522037564
"671",0
"672",0
"673",0
"674",0
"675",0
"676",0
"677",0
"678",0.0279910077817657
"679",5.23603817299342
"680",5.89617821183054
"681",0
"682",2.77402466557603
"683",12.9058230979037
"684",0.714078906959143
"685",0
"686",0
"687",0
"688",0
"689",0
"690",0
"691",0
"692",0.13442962724339
"693",0
"694",0
"695",0
"696",0
"697",3.96642673865097
"698",6.4115506982911
"699",0.0358038598147864
"700",0.0781770926056404
"701",0.117427758092518
"702",11.5617732151978
"703",7.10815840612267
"704",0
"705",0
"706",0.158818198303818
"707",2.63582218962968
"708",6.6272262511212
"709",0.0700267478217211
"710",0.056483602030065
"711",0.756549483111294
"712",0.115734864868561
"713",0
"714",0
"715",0
"716",0
"717",0
"718",0
"719",0
"720",16.9951416791418
"721",22.1060859042224
"722",2.31755826352576
"723",25.7796420708859
"724",17.9124906426179
"725",0.198110041032698
"726",0.932174114602813
"727",0
"728",0.24918943658024
"729",0.11065618519669
"730",0.0175470578790535
"731",0
"732",0.161385937635041
"733",0.0602952469574075
"734",3.27141536652597
"735",49.4632536210473
"736",5.86445719581388
"737",3.42013908817879
"738",10.7985853730014
"739",3.9572941769719
"740",0.0239891619656909
"741",0.0734179282797147
"742",0.455579569899349
"743",0.098765423254908
"744",0.0651068967755868
"745",0.0668565876185611
"746",0.0528590608747667
"747",0.00649225353594801
"748",0.0340498843127931
"749",0.0130535941971016
"750",0
"751",0.0756050418334326
"752",0.123813629006961
"753",0.781022066692568
"754",0.0791044235193811
"755",0.00255544913925584
"756",0.415919910791932
"757",6.39986259376401
"758",0
"759",0
"760",0.0104290579326402
"761",3.58635971826135
"762",26.9902244338855
"763",10.643748629474
"764",0
"765",0.0225119023996388
"766",0.0176762132176163
"767",0.426699400687002
"768",0
"769",0.0297654361726725
"770",0.146081111273999
"771",0.110360255873047
"772",0.0934353437359686
"773",0.0337951771576913
"774",0.109554307676044
"775",0.0942412919329724
"776",0.0926293955389649
"777",1.74176093205978
"778",3.46179676864724
"779",4.51455316851344
"780",0.119225686040089
"781",4.99489829392767
"782",0.0579736230678037
"783",0.0950472401299761
"784",0.206124251950778
"785",0.11519594505507
"786",0.124867323419115
"787",0.0571676748707999
"788",0.0402427627337213
"789",0.131314908995145
"790",0
"791",0
"792",0
"793",0.03581850151593
"794",0
"795",0.207722718395243
"796",2.54838462926595
"797",23.5194794291398
"798",2.17511464505438
"799",0
"800",0
"801",0
"802",0
"803",0.0150465244445009
"804",0.427622791386571
"805",24.6285563790336
"806",51.9619366925459
"807",9.28036245953538
"808",1.80482605049306
"809",11.93678063791
"810",0
"811",0
"812",0
"813",0
"814",0.00777633246950071
"815",0
"816",0
"817",6.38245171949025
"818",0
"819",0
"820",7.36631030407347
"821",3.41596901748933
"822",0
"823",0
"824",0.0130333242231963
"825",0
"826",0.23381055439343
"827",1.99834307338759
"828",2.60126715043645
"829",0.014718646590908
"830",0
"831",0.00713469593620533
"832",0
"833",0.000393406465358459
"834",0.00882001830391704
"835",1.68360912121743
"836",0.63323195554111
"837",0.0155613077747639
"838",0.0998274261603493
"839",0.0408411432904395
"840",0.00966267948777286
"841",8.76069907383081
"842",2.47233998930651
"843",0
"844",0
"845",0.192390516202361
"846",0.0534810610482773
"847",22.0048049004932
"848",43.8617506873464
"849",0.319761995146727
"850",0
"851",0
"852",0
"853",0
"854",0
"855",0
"856",0.690635306655387
"857",0
"858",0.182158971947689
"859",0.264038111095478
"860",11.0908150006309
"861",0
"862",0
"863",0
"864",0
"865",0
"866",3.84424360716547
"867",0
"868",0
"869",0
"870",0
"871",0
"872",0
"873",0
"874",0
"875",0
"876",9.21294637795383
"877",13.7104122955879
"878",0
"879",0
"880",0
"881",0
"882",0
"883",0
"884",0
"885",0
"886",0
"887",0
"888",0
"889",0.317283702467772
"890",10.4918509379282
"891",2.87439436244531
"892",6.76933789768686
"893",26.7963879723585
"894",0
"895",0
"896",1.47614245760381
"897",0
"898",0.0175489915022894
"899",0.00531798064326883
"900",0.071243928585864
"901",0.946706110550629
"902",0.481740143442689
"903",0
"904",0
"905",0
"906",0
"907",0
"908",0
"909",0
"910",0
"911",0
"912",0.672335758133718
"913",0.197051618469731
"914",0.058517678688485
"915",0
"916",0.0454493671845507
"917",0.224043904730834
"918",0
"919",0.149815117512802
"920",2.4518337271729
"921",0
"922",0.0683189123164357
"923",0.0487164450605343
"924",0
"925",0.0470829061225424
"926",0.00461089373475587
"927",0
"928",0
"929",0
"930",0
"931",0
"932",0
"933",0
"934",0.00624443267274766
"935",0
"936",0.0568841397504931
"937",0
"938",0
"939",0
"940",0.0291139778046327
"941",0
"942",0
"943",0
"944",0.0494300072920403
"945",0.247592605646604
"946",0.637600334653269
"947",4.34339383872864
"948",1.05707565626573
"949",0.45810465229986
"950",1.31755707403121
"951",2.23478335698884
"952",0.911273312591361
"953",0.296061441678621
"954",6.41439267800316
"955",1.74038472693607
"956",2.89456935317617
"957",0.842855068106838
"958",0
"959",0
"960",0
"961",0
"962",0.0285707864126125
"963",0
"964",0
"965",0
"966",0
"967",0
"968",0.0963632542707527
"969",0.0233559811927555
"970",0.0155337733629702
"971",0.221518579547319
"972",0.125044682979966
"973",0
"974",0
"975",0.25705494282159
"976",0
"977",0
"978",0
"979",0
"980",0
"981",0
"982",0
"983",0
"984",0
"985",0.151257238076602
"986",4.48080752244023
"987",14.1294455813798
"988",5.98547808720146
"989",2.63782006706582
"990",0.39953313657303
"991",0.793387401214841
"992",0
"993",0
"994",0.176783033507138
"995",4.45249319473577
"996",22.0880132172766
"997",0
"998",0.308778265141362
"999",0
"1000",0
"1001",0
"1002",0
"1003",0
"1004",1.60532041086784
"1005",8.43732606929041
"1006",27.0805282037498
"1007",2.57902412968176
"1008",11.4252408702791
"1009",33.8278214356345
"1010",3.55691455118536
"1011",0
"1012",0
"1013",0
"1014",0
"1015",0
"1016",0
"1017",0.00570594465709234
"1018",0.0921483103701268
"1019",0.449965322925823
"1020",6.71961408082493
"1021",18.1876017511854
"1022",5.87431897071164
"1023",0.0097982824682917
"1024",2.88640416972295
"1025",0.408049862920205
"1026",0
"1027",0.0104803387701583
"1028",0
"1029",0
"1030",0.0436146198373062
"1031",0.43599350292395
"1032",5.01546297647887
"1033",0.463937142927695
"1034",2.96324917973325
"1035",18.544705032998
"1036",37.6292256927728
"1037",0.4876624550422
"1038",0
"1039",0.0498669934742239
"1040",0
"1041",0
"1042",7.05431863084303
"1043",0.0295535781883698
"1044",6.85526324632526
"1045",7.20487688531466
"1046",0
"1047",0
"1048",0.763299874767173
"1049",0
"1050",0
"1051",0
"1052",0
"1053",0
"1054",0.550946556509669
"1055",0
"1056",0
"1057",0
"1058",0
"1059",0
"1060",0
"1061",0
"1062",0
"1063",0
"1064",1.860058851572
"1065",14.9832374745073
"1066",0
"1067",0.209897593851361
"1068",1.73303432081202
"1069",30.2602989128981
"1070",0.476998077685324
"1071",5.26930016641114
"1072",0.0395546697904948
"1073",0
"1074",0
"1075",0.35775378859079
"1076",0.260976989398904
"1077",1.40912425596303
"1078",0
"1079",0
"1080",0
"1081",0
"1082",0.0480191359102801
"1083",2.08042043623264
"1084",0.896811456146822
"1085",0.237401883761577
"1086",0.857585650128411
"1087",0.284552095036231
"1088",0.130970903884174
"1089",0.190251672486922
"1090",0
"1091",0
"1092",0
"1093",0
"1094",0
"1095",0
"1096",0
"1097",1.64770226424584
"1098",0.74136240758515
"1099",0.0344873070235367
"1100",0.0506719473210489
"1101",0.0204897802797424
"1102",0
"1103",0.205220297701133
"1104",0.0694811238830225
"1105",0.0445480293706388
"1106",0.0629197832218689
"1107",0
"1108",0
"1109",0.0366744205772545
"1110",0.0449854520813824
"1111",0.0231143165442038
"1112",0
"1113",0.0493596791888182
"1114",0
"1115",0
"1116",0
"1117",0.0357995751557674
"1118",2.93547472467492
"1119",2.19460563059265
"1120",0
"1121",0
"1122",0.00168060371776869
"1123",0.0134910169078452
"1124",0.226317048535082
"1125",26.4349892063817
"1126",20.5828565669136
"1127",0.356430422130806
"1128",0
"1129",0.028153539778665
"1130",0
"1131",0.0104226794445826
"1132",0.00881078305057509
"1133",15.4455320185975
"1134",9.44797280424574
"1135",0.03137733256668
"1136",0.0902115509479536
"1137",0.124061375222111
"1138",0.222135756131253
"1139",0.0362130217487025
"1140",0
"1141",0
"1142",0
"1143",0.190112747770304
"1144",0
"1145",0.05072008929477
"1146",0.0168702650206126
"1147",0
"1148",0
"1149",0.0587795712648075
"1150",0.0426606073247325
"1151",0
"1152",0
"1153",0
"1154",0.133732753586156
"1155",0
"1156",0
"1157",0
"1158",0
"1159",0
"1160",0.00985353017664364
"1161",0
"1162",0.0680150659766451
"1163",21.489153077318
"1164",0.0545132808802162
"1165",0
"1166",0.497188549892455
"1167",46.4881052946827
"1168",10.5862111263458
"1169",0.35159735530514
"1170",0
"1171",0
"1172",0.0160851232980723
"1173",14.5574221404818
"1174",8.09973215803551
"1175",1.2082499814776
"1176",0
"1177",0.104366025851646
"1178",0.795327514917672
"1179",0
"1180",1.74400570162792
"1181",0
"1182",3.21323452127219
"1183",4.28951618501322
"1184",0.228456928235633
"1185",0.0908642407552172
"1186",0.0648992694159308
"1187",0.0273585643487458
"1188",0.943331271200059
"1189",7.07959001203839
"1190",0.165943919047501
"1191",3.82607518117094
"1192",0
"1193",0
"1194",0
"1195",0
"1196",0
"1197",0
"1198",0
"1199",9.19045627759731
"1200",24.8449944206794
"1201",0.351108991186164
"1202",0
"1203",0
"1204",0
"1205",0
"1206",0.0391558209227278
"1207",0
"1208",0.454250720090121
"1209",1.5452020217691
"1210",17.3391584577202
"1211",51.6580519603808
"1212",26.4793357867678
"1213",0.376894423412154
"1214",0.15272062047007
"1215",3.89053876173591
"1216",0.0475824327612863
"1217",0.604857160881512
"1218",3.18100474147597
"1219",0
"1220",11.1908895040337
"1221",0.236745064712881
"1222",0.0174832803283267
"1223",0
"1224",0
"1225",0.87078810082971
"1226",31.1469228296615
"1227",0
"1228",0
"1229",0
"1230",0
"1231",0
"1232",0
"1233",13.3768306175784
"1234",0
"1235",0
"1236",0
"1237",1.26417153624149
"1238",0.0350288101457099
"1239",15.9444284156693
"1240",0
"1241",4.1974477368226
"1242",1.9581335547964
"1243",1.11868507331129
"1244",2.48440770798552
"1245",1.71795474662955
"1246",4.3975967436283
"1247",8.8126483643424
"1248",14.2068885832974
"1249",0
"1250",1.32815148282154
"1251",0
"1252",0
"1253",9.62383745299679
"1254",1.04991752838771
"1255",0
"1256",0.164172431090289
"1257",3.88094460167593
"1258",6.70976834479941
"1259",8.34734703397993
"1260",0.280052731913115
"1261",0
"1262",0.00735648245310561
"1263",0.0569472358928757
"1264",0
"1265",0.309837508356841
"1266",4.61899384149473
"1267",27.7714013894722
"1268",12.9517230630454
"1269",9.31747975243275
"1270",37.6148319927054
"1271",7.27509508200581
"1272",3.08770592315258
"1273",0.235655894555232
"1274",0
"1275",0
"1276",1.44364997421066
"1277",15.3327531328703
"1278",1.69095557940589
"1279",0
"1280",0
"1281",0.00297735479676409
"1282",0.0666853733784439
"1283",0
"1284",0
"1285",0
"1286",0.582750218720289
"1287",37.9588631523659
"1288",0.343789096232293
"1289",0.0797536848823782
"1290",0
"1291",0
"1292",0
"1293",0
"1294",0
"1295",0
"1296",0
"1297",0
"1298",0
"1299",0
"1300",0
"1301",0
"1302",0
"1303",0
"1304",0
"1305",0
"1306",0
"1307",0
"1308",0.0111450494867231
"1309",0.158940916909036
"1310",0.106792864710466
"1311",2.29179856072594
"1312",11.8779259655261
"1313",12.9385493997513
"1314",1.80880297142059
"1315",0.377083046989241
"1316",0
"1317",0
"1318",0.0103189681431132
"1319",0.174585332568607
"1320",0
"1321",0.187622345618249
"1322",0
"1323",0
"1324",0
"1325",0
"1326",0
"1327",0
"1328",0
"1329",0.109400267320395
"1330",0.0468226046821117
"1331",0.706018579137792
"1332",0.0989706568806811
"1333",0
"1334",0.30506384226869
"1335",3.20631377360967
"1336",0
"1337",0
"1338",0.00771156553318475
"1339",0
"1340",0
"1341",0.00987946123197503
"1342",0.132112891503699
"1343",0.565150503395866
"1344",7.15527273867473
"1345",1.4298305672829
"1346",0.459701082945009
"1347",9.20169077351464
"1348",0
"1349",12.5368236361866
"1350",45.2270716991894
"1351",4.33215730199181
"1352",0.0427726074968197
"1353",0
"1354",0.2127206665475
"1355",0.514098912534793
"1356",0.359421172325043
"1357",0.100205647215528
"1358",0.501336014819524
"1359",0.875282661554479
"1360",0
"1361",0
"1362",0
"1363",0.0555355052120879
"1364",10.3421682981773
"1365",0
"1366",0
"1367",0.52686181025006
"1368",0
"1369",0
"1370",0
"1371",0
"1372",0.04185492865602
"1373",0.49188078293144
"1374",0
"1375",0
"1376",0.00707005726082549
"1377",6.42579492490319
"1378",0.193260165646836
"1379",0
"1380",0.00638800095895894
"1381",0.00911622616642516
"1382",0.519824422935186
"1383",0.012526507675758
"1384",0.0597925166815798
"1385",0.659706997306873
"1386",0.120459629847605
"1387",0.0145726765813576
"1388",0.104281733003332
"1389",0
"1390",0
"1391",0
"1392",0
"1393",0
"1394",0
"1395",0
"1396",0
"1397",0
"1398",2.20383966904323
"1399",44.9296652347695
"1400",10.1019245949547
"1401",0.773144068328779
"1402",0
"1403",0
"1404",0
"1405",0
"1406",0
"1407",0
"1408",0
"1409",0
"1410",0
"1411",0
"1412",0
"1413",0
"1414",0
"1415",0
"1416",0
"1417",0
"1418",0
"1419",0
"1420",0
"1421",0
"1422",0.557978123339387
"1423",1.98600662213961
"1424",0
"1425",0
"1426",0
"1427",0
"1428",0
"1429",0
"1430",0
"1431",0
"1432",0.398168255397637
"1433",14.1432472824851
"1434",23.5538747445383
"1435",1.4697459561733
"1436",0
"1437",0
"1438",0
"1439",57.9513406403188
"1440",0.217755962397137
"1441",0.178464119668258
"1442",0.877792883531835
"1443",0
"1444",0
"1445",0
"1446",0.0124683782071825
"1447",0.114041971644604
"1448",0.0869556800612915
"1449",0.044633349462366
"1450",0
"1451",0.0734125342696352
"1452",0.0751054274935923
"1453",0
"1454",0
"1455",0
"1456",0
"1457",0
"1458",0
"1459",0
"1460",0.00400391208739748
"1461",0.0243186307748817
"1462",0.562893941601777
"1463",0.215500777869422
"1464",7.30386952930073
"1465",0.0764798872549197
"1466",0
"1467",0
"1468",0.291214672529037
"1469",4.62684253955006
"1470",0.00867936708966588
"1471",0.0226768938334602
"1472",0.033175038891306
"1473",0
"1474",0
"1475",0.0274885436516395
"1476",0.0384241114202288
"1477",0.00736709895743516
"1478",0.0458602975028696
"1479",0
"1480",0.0336124616020495
"1481",0.0099916352218966
"1482",0.0554835971392282
"1483",0.036236997866511
"1484",0.0353621524450238
"1485",0.030113079916101
"1486",0.0314253480483317
"1487",1.20328079013036
"1488",7.20472038153219
"1489",0.800851896246276
"1490",0.0309879253375881
"1491",0
"1492",0.721532578031441
"1493",0.566966848768033
"1494",0
"1495",0
"1496",0
"1497",0
"1498",0.0740925870078787
"1499",0.0249297469906501
"1500",0
"1501",0
"1502",0
"1503",0.0160643168236088
"1504",0.00800483485357133
"1505",0
"1506",0
"1507",0
"1508",0.0700628460228599
"1509",11.2238737796379
"1510",0.847168171926336
"1511",0.0499141410977662
"1512",0
"1513",0.0241237987936463
"1514",3.33520581372037
"1515",16.3311057986417
"1516",0.647024369670407
"1517",6.36400699123465
"1518",0.0869877581599386
"1519",0.0265416433846575
"1520",0
"1521",0
"1522",0
"1523",16.6727180973357
"1524",3.77969855482011
"1525",0
"1526",0
"1527",0.0171237221516439
"1528",2.91435020883441
"1529",9.98695180664513
"1530",0
"1531",0.105404624705218
"1532",0.0607448740016449
"1533",0.0327027049552157
"1534",1.8656463993582
"1535",2.29675534278467
"1536",0.113713415533789
"1537",3.02838836295655
"1538",6.68655346381598
"1539",0.573213985973885
"1540",0.334702813953711
"1541",0
"1542",8.87489346710107
"1543",15.5725853163926
"1544",20.2638019310643
