,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
0,6.940478819614848,6.985876685266703,6.593854052103635,6.756304157923161,6.721036760523978,7.031970183777343,7.031970183777343,7.287579673547972,7.43237080478211,7.681506236284367,7.504335418254732,7.599302236437925,7.269984601707027,7.7454681873369235,7.3089469470819575,7.052663398212501,7.0167936035339835,6.668457385158352,6.617477526557754,6.617477526557754,6.5981471521375,6.71185535504227,6.676258272427006,6.712146104386663,6.494598177023982,6.091567272150246,5.912295297000293,5.815982394255449,5.6195378689574245,5.6195378689574245,5.4309615866801915,4.125557042194385,4.125557042194385,4.368934648904684,4.387069904271137,4.470293600335271,4.493273949190357,4.534659779747552,4.599226404696673
1,7.400202047778495,6.624628489006731,6.624628489006731,6.710962429495507,6.861187057219103,6.861187057219103,6.969525938167163,7.350540728301814,7.423993040350588,7.681506236284367,7.357982256971277,7.224488819759883,7.224488819759883,7.342108905970182,7.178979807125299,7.178979807125299,6.913563576663262,6.715513596493922,6.574174197158164,6.54531095819468,6.721641770788103,6.666214320708508,6.676258272427006,6.514591736445634,6.373121550662312,6.373121550662312,6.042693553333621,5.728728012761542,5.728728012761542,5.531693439133432,5.4037417966568,3.800633981088493,4.076417933975082,4.020826210386022,4.387069904271137,4.3289427907025,4.410752114484917,4.482362324700751,4.482362324700751
2,7.101485959251298,6.879834600348748,6.67807319914231,7.210746709804519,6.921409167825242,7.260855812304668,7.420212073902578,7.350540728301814,7.675527983950675,7.509852114360324,7.357982256971277,7.162801354318596,7.171584840026549,7.116707208148741,7.247930790485405,7.066083620353822,6.856957274685403,6.715513596493922,6.711806061496708,6.673137308291167,6.721641770788103,6.662245983577584,6.594560714634914,6.594560714634914,6.436012559747358,6.321770255863809,6.226220263965632,6.035103725723022,5.948699003780453,5.607831447338315,5.4037417966568,5.361454527341152,5.225429382224776,5.225429382224776,3.930066314793306,4.1259466878901225,4.1259466878901225,4.176120027467509,5.306074905313666
3,7.101485959251298,7.299475478674689,7.220786608569514,7.210746709804519,7.335611513013778,7.54865860742172,7.54865860742172,7.696585876753421,7.682340352634785,7.682340352634785,7.323302842705509,7.202694556571689,7.0015577755940415,7.116707208148741,7.043349627149227,6.86453563240806,6.86453563240806,6.695588066492429,6.6675482654406215,6.6675482654406215,6.5853422845018645,6.563741610561839,6.620019451748423,6.652971332276865,6.577644548268917,6.538236512528084,6.226220263965632,6.183409936521853,5.909395190181008,5.909395190181008,5.591936449980213,5.61065292403079,5.61065292403079,5.505291728264067,5.45116497513173,5.548614557734016,5.5866220001797675,5.199410458222104,5.306074905313666
4,7.189152586105425,7.252188557897663,7.252188557897663,7.314822779044146,7.317682062855593,7.394299682770481,7.349026160873183,7.403640951791848,7.659817868590075,7.376013541413425,7.227898989246755,7.202694556571689,7.030534933496754,7.032666528207058,6.853589137096718,6.853589137096718,6.824095258800214,6.7537123661386556,6.7354148157613105,6.69816671148327,6.701915208058792,6.563741610561839,6.59462191866501,6.451445861634582,6.577644548268917,6.558200148503139,6.310585412548301,6.310585412548301,6.237132314762583,5.915091540847343,5.905109106464051,5.579607520919182,5.619111196459156,5.570431177057833,5.45116497513173,5.400412774744533,5.100754769825477,5.100754769825477,5.089454327473665
5,7.205840740187498,7.193002620730698,7.280581197353126,7.288311432960833,7.317682062855593,7.148242189576519,7.160751100453242,7.403640951791848,7.223329322661415,7.226509272650857,7.226509272650857,7.011007264721539,6.9700726111230145,6.9700726111230145,6.771400338018963,6.76734924593687,6.7283928329802505,6.7537123661386556,6.7209013047081765,6.808442781210457,6.808442781210457,6.684692159551342,6.605456138133839,6.605456138133839,6.36391244046361,6.481589749977555,6.481589749977555,6.183352265838054,6.131550658740034,6.046952507905651,5.905109106464051,5.893400416437885,5.616758750783701,5.616758750783701,5.504134549148951,5.357338051807267,5.357338051807267,5.045937756423691,5.167292030231458
6,7.128401507340302,7.206622905475795,7.280581197353126,7.1760344253358,7.125149995855932,7.367082147872996,7.367082147872996,7.157868230646866,7.099893158218157,7.175120414307883,7.201114029621271,7.024421425400368,6.978469878537104,6.777918227524598,6.701192835629777,6.76734924593687,6.6549606138789645,6.695877199708183,6.840904537469763,6.840904537469763,6.592228826055502,6.66061278531953,6.672823821889554,6.317126704430491,6.218173770976762,6.32944680481906,6.342684063498221,6.158245267676987,6.131550658740034,6.022416785357175,5.882228714021379,5.882228714021379,5.7499043570128885,5.669014348908559,5.581153818015564,5.366311175261174,5.269890854751723,5.134918797824507,5.167292030231458
7,7.149701857184416,7.149701857184416,7.100186584767669,7.166040951800783,7.056868125534932,7.180214558896367,7.250590485414475,6.9746527305548485,7.099893158218157,6.961408903484833,7.186787332186265,7.024421425400368,6.979173663909234,6.670972730580924,6.670972730580924,6.835945540205272,6.602952532384533,6.602952532384533,6.798219908742614,6.582713313286377,6.731687124667499,6.66061278531953,6.5478047382228715,6.5004598974139745,6.5004598974139745,6.166904146257732,6.329975281946883,6.329975281946883,6.293987698049068,5.961435687160622,5.961435687160622,5.793722328391194,5.735344703185554,5.634063153217351,5.581153818015564,5.500707362169273,5.393787430445461,5.393787430445461,5.3508323199732875
8,6.624817701558027,6.962437006706973,6.920864841421492,7.126399835211622,7.056868125534932,6.968639677343479,6.990909032747951,6.990909032747951,6.8748962019959325,7.03370080834347,7.03370080834347,6.805824369817835,6.890941074670972,6.9346115186827655,6.668941840561484,6.823710082390967,6.544528487873603,6.715013648908283,6.506228207818602,6.582713313286377,6.591630347441003,6.495820619863533,6.499128134753639,6.499128134753639,6.448296276745119,6.221001353888881,6.228522463289804,6.298726563011998,6.232656237885982,6.1928422904249,6.139935113505366,5.986045865676869,5.735344703185554,5.702845093748646,5.75506146196522,5.633658406018274,5.506843517376658,5.414030138342016,5.549370231273275
9,6.9803016804229125,6.8056966925054905,6.920864841421492,6.952093538087791,6.825592692365304,6.825592692365304,6.783585006812747,6.947119472806826,6.958349680591877,6.939815436443838,6.71989594818432,6.839571511458202,6.890941074670972,6.867542160844979,6.836513319545647,6.823710082390967,6.837754823644326,6.7938345906681645,6.7938345906681645,6.649629070870136,6.543095684240106,6.543095684240106,6.372370797017632,6.466980516970355,6.279645627780621,6.221001353888881,6.178998085865378,6.240275551011144,6.240275551011144,6.163703230263835,6.015303956850016,6.015303956850016,5.748184453910679,5.855423927402031,5.855423927402031,5.633658406018274,5.685754494399144,5.569701996273332,5.549370231273275
