,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,20.300856699418063,22.069893610906448,23.646913117410246,24.884272317691146,25.843774693116053,26.437607661656575,26.683671242700218,26.59383617224393,26.14284083266231,25.201513207437365,23.997642917850285,22.680710930040938,21.331388669227024,20.01339860041128,18.693808580449424,17.350617291227792,16.045753168038395,0.0
2,0.0,21.425530829673225,23.343010741397432,25.09059230227969,26.5282692732855,27.65083073869298,28.34757653343601,28.60236465178469,28.478991052367952,27.973712179012065,26.925332033550696,25.59365435664235,24.13990564002123,22.651966754796007,21.190383252930072,19.725371776012917,18.235976679105555,16.784414612531123,0.0
3,0.0,22.298459175451082,24.382474338417058,26.32168302258059,27.989746338482835,29.34554641601537,30.221595208938233,30.562920959128974,30.436765136432687,29.869127288773253,28.695767490870786,27.220908699037512,25.63080411129979,23.99838473439262,22.403445875319296,20.812698641045138,19.188374582527725,17.597320339312507,0.0
4,0.0,22.92228790992176,25.157905227904287,27.297092262288523,29.209069723670932,30.86445789464016,32.0222738638002,32.55486122471507,32.48494087558578,31.846177510524157,30.52783587569058,28.896170494052758,27.145826714974987,25.362736167011093,23.62031576058704,21.90394505630444,20.155201118582127,18.44011552620199,0.0
5,0.0,23.23578526192663,25.595249007196713,27.910064422427208,30.07357173813556,32.05112035310955,33.607253117174814,34.465474316574536,34.57898337369445,33.91052579913241,32.45854298410737,30.64046915959151,28.70423471076303,26.74803600938775,24.8308101365952,22.972000141285456,21.103743846870938,19.26814703363282,0.0
6,0.0,23.283041600771384,25.71461802353224,28.148936836760896,30.52223168168173,32.83397135527528,34.817111688809035,36.15633283706423,36.615203259622895,36.07505968467924,34.51503945970457,32.47953791591595,30.315076944489306,28.149027440228714,26.05195664468776,24.03909392671639,22.033653278513032,20.06397633763032,0.0
7,0.0,23.069365488982452,25.51215021289559,27.997464688367607,30.48667150841225,33.03844192237326,35.4244928336354,37.33032150375847,38.395173868811604,38.21867776497624,36.60868399910602,34.3167219843058,31.880798345319857,29.491788994280157,27.21819656281392,25.05932548470435,22.90396272899959,20.803716324173113,0.0
8,0.0,22.640290113174736,25.04219246494798,27.504561561337326,30.00734940254979,32.641241653526066,35.300432169118665,37.73193453201126,39.58405226844294,39.99034619124643,38.521870023837764,35.9892189282679,33.31766082053872,30.7188043793559,28.273198001266945,25.97029876156048,23.68597498200156,21.46341127105181,0.0
9,0.0,22.014485520389442,24.329052886359428,26.71055136265534,29.126383314968603,31.701205188621092,34.39812340330496,37.12432706715966,39.514914411994816,40.6775303886479,39.514914411994816,37.12432706715966,34.39812340330496,31.701205188621092,29.126383314968603,26.71055136265534,24.329052886359428,22.014485520389442,0.0
10,0.0,21.46341127105181,23.68597498200156,25.97029876156048,28.273198001266945,30.7188043793559,33.31766082053872,35.9892189282679,38.521870023837764,39.99034619124643,39.58405226844294,37.73193453201126,35.300432169118665,32.641241653526066,30.00734940254979,27.504561561337326,25.04219246494798,22.640290113174736,0.0
11,0.0,20.803716324173113,22.90396272899959,25.05932548470435,27.21819656281392,29.491788994280157,31.880798345319857,34.3167219843058,36.60868399910602,38.21867776497624,38.395173868811604,37.33032150375847,35.4244928336354,33.03844192237326,30.48667150841225,27.997464688367607,25.51215021289559,23.069365488982452,0.0
12,0.0,20.06397633763032,22.033653278513032,24.03909392671639,26.05195664468776,28.149027440228714,30.315076944489306,32.47953791591595,34.51503945970457,36.07505968467924,36.615203259622895,36.15633283706423,34.817111688809035,32.83397135527528,30.52223168168173,28.148936836760896,25.71461802353224,23.283041600771384,0.0
13,0.0,19.26814703363282,21.103743846870938,22.972000141285456,24.8308101365952,26.74803600938775,28.70423471076303,30.64046915959151,32.45854298410737,33.91052579913241,34.57898337369445,34.465474316574536,33.607253117174814,32.05112035310955,30.07357173813556,27.910064422427208,25.595249007196713,23.23578526192663,0.0
14,0.0,18.44011552620199,20.155201118582127,21.90394505630444,23.62031576058704,25.362736167011093,27.145826714974987,28.896170494052758,30.52783587569058,31.846177510524157,32.48494087558578,32.55486122471507,32.0222738638002,30.86445789464016,29.209069723670932,27.297092262288523,25.157905227904287,22.92228790992176,0.0
15,0.0,17.597320339312507,19.188374582527725,20.812698641045138,22.403445875319296,23.99838473439262,25.63080411129979,27.220908699037512,28.695767490870786,29.869127288773253,30.436765136432687,30.562920959128974,30.221595208938233,29.34554641601537,27.989746338482835,26.32168302258059,24.382474338417058,22.298459175451082,0.0
16,0.0,16.784414612531123,18.235976679105555,19.725371776012917,21.190383252930072,22.651966754796007,24.13990564002123,25.59365435664235,26.925332033550696,27.973712179012065,28.478991052367952,28.60236465178469,28.34757653343601,27.65083073869298,26.5282692732855,25.09059230227969,23.343010741397432,21.425530829673225,0.0
17,0.0,16.045753168038395,17.350617291227792,18.693808580449424,20.01339860041128,21.331388669227024,22.680710930040938,23.997642917850285,25.201513207437365,26.14284083266231,26.59383617224393,26.683671242700218,26.437607661656575,25.843774693116053,24.884272317691146,23.646913117410246,22.069893610906448,20.300856699418063,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
