,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,3.129505574567565,3.2624449983937636,3.4156168294992337,3.5643195637679703,3.7036020856687557,3.818200673472936,3.916084902513141,3.9976388559383946,4.04577088493417,4.047950948039749,4.017537662702983,3.9613831842955367,3.8655191024716977,3.7529404351323916,3.627119500653512,3.468601480268338,3.318621179193519,0.0
2,0.0,3.2377331589603484,3.3820508753446723,3.5422517885748857,3.705155067626401,3.84646219122142,3.9685525317060635,4.071953299818685,4.154642493774793,4.20650184431052,4.2084222259221775,4.167373280220201,4.102014593207593,4.000841325113529,3.874311548188007,3.7302197250794493,3.5631084808835336,3.401193480049144,0.0
3,0.0,3.3435646890162114,3.504172899473236,3.6766372576797623,3.8434528136337365,4.002940906339687,4.131956901614555,4.240277523703853,4.322589093281484,4.375657442817673,4.374018177092783,4.3169166095545695,4.244014113033394,4.137372019595329,3.9906979310904145,3.828938056482779,3.6582339310917455,3.4776295525606202,0.0
4,0.0,3.4461685557941877,3.620365855250043,3.814198873932646,3.988550665476188,4.166193672555089,4.312021480494223,4.424536309163243,4.519711595053891,4.559896454831128,4.547814171113833,4.482425921809525,4.392260779152801,4.262759563221465,4.1097529131252735,3.9346681548270745,3.742045606006499,3.5575145834579507,0.0
5,0.0,3.538838836233504,3.722224703348124,3.9316258738863126,4.12740023352639,4.3113371810250145,4.480918074246414,4.60658341514207,4.698542752628625,4.737856535993624,4.720483685955987,4.6427177577978345,4.531163777141586,4.391067897007492,4.22167397626385,4.0275402072960516,3.827219050861674,3.6393048063785725,0.0
6,0.0,3.617558562736367,3.8149270284393464,4.032185882030988,4.243433250898244,4.446333839926388,4.629692869051745,4.7796297251906505,4.871183679914258,4.917130716698987,4.884573919263737,4.793277609777653,4.668045550278501,4.508101156945522,4.316408185585168,4.117065359615493,3.907193494196817,3.6991780301910415,0.0
7,0.0,3.682119616888112,3.8892948892375956,4.114248882885817,4.337412718327836,4.5614082174201975,4.746785461265566,4.908041899708249,5.038472974722717,5.072296552592855,5.0288694685668185,4.926075045814955,4.77517663557656,4.59031058386927,4.3921213470047915,4.177641267806836,3.9507531825991142,3.7437354624530172,0.0
8,0.0,3.73715510711146,3.9474284870363987,4.182835632199681,4.413686493283709,4.636290651205228,4.840308340724578,5.020314804749587,5.169385238618265,5.213915252498769,5.170141379019773,5.025719450949787,4.850433223238397,4.6557577553495415,4.436160794725037,4.20754721474936,3.98210669555417,3.7626612948067493,0.0
9,0.0,3.760958925824119,3.9777051148134444,4.214193741254401,4.442252645877935,4.668609615545444,4.883821628784813,5.057948159392458,5.212508770794791,5.35418996817331,5.212508770794791,5.057948159392458,4.883821628784813,4.668609615545444,4.442252645877935,4.214193741254401,3.9777051148134444,3.760958925824119,0.0
10,0.0,3.7626612948067493,3.98210669555417,4.20754721474936,4.436160794725037,4.6557577553495415,4.850433223238397,5.025719450949787,5.170141379019773,5.213915252498769,5.169385238618265,5.020314804749587,4.840308340724578,4.636290651205228,4.413686493283709,4.182835632199681,3.9474284870363987,3.73715510711146,0.0
11,0.0,3.7437354624530172,3.9507531825991142,4.177641267806836,4.3921213470047915,4.59031058386927,4.77517663557656,4.926075045814955,5.0288694685668185,5.072296552592855,5.038472974722717,4.908041899708249,4.746785461265566,4.5614082174201975,4.337412718327836,4.114248882885817,3.8892948892375956,3.682119616888112,0.0
12,0.0,3.6991780301910415,3.907193494196817,4.117065359615493,4.316408185585168,4.508101156945522,4.668045550278501,4.793277609777653,4.884573919263737,4.917130716698987,4.871183679914258,4.7796297251906505,4.629692869051745,4.446333839926388,4.243433250898244,4.032185882030988,3.8149270284393464,3.617558562736367,0.0
13,0.0,3.6393048063785725,3.827219050861674,4.0275402072960516,4.22167397626385,4.391067897007492,4.531163777141586,4.6427177577978345,4.720483685955987,4.737856535993624,4.698542752628625,4.60658341514207,4.480918074246414,4.3113371810250145,4.12740023352639,3.9316258738863126,3.722224703348124,3.538838836233504,0.0
14,0.0,3.5575145834579507,3.742045606006499,3.9346681548270745,4.1097529131252735,4.262759563221465,4.392260779152801,4.482425921809525,4.547814171113833,4.559896454831128,4.519711595053891,4.424536309163243,4.312021480494223,4.166193672555089,3.988550665476188,3.814198873932646,3.620365855250043,3.4461685557941877,0.0
15,0.0,3.4776295525606202,3.6582339310917455,3.828938056482779,3.9906979310904145,4.137372019595329,4.244014113033394,4.3169166095545695,4.374018177092783,4.375657442817673,4.322589093281484,4.240277523703853,4.131956901614555,4.002940906339687,3.8434528136337365,3.6766372576797623,3.504172899473236,3.3435646890162114,0.0
16,0.0,3.401193480049144,3.5631084808835336,3.7302197250794493,3.874311548188007,4.000841325113529,4.102014593207593,4.167373280220201,4.2084222259221775,4.20650184431052,4.154642493774793,4.071953299818685,3.9685525317060635,3.84646219122142,3.705155067626401,3.5422517885748857,3.3820508753446723,3.2377331589603484,0.0
17,0.0,3.318621179193519,3.468601480268338,3.627119500653512,3.7529404351323916,3.8655191024716977,3.9613831842955367,4.017537662702983,4.047950948039749,4.04577088493417,3.9976388559383946,3.916084902513141,3.818200673472936,3.7036020856687557,3.5643195637679703,3.4156168294992337,3.2624449983937636,3.129505574567565,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
