"","IPSL_etp_proj"
"251",22.2038754145615
"252",28.5058107692748
"253",31.1026320559904
"254",32.7898596879095
"255",28.6782713374123
"256",14.8832696140744
"257",23.1363272177987
"258",11.5343027573545
"259",13.3756184368394
"260",14.9915271322243
"261",15.3656743350439
"262",9.36654978431761
"263",4.83996554976329
"264",11.9255622848868
"265",21.2694736546837
"266",30.7467271341011
"267",11.4230053441133
"268",15.0810592458583
"269",12.1723882330116
"270",6.41373699181713
"271",10.310485959053
"272",13.8842369779013
"273",17.0480445376597
"274",18.5242504812777
"275",18.1846422492526
"276",13.2690096506849
"277",14.0139469294809
"278",12.7230669022538
"279",13.1888926262036
"280",11.4096503239125
"281",11.2532208731864
"282",16.3783595780842
"283",9.05068518477492
"284",19.392796093598
"285",28.9405201328918
"286",29.5689038466662
"287",30.0028070341796
"288",25.0009150477126
"289",29.9406528938562
"290",38.8103682780638
"291",18.7483208719641
"292",32.0961262332276
"293",27.4470570730045
"294",4.32720953540411
"295",13.3393215946853
"296",11.6847259050701
"297",7.64747455832548
"298",15.202238864731
"299",12.8579849842936
"300",3.34359428961761
"301",2.10962498385925
"302",11.4658563688863
"303",10.6584477180149
"304",4.50190527772065
"305",6.61320664221421
"306",7.69896214478649
"307",6.34622556390241
"308",8.5619896708522
"309",8.97258214536123
"310",5.5506043281639
"311",7.45297365938313
"312",10.2873840660322
"313",7.60364564484917
"314",6.80689263390377
"315",6.7059532739222
"316",2.49068598350277
"317",0.229701754506095
"318",0.896190886123804
"319",5.32026533619501
"320",3.80167512048502
"321",4.62261086795479
"322",2.7445503292256
"323",5.53094905626494
"324",4.38997922174167
"325",3.73051407223102
"326",2.09155841730535
"327",2.29676170420134
"328",5.00104579259641
"329",7.10265012457967
"330",4.24638965341728
"331",3.40043661708478
"332",3.02325734082842
"333",1.36391699925298
"334",1.8254551832797
"335",3.73561633750796
"336",5.00221503898501
"337",3.67550637747627
"338",1.39339936140459
"339",4.43648787040729
"340",5.55994411115535
"341",2.80217336694477
"342",2.7899175620405
"343",3.55652446160093
"344",8.00745256128721
"345",6.92109751980752
"346",2.63665679085534
"347",2.83122608379927
"348",0.595752135268413
"349",6.88629079377279
"350",3.85030580218881
"351",3.62991377187427
"352",4.33416753367055
"353",3.3928041375475
"354",3.65880368917715
"355",6.60070872982033
"356",8.43137968331575
"357",8.73870958457701
"358",4.43679746240377
"359",4.03277445002459
"360",2.00246995518683
"361",5.49122196389362
"362",7.6632626587525
"363",3.0709350539837
"364",3.4437827707734
"365",1.27893245007726
"366",2.67624091065954
"367",5.02150942338631
"368",6.47228807792999
"369",7.92889404692687
"370",5.27225383848418
"371",4.01127072109375
"372",2.84426696453011
"373",1.09903630800545
"374",2.35897659877082
"375",2.50915181823075
"376",2.12096401810413
"377",1.77199490281055
"378",1.67823764058994
"379",1.3567724636232
"380",1.55972393258708
"381",3.44974032486789
"382",2.95411518891342
"383",3.1921448680805
"384",2.50416342169046
"385",3.36732482537627
"386",0.661262765788706
"387",3.05896974168718
"388",3.28974492731504
"389",3.82948201149702
"390",3.29326867358759
"391",1.8070302758133
"392",3.29478243656922
"393",4.94662090204656
"394",4.29806823376566
"395",5.16009131388273
"396",5.01162430737168
"397",3.83651167794596
"398",2.76166210824158
"399",0.338230074703461
"400",3.98117372242268
"401",3.2853422453627
"402",1.37264942168258
"403",3.22115120070521
"404",3.19686369039118
"405",2.64004047494382
"406",3.47795976267662
"407",3.82335965696257
"408",1.76158446265617
"409",3.35131953761447
"410",3.97275143768638
"411",5.49299911654089
"412",6.36004915577359
"413",9.19310768949799
"414",6.49498178972863
"415",2.10105681617279
"416",1.04038881545421
"417",3.78883814846631
"418",5.40588880539872
"419",4.0955885197036
"420",1.29612571981852
"421",2.19691410165979
"422",1.67908419825835
"423",4.0754493966233
"424",4.62559255538508
"425",4.24549434683286
"426",4.61866184195969
"427",4.39590767200571
"428",3.36677767336369
"429",6.71696470817551
"430",5.42199086339679
"431",6.4218787883874
"432",4.02883488277439
"433",2.88239880319452
"434",5.51979610463604
"435",5.30967299710028
"436",5.98533333686646
"437",3.8981313991826
"438",9.5673392934259
"439",7.37130394554697
"440",5.55392580281477
"441",2.9869059289922
"442",5.10348436364438
"443",9.05502020032145
"444",7.94842417235486
"445",10.1473422546405
"446",11.7590454465244
"447",9.29710222408175
"448",7.04072008375078
"449",8.3050865214318
"450",8.75773112056777
"451",13.0484244436957
"452",15.2544031152502
"453",12.7737162983976
"454",15.3564484207891
"455",15.159034228418
"456",8.43196103232913
"457",2.14442879951093
"458",5.48623684153426
"459",3.44218788086437
"460",17.448453581892
"461",16.2883254233748
"462",12.9971638671122
"463",3.29111717292108
"464",2.96970683848485
"465",1.7980206393986
"466",5.48562493349891
"467",11.927483137697
"468",10.4287966678385
"469",9.46842992561869
"470",9.25074273254722
"471",6.60654841340147
"472",11.0638633486815
"473",9.81579869403504
"474",6.8009780079592
"475",4.77632056572475
"476",3.16514924634248
"477",11.9634780276101
"478",14.6410340676084
"479",5.20161302119959
"480",13.828712690156
"481",10.8852203993592
"482",15.0242281961255
"483",13.3837384055369
"484",19.3280924577266
"485",23.1308280490339
"486",19.0512262634002
"487",10.2721111034043
"488",17.4269021954387
"489",15.1294530951418
"490",17.2357686096802
"491",10.475952149136
"492",17.716818547342
"493",7.38107992219739
"494",14.9820683873259
"495",14.6326492540538
"496",13.127175043337
"497",14.9924584547989
"498",17.8579153725877
"499",17.5859720911831
"500",12.0055796287488
"501",18.5879922355525
"502",21.7566223000176
"503",16.3417891599238
"504",6.68535212753341
"505",16.6153302416205
"506",13.4373229229823
"507",12.2945886687376
"508",11.3783673441503
"509",9.66626539593562
"510",17.7972266101278
"511",10.9066357254051
"512",5.8900099247694
"513",7.84806688898243
"514",8.89019429450855
"515",6.60054283798672
"516",15.4609355377033
"517",16.3648524903692
"518",7.12802720954642
"519",12.599749607034
"520",18.8362886547111
"521",18.7787241884507
"522",17.5820430740714
"523",21.9031848246232
"524",15.043216990307
"525",3.29837275785394
"526",5.61477536393795
"527",8.41134969959967
"528",20.9872785490006
"529",20.5594493309036
"530",12.1969118481502
"531",25.0790268182755
"532",18.3163865585811
"533",12.6267492305487
"534",13.7190712848678
"535",17.5815453985706
"536",25.2514233579859
"537",20.3953648451716
"538",27.0685530267656
"539",15.4677574755624
"540",35.143582499586
"541",23.9580520428717
"542",16.1688760272227
"543",12.3176985653117
"544",28.0103733530268
"545",39.8674019379541
"546",47.5505017675459
"547",51.2132304720581
"548",55.1461533177644
"549",47.7285531815141
"550",19.644305575639
"551",27.594153652899
"552",21.3031205930747
"553",17.5422392203473
"554",18.3122785529122
"555",30.7392212562263
"556",28.9212533971295
"557",47.0300670713186
"558",54.775970056653
"559",57.510077022016
"560",43.2992266723886
"561",55.3646706975996
"562",59.2789321672171
"563",69.3019828759134
"564",69.8825169820338
"565",65.7271419186145
"566",63.9181118458509
"567",61.2499425187707
"568",64.6183092612773
"569",38.5021208785474
"570",33.5815537255257
"571",24.9846663791686
"572",16.3607808644883
"573",14.5997648360208
"574",13.5087437229231
"575",9.77321906248108
"576",15.1759013533592
"577",20.1324670342728
"578",28.982583899051
"579",36.4390871254727
"580",32.9538539517671
"581",24.7677380684763
"582",29.9474486382678
"583",10.2351434179582
"584",11.3219692138955
"585",19.7409535758197
"586",25.6921426625922
"587",17.3936947248876
"588",23.5016836086288
"589",10.9655426058453
"590",25.8001760812476
"591",33.11907639727
"592",69.0178712829947
"593",78.2524235546589
"594",47.6686720503494
"595",21.6004482354037
"596",16.2083262694068
"597",23.8176886341535
"598",28.2449502265081
"599",33.9908234309405
"600",31.2777207000181
"601",36.9871937436983
"602",43.3040026109666
"603",41.8903422541916
"604",44.3697848822922
"605",56.6513685043901
"606",54.9987773410976
"607",46.9646125566214
"608",49.8269277159125
"609",44.3492812337354
"610",45.805613626726
"611",44.6816469775513
"612",39.0848203096539
"613",42.7036604378372
"614",41.3950008805841
"615",41.1462999181822
"616",47.5083390483633
"617",34.292769851163
"618",35.2384668076411
"619",37.0216905139387
"620",26.4760892605409
"621",41.4092879509553
"622",27.4966208962724
"623",48.9881378598511
"624",58.4266264922917
"625",41.6835973737761
"626",58.3138200454414
"627",64.4506479147822
"628",42.551607475616
"629",36.8771987268701
"630",24.6943876845762
"631",12.1599980047904
"632",22.6677497266792
"633",21.633951109834
"634",26.2656772974879
"635",36.7604952771217
"636",25.9543012361974
"637",31.1973883071914
"638",17.8342554136179
"639",15.697926573921
"640",22.0572910620831
"641",32.2986859828234
"642",24.5275063207373
"643",27.6502396445721
"644",20.4232739633881
"645",22.9799465159886
"646",19.2764593521133
"647",6.31377261015587
"648",6.95474955136888
"649",15.925221669022
"650",15.6783004058525
"651",14.5414800499566
"652",12.566197256092
"653",13.8277799123898
"654",13.023943756707
"655",9.93120775092393
"656",15.6208014232107
"657",13.9229974593036
"658",11.0028333438095
"659",3.17663398163859
"660",6.41747101326473
"661",6.69367000227794
"662",7.72610001149587
"663",8.13728038338013
"664",10.7949650555383
"665",7.48569436836988
"666",12.5055346870795
"667",8.5747815319337
"668",11.5149152406957
"669",11.1969013232738
"670",11.8758638564032
"671",18.5310127562843
"672",17.3598469700664
"673",12.2942132293247
"674",10.918868065346
"675",11.1210429167841
"676",7.92235950939357
"677",5.78266372031067
"678",1.81209470611066
"679",6.38040073681623
"680",1.90002319868654
"681",1.32693430714426
"682",1.44226232805522
"683",1.54204808495706
"684",6.34905882179737
"685",4.84817355754785
"686",6.44342362647876
"687",5.17010448675137
"688",5.07482109242119
"689",3.47920249623712
"690",5.16724030603655
"691",2.13782295759302
"692",4.43584176537115
"693",0.86357786130975
"694",4.30096297350246
"695",4.51903397333808
"696",7.23459015716799
"697",3.84760423912667
"698",4.99467969348188
"699",5.05195930600166
"700",2.32456932280911
"701",0.0534554487785499
"702",3.34163123625331
"703",3.59251607733313
"704",5.30370853084605
"705",2.72074994427385
"706",0.363361209565483
"707",0.0265449017433639
"708",0.50233770707564
"709",4.21643526351545
"710",4.28964813181665
"711",3.05440298689064
"712",2.97486549243331
"713",2.60850774793653
"714",3.39091566274874
"715",2.56206240010215
"716",2.42604619415943
"717",4.40939766122028
"718",3.84191916964483
"719",3.1684528948972
"720",1.11146828203346
"721",2.28845092351548
"722",0.502509328725864
"723",1.31447523017414
"724",2.18900295294588
"725",2.91795658995397
"726",2.79668547591427
"727",3.90845598303713
"728",3.18872625939548
"729",5.23723028891254
"730",3.84454651793931
"731",5.76503116462845
"732",5.6702261645114
"733",3.8485428376589
"734",1.7163412849186
"735",0.806042680778774
"736",2.3323222194449
"737",2.54265178227797
"738",3.65074156434275
"739",3.27562702295836
"740",1.1518470273586
"741",0.760981083658407
"742",2.29375345952576
"743",2.92064560198924
"744",1.65160581673263
"745",3.41076447512023
"746",3.3752996387193
"747",3.86243664252106
"748",3.62283099093474
"749",3.28412606904749
"750",2.57853898801841
"751",4.35993133578449
"752",4.66746787424199
"753",3.18478851113468
"754",4.67436184408143
"755",3.2317875593435
"756",3.62348291673698
"757",4.27083468821365
"758",3.82255057047587
"759",3.74865812773351
"760",2.17640499613481
"761",1.29088448375114
"762",1.811120819184
"763",2.98678278340958
"764",4.03625817853026
"765",3.19786813633982
"766",4.39890281995758
"767",4.23535966547206
"768",3.03870074276347
"769",1.52053917190642
"770",1.55439865920926
"771",1.8969245502376
"772",5.52135388716124
"773",2.92277400149032
"774",3.55744414264336
"775",2.30101104534697
"776",1.39508474603645
"777",2.10454909392865
"778",5.70707998122089
"779",4.35224610555451
"780",3.63048347935546
"781",3.00418432743754
"782",3.83957994927187
"783",2.95813824777724
"784",4.6601166104665
"785",5.2449649956543
"786",4.23484125349205
"787",5.54962498426903
"788",4.71343701065052
"789",6.46819462417625
"790",7.6918862760067
"791",7.6817384979222
"792",5.1572140364442
"793",1.77437304955674
"794",2.16794996958924
"795",2.66222195932642
"796",0.738988228476956
"797",5.64250512979925
"798",7.07665385561995
"799",4.85016389575321
"800",4.3119587644469
"801",5.57798739464488
"802",5.81272252020426
"803",2.22923154069576
"804",1.68847363966051
"805",1.80046481546015
"806",3.30216607835609
"807",0.847515002533328
"808",6.58435164950788
"809",7.69310718169436
"810",6.62507227389142
"811",6.05947534495499
"812",2.50554730882868
"813",1.77181045728503
"814",7.29084422346205
"815",6.76581912557594
"816",8.79913786775433
"817",15.4525536345318
"818",5.92328542552423
"819",5.40075670869555
"820",10.4360122350045
"821",7.87405588198453
"822",4.04931815864984
"823",9.85423030215316
"824",7.4233474151697
"825",6.97487048455514
"826",4.66368983325083
"827",10.212622146355
"828",9.35245989239775
"829",11.4196736831218
"830",9.20669044717215
"831",12.5432314234786
"832",15.0851104990579
"833",16.7482197866775
"834",9.11902025109157
"835",5.14374878548551
"836",7.46467921999283
"837",10.3513732028659
"838",9.38001976464875
"839",9.64543578447774
"840",4.30997206422035
"841",13.0728090880439
"842",12.6579936477356
"843",11.2175119284075
"844",12.2706536785699
"845",21.3252365938388
"846",2.71652061201166
"847",6.29001078777947
"848",11.1885565274861
"849",5.80011001147795
"850",4.62140087620355
"851",4.93160223413724
"852",5.89884220971726
"853",4.67111603938974
"854",3.35701224685181
"855",4.77570974908303
"856",7.47274025343359
"857",12.4309299280867
"858",7.49393875594251
"859",3.90187378798146
"860",13.2485743961297
"861",16.2546173669398
"862",13.7140421429649
"863",22.0137008000165
"864",26.2431247392669
"865",23.123474966269
"866",17.6071072928607
"867",14.4270888995379
"868",25.1519144512713
"869",28.0372332781553
"870",29.2985467240214
"871",32.5364526361227
"872",51.8709013704211
"873",40.0336692109704
"874",20.2547380467877
"875",6.2597326177638
"876",7.4594710895326
"877",12.3542879009619
"878",12.85208563786
"879",10.4947903309949
"880",38.5910243494436
"881",40.2730162022635
"882",22.1317081013694
"883",47.1231091069058
"884",30.071911169216
"885",19.8917885427363
"886",9.26688953768462
"887",16.4320867042989
"888",8.69619543664157
"889",30.3486129269004
"890",34.2505896696821
"891",33.0116745317355
"892",45.6531008239836
"893",54.9325777683407
"894",38.5400897357613
"895",70.4884005244821
"896",33.4046111674979
"897",50.0509340781718
"898",91.4695672690868
"899",96.4304257649928
"900",83.8132749777287
"901",88.1238607689738
"902",87.535340571776
"903",78.2761257141829
"904",81.5512030385435
"905",96.9824497587979
"906",102.712772786617
"907",93.1806105654687
"908",87.9730563610792
"909",36.7809494491667
"910",27.828203747049
"911",36.8810986401513
"912",24.6788666117936
"913",46.7490259325132
"914",57.3285098653287
"915",26.3826892478392
"916",46.639028005302
"917",63.4594238363206
"918",43.451355304569
"919",22.1592868911102
"920",23.1921483646147
"921",43.7275622971356
"922",25.967977126129
"923",39.653095882386
"924",55.0512981135398
"925",63.9495439827442
"926",74.1584168281406
"927",74.2585340049118
"928",72.9324936401099
"929",91.0827307961881
"930",111.696950625628
"931",75.0396691728383
"932",80.0934678409249
"933",76.1971808969975
"934",38.3236183552071
"935",77.4811895098537
"936",37.5617761164904
"937",30.2499567624182
"938",48.7894954858348
"939",92.3029670957476
"940",93.8565703108907
"941",64.6875821985304
"942",29.1361793642864
"943",18.471060320735
"944",22.2163071157411
"945",64.7580076474696
"946",83.2426187116653
"947",61.5420867688954
"948",45.5690227681771
"949",61.0064074862748
"950",83.8824897073209
"951",77.1269667893648
"952",79.1596714407206
"953",39.1104607842863
"954",11.4220936666243
"955",8.77810889505781
"956",28.5305985016748
"957",38.8001033570617
"958",51.7813896294683
"959",62.7521658316255
"960",73.444755980745
"961",57.3204190004617
"962",51.3390172272921
"963",45.512430369854
"964",45.3766930149868
"965",65.9845652990043
"966",75.73306793347
"967",75.3506261389703
"968",77.4533953517675
"969",84.6391310915351
"970",80.5676972959191
"971",47.7761350339279
"972",49.4989624712616
"973",68.1885576341301
"974",73.9791954401881
"975",25.076829479076
"976",42.6345970481634
"977",65.9754092339426
"978",76.8386875279248
"979",55.177096510306
"980",57.250983081758
"981",50.955539336428
"982",62.747485935688
"983",72.0768701285124
"984",53.2210106030107
"985",19.7633693460375
"986",6.36762997601181
"987",23.2457066886127
"988",37.6842974219471
"989",8.15130406408571
"990",8.98790967767127
"991",5.37175437784754
"992",11.6184230137151
"993",19.1375336726196
"994",23.500579118263
"995",14.1798896947876
"996",6.3188563217409
"997",2.76428272627527
"998",19.6775406948291
"999",10.5099039501511
"1000",20.3903648070991
"1001",19.9182308278978
"1002",26.8079282250255
"1003",24.1317233303562
"1004",29.5378064038232
"1005",25.8226733421907
"1006",4.66869059891906
"1007",8.57177510624751
"1008",5.96721074543893
"1009",10.2289093774743
"1010",8.88290087459609
"1011",13.2384622702375
"1012",21.0141995921731
"1013",23.7898144405335
"1014",22.2041562665254
"1015",17.5718276295811
"1016",11.6018294647802
"1017",30.607235385105
"1018",33.5831951815635
"1019",37.8500350052491
"1020",13.916906027589
"1021",6.98063522577286
"1022",6.44605024717748
"1023",3.06492802337743
"1024",7.55408764234744
"1025",10.2055280876812
"1026",4.91592109028716
"1027",9.92848945315927
"1028",6.99746597092599
"1029",12.2009070764761
"1030",6.17757686995901
"1031",3.23459353239741
"1032",4.79305563203525
"1033",2.94346536975354
"1034",2.76032151305117
"1035",2.91455708065769
"1036",4.82237555843312
"1037",4.80160233564675
"1038",3.82195139536634
"1039",4.21585209551267
"1040",2.94945821224246
"1041",1.15691245810012
"1042",2.20783877011854
"1043",3.10504547087476
"1044",7.23892953828909
"1045",4.41222473455127
"1046",0.931520662561525
"1047",0.207912557925738
"1048",2.63728379650274
"1049",3.2102208933793
"1050",3.04542027151911
"1051",3.17549965984654
"1052",3.63037215720396
"1053",1.7847451090347
"1054",3.83160695491824
"1055",3.63157996616792
"1056",3.49425936292391
"1057",2.84209399978863
"1058",2.66036295215599
"1059",5.23877097293735
"1060",3.23595813824795
"1061",2.01936727535212
"1062",3.43410792993382
"1063",2.52153840847313
"1064",3.23634958476759
"1065",2.57424835581332
"1066",1.27170314954128
"1067",0.661625517750508
"1068",2.47901280090446
"1069",3.5074343031738
"1070",2.56998991972068
"1071",2.5272127459175
"1072",2.27771088248119
"1073",1.75720106199151
"1074",1.49725046867388
"1075",2.00136855710298
"1076",2.61996028712019
"1077",1.94419499166543
"1078",1.80166680365801
"1079",1.65981564350659
"1080",1.70485946000554
"1081",2.67217055807123
"1082",2.89996769424761
"1083",1.54769331857096
"1084",1.019214050757
"1085",1.08306185211404
"1086",2.6048195650219
"1087",0.703341811458813
"1088",1.29420277517056
"1089",1.2567346857395
"1090",1.2788487765647
"1091",0.984552571026143
"1092",1.28340489027323
"1093",2.92819640890229
"1094",2.99125604215078
"1095",1.97789595404174
"1096",0.0789513251220342
"1097",2.12678642128594
"1098",2.34368981182342
"1099",1.53948476508958
"1100",2.08784549613483
"1101",1.33150761030265
"1102",1.50148716784315
"1103",2.26775573537452
"1104",2.55592767643975
"1105",2.29378147196257
"1106",3.62054342986085
"1107",2.92499735223828
"1108",3.62529062840622
"1109",3.24092434311751
"1110",4.5272729039425
"1111",2.65961498371325
"1112",5.47732233826537
"1113",5.59872351004742
"1114",4.69304650323465
"1115",3.65081832569558
"1116",5.74092482565902
"1117",3.40432561642956
"1118",4.31510379712563
"1119",5.3342981118476
"1120",3.6455829103943
"1121",6.26510227448307
"1122",4.98377594340127
"1123",1.59373703354504
"1124",0.592419746681117
"1125",0.304305785903125
"1126",2.34961280511925
"1127",1.87023997568758
"1128",2.44701441260986
"1129",3.07800910377409
"1130",2.73459463642212
"1131",1.96665023395326
"1132",0.839545191411162
"1133",2.00451740965946
"1134",2.68075655185385
"1135",1.70485909620766
"1136",2.16838361666305
"1137",4.11420915042982
"1138",3.76194147975184
"1139",3.18484271701891
"1140",4.57594760518987
"1141",5.13359082106035
"1142",2.15005693462444
"1143",2.95442750939401
"1144",2.36154410231393
"1145",3.59755831595976
"1146",0.786263353802497
"1147",3.53732721123379
"1148",2.04462194233201
"1149",3.06947222270537
"1150",6.5408785303589
"1151",3.89124761568382
"1152",2.42809182964265
"1153",7.74913205532357
"1154",8.14702507341281
"1155",7.87686731200665
"1156",9.33416449697688
"1157",8.6052757978905
"1158",11.9870397611521
"1159",11.8219417345244
"1160",9.6583811682649
"1161",6.65801635477692
"1162",2.19567373278551
"1163",6.39446734567173
"1164",3.60025151167065
"1165",4.34868888987694
"1166",3.07393565890379
"1167",4.68388316221535
"1168",6.85286213411018
"1169",6.76100898999721
"1170",7.283720333362
"1171",4.2633299017325
"1172",3.55181146005634
"1173",2.32595484703779
"1174",5.38024796696845
"1175",5.94084849581122
"1176",3.80316305381712
"1177",7.24348865333013
"1178",4.21754921262618
"1179",7.36284055165015
"1180",6.326111179078
"1181",2.71708540822146
"1182",2.15457293961663
"1183",3.34466894855723
"1184",6.62914535496384
"1185",7.82844072091393
"1186",7.99068948253989
"1187",3.6508085031528
"1188",6.75640549161471
"1189",10.53127925843
"1190",8.68317074491642
"1191",13.0358937894925
"1192",7.7075615990907
"1193",12.2424986329861
"1194",14.0858872327954
"1195",15.8567330799997
"1196",12.6097103930078
"1197",9.98043906292878
"1198",2.32136935665039
"1199",3.46588421962224
"1200",13.9457362820394
"1201",12.4857935588807
"1202",11.4341099106241
"1203",9.33438641368411
"1204",6.05930472374894
"1205",12.8449406474829
"1206",14.6671431139112
"1207",6.12680814811029
"1208",4.74966218462214
"1209",7.93979052104987
"1210",8.8291330030188
"1211",8.02081704023294
"1212",6.91847308189608
"1213",8.45194372232072
"1214",8.34795719129033
"1215",6.54589530313388
"1216",10.6404353573453
"1217",3.70752495655324
"1218",12.0216587674804
"1219",11.4584407128859
"1220",18.6591845704243
"1221",11.7033072456252
"1222",13.4005895233713
"1223",9.49812165345065
"1224",5.90591043874156
"1225",5.57621897314675
"1226",5.02159855386708
"1227",5.88913899264298
"1228",13.2668617879972
"1229",11.2354864540976
"1230",8.05460222181864
"1231",8.7597691162955
"1232",3.32769450324122
"1233",14.1579614137299
"1234",14.2812234116718
"1235",7.43846539990045
"1236",5.87095200899057
"1237",9.59352400968783
"1238",9.90818807622418
"1239",14.7141734487377
"1240",8.69668656378053
"1241",13.0996850202791
"1242",14.735154400114
"1243",15.769008314237
"1244",10.4098828160204
"1245",11.1385401396547
"1246",11.988497863058
"1247",22.0530724618584
"1248",17.5185850821435
"1249",18.9826823771
"1250",24.4193332036957
"1251",29.0105032036081
"1252",23.0115998419933
