"","deg4_etp_proj"
"189",13.3251974046874
"190",9.48175622559624
"191",5.79156860442441
"192",4.11500369013074
"193",4.68669990726091
"194",6.13112746846552
"195",7.45158636341745
"196",7.80484078532476
"197",8.88682822628632
"198",7.90105372241678
"199",9.67693270580774
"200",11.2026249314543
"201",11.1661874464782
"202",11.6615953452822
"203",12.0408443758483
"204",11.1903125775725
"205",8.74978301041748
"206",7.83544362231623
"207",8.37232850483916
"208",6.65555674274004
"209",7.69641238447555
"210",9.05813677857486
"211",8.64873243158361
"212",6.03073297303032
"213",6.43579606722212
"214",6.22554796823102
"215",8.48354725679419
"216",9.71724827003516
"217",10.7079881656524
"218",10.9761503709963
"219",11.2070282217529
"220",9.30293433436259
"221",7.61158970372793
"222",6.37490854232951
"223",5.50350943757336
"224",7.28180851629809
"225",8.13879023772883
"226",7.825441077565
"227",8.32416302711203
"228",6.77885078596322
"229",6.8683562360497
"230",5.85261349384615
"231",8.37671464033328
"232",9.4164948822574
"233",8.4192070640842
"234",8.08911367158699
"235",8.43802902850834
"236",7.39105393726335
"237",6.3464993287657
"238",5.38870532666319
"239",4.59452455485941
"240",4.41882780367325
"241",4.57882594619087
"242",5.63803152652618
"243",5.95257819860413
"244",4.76204183920758
"245",6.20540558400005
"246",7.06272498526794
"247",6.01928531525482
"248",6.83665082283551
"249",6.88787318944082
"250",6.92307087408959
"251",6.13472086718424
"252",7.50195768133616
"253",6.97944460510719
"254",7.16450930654034
"255",7.09195851208103
"256",6.30856968765363
"257",5.76987300836194
"258",4.2508586914405
"259",3.73980152846119
"260",5.39327150755519
"261",5.59374877193657
"262",3.7697406880499
"263",5.23061445601756
"264",4.99569918514074
"265",5.89147033573798
"266",6.18867869496261
"267",6.41139372791822
"268",6.13501315047665
"269",5.4690244971993
"270",2.93047520596344
"271",2.68786947423431
"272",5.05657940534159
"273",5.25386607974306
"274",5.72819629798566
"275",5.80902502138238
"276",5.44426662451947
"277",4.52296620937651
"278",4.75311028944162
"279",4.34908120344065
"280",4.61060660534381
"281",3.68488145091235
"282",4.8632311273548
"283",5.18209439350535
"284",5.06615068267939
"285",5.55899580341173
"286",5.66394909875206
"287",5.29340857358428
"288",5.27534940590281
"289",4.90787877969481
"290",5.72972117286796
"291",6.34362438488047
"292",4.88114063960664
"293",5.84236330070452
"294",4.94525903199489
"295",2.87569833918472
"296",4.7581430150219
"297",3.9559432631107
"298",4.31418413644366
"299",4.41852794862769
"300",4.00759218881959
"301",3.03219354176466
"302",2.45324349098115
"303",5.45976073426133
"304",4.07134386054747
"305",1.94219405279365
"306",3.41445008588288
"307",3.00111883092462
"308",3.47615369153285
"309",4.33938716668751
"310",3.39872130081862
"311",2.84915836445177
"312",3.99695238657466
"313",3.98109732779824
"314",3.12351254406773
"315",2.99407871385295
"316",2.74376822275336
"317",2.23524390392395
"318",2.83079297765859
"319",2.98556095633776
"320",3.43065404181188
"321",3.51012508122733
"322",3.22048251794502
"323",2.29848730728033
"324",2.02728869919982
"325",2.04187042574415
"326",2.1337378311839
"327",1.95319832780995
"328",1.91839823093952
"329",2.56962363320161
"330",2.65750273813804
"331",1.71644453248752
"332",1.36368745030236
"333",1.74489437558302
"334",1.6007077364182
"335",0.975463942554294
"336",2.10150789323316
"337",1.66177626668576
"338",1.89825967060263
"339",2.44575735742733
"340",2.40670451773137
"341",2.39205312070776
"342",2.19064405918354
"343",2.36218625188746
"344",2.54960040333695
"345",3.02664618601157
"346",2.49781230212219
"347",1.94059710536636
"348",1.83525244553985
"349",1.67813497612736
"350",3.70009584948392
"351",2.18924181929029
"352",2.42493367759097
"353",1.85010620354054
"354",1.1614127589417
"355",0.933055472787309
"356",0.367686084461223
"357",1.41592816825608
"358",2.10014774725682
"359",2.37631999716209
"360",2.4326813282836
"361",2.22391689704001
"362",1.95753580262744
"363",2.19597394231302
"364",1.71792990743326
"365",1.63588020599441
"366",1.09106809541261
"367",1.71778461968247
"368",2.16558551747513
"369",2.48647156782978
"370",3.22087944462611
"371",3.36846208406819
"372",3.61652940500206
"373",2.44801673403493
"374",0.833742524807652
"375",0.415968317403401
"376",1.60243555731057
"377",1.34333879494591
"378",1.23519768713065
"379",1.19619875778387
"380",1.28482125531652
"381",0.677434723663203
"382",1.98929222289259
"383",1.88938585921862
"384",1.81094264348086
"385",1.38059890990906
"386",1.93030560408168
"387",2.29527528358646
"388",2.79347781936766
"389",2.92171933235461
"390",2.36876695514096
"391",2.4914523925385
"392",2.5948632924852
"393",2.43050700252285
"394",3.11591675426857
"395",2.36687357804198
"396",2.78476834326931
"397",3.30264692518998
"398",2.49461440427641
"399",3.23841772624166
"400",1.84414400868829
"401",3.38288968140913
"402",2.78195208746273
"403",1.19758395915046
"404",0.232751483826526
"405",1.43730271965507
"406",0.955913091543175
"407",0.814515822030242
"408",2.31038161445579
"409",2.4900277250879
"410",1.40094579619149
"411",2.06330638689767
"412",3.44238088811772
"413",3.33775025579373
"414",4.49974020776327
"415",4.19995206296818
"416",2.38193522042338
"417",1.61489791300936
"418",3.39710517426274
"419",3.13233927375422
"420",3.62838143539683
"421",2.85925375377755
"422",2.10545293468246
"423",1.39516336720345
"424",3.2762687444891
"425",3.0016685974113
"426",2.81776163602078
"427",3.29679894867482
"428",4.1856253786134
"429",3.70767097071596
"430",4.81494194065669
"431",4.56334531644753
"432",4.46430445330528
"433",2.65467622485817
"434",4.47579279925565
"435",4.79575005725039
"436",4.85989646921775
"437",3.36463112464045
"438",4.07053485168787
"439",6.19761251795025
"440",4.28452650192021
"441",3.28381442077699
"442",4.67265369698555
"443",3.80480803275067
"444",4.66277100763393
"445",4.82103168637776
"446",6.37519462643346
"447",6.84509409446683
"448",5.60660515623498
"449",6.0087423789555
"450",6.58859659677923
"451",5.58180247286743
"452",6.62311933641027
"453",7.14123587676124
"454",6.33653678891467
"455",6.61188929593895
"456",6.2098347592192
"457",5.04597278969523
"458",5.79561675054648
"459",4.56830645399509
"460",3.7440248061407
"461",7.59724752182812
"462",6.44687371455811
"463",5.07884854172395
"464",2.30028049183009
"465",2.75609859167081
"466",5.40744935301992
"467",3.65965856658995
"468",5.10931907014714
"469",4.11290261068217
"470",5.69288526582476
"471",6.52062220965659
"472",3.70823210186665
"473",6.02209465631645
"474",6.87958142607412
"475",6.25746652469568
"476",7.23635580987132
"477",5.7908020252405
"478",6.59470390190692
"479",6.05069453057684
"480",2.59931367844215
"481",2.11661833851242
"482",1.85568005466305
"483",4.72035789027534
"484",6.45146810394111
"485",7.11917569018637
"486",7.22402026776201
"487",6.71685220801522
"488",8.14871076937121
"489",7.084010764226
"490",7.11309483103554
"491",7.60989798056242
"492",6.80197039229025
"493",6.91118724270586
"494",6.97211924257557
"495",8.11513632121654
"496",6.76861046840017
"497",7.36117814684087
"498",5.30788343719161
"499",7.66390217750054
"500",6.7798094905476
"501",6.88747809582424
"502",7.77022020164216
"503",8.35116367672091
"504",8.98896854385492
"505",4.65844036414386
"506",5.42574269798718
"507",4.35557860258771
"508",5.43332605062226
"509",7.13578224928714
"510",6.82498514524824
"511",6.60795922114594
"512",7.86176562843913
"513",8.11922891467176
"514",7.53789467936638
"515",7.45655530181129
"516",6.33192803692087
"517",7.7748687915938
"518",7.75381937640145
"519",6.85963412517514
"520",6.26311831202474
"521",6.52164571927368
"522",7.97010672426899
"523",8.00195370963523
"524",8.00257987558646
"525",5.14438144942418
"526",5.75706331831989
"527",6.06940384913397
"528",7.53645712056953
"529",8.58939508217161
"530",8.48141729932301
"531",8.5170706384111
"532",8.28965298116515
"533",8.05914226591545
"534",7.93817139574453
"535",8.84020083495646
"536",9.77718190469058
"537",10.1550607623555
"538",10.0580737336311
"539",6.40843569180198
"540",7.00972278738095
"541",9.66779591868391
"542",8.77688794490812
"543",7.04980629258415
"544",8.86852146193664
"545",7.91768939088797
"546",8.59514841903181
"547",10.047790666266
"548",10.6083133451398
"549",9.88694079697337
"550",9.95212172200461
"551",9.09302748679931
"552",7.63269562048843
"553",7.36345452722
"554",8.84001231295271
"555",9.93835633341798
"556",9.46961395127302
"557",7.53408560908779
"558",8.3202064766974
"559",10.44151309014
"560",10.8699359890824
"561",10.062850649529
"562",9.15274614915338
"563",10.3520122441017
"564",8.90415373708719
"565",7.46594415306125
"566",7.96223172459774
"567",8.58561930957791
"568",9.14734845958294
"569",7.40892181191363
"570",9.76627460907984
"571",10.5662731706606
"572",10.6828749856328
"573",10.4266616286496
"574",10.6392481906241
"575",9.53238905065428
"576",7.61399278194172
"577",9.36203298920386
"578",9.21462112784502
"579",9.54809109159001
"580",9.88684237831744
"581",8.7711627242999
"582",8.81696982639066
"583",10.2143432568661
"584",6.00109944731733
"585",3.89735686723833
"586",4.80069886138778
"587",8.38159158597715
"588",6.47622469412867
"589",6.85268707830965
"590",6.86243196453232
"591",7.00974106673963
"592",8.72690123047128
"593",11.0665179432634
"594",11.1722266532619
"595",8.60859775966332
"596",7.41577302609329
"597",6.82111932075134
"598",8.50927405427196
"599",7.09577422386415
"600",6.8456282577029
"601",7.23058872948218
"602",7.89508868077789
"603",8.24673936168022
"604",8.24549859818962
"605",8.46120980786114
"606",9.00612174341869
"607",9.03916227594694
"608",9.41815238843103
"609",8.69923401088166
"610",8.88900344602528
"611",8.86080012068564
"612",7.52123410419998
"613",5.19553215916694
"614",6.13134186600484
"615",8.80073299068659
"616",9.28127718949116
"617",8.8342256517276
"618",7.54410169753936
"619",7.97309555435829
"620",8.07559919715537
"621",8.63781873109164
"622",8.6159022261883
"623",7.24862296857158
"624",8.9289024102927
"625",10.2864087451893
"626",8.41444878544612
"627",9.58121636551287
"628",10.3238474587309
"629",7.13233906429629
"630",5.94693750110857
"631",3.88454895699397
"632",3.80959078658913
"633",3.40402974107843
"634",5.81789447496829
"635",5.28963067371939
"636",7.06503668937808
"637",7.14482436513738
"638",6.79330286407631
"639",6.54923778928455
"640",7.07081260369303
"641",7.50966577884744
"642",8.26114376530735
"643",7.55879646778843
"644",6.88299354510296
"645",5.79593579521774
"646",5.45169395376227
"647",4.0819792245187
"648",5.23444214220594
"649",4.49027033191328
"650",3.71184671367231
"651",4.17860253771514
"652",5.56531362076715
"653",4.725167508499
"654",4.67565032240056
"655",4.57388631261513
"656",3.97588955958871
"657",4.55868480477906
"658",4.15575353224635
"659",3.85601827815503
"660",2.81454173096076
"661",3.66186021618656
"662",1.96963210724564
"663",3.12652428214292
"664",2.92436496258193
"665",4.67270956694344
"666",3.18433589140143
"667",3.72260680910987
"668",3.10887276505233
"669",3.10142468471104
"670",3.83416627857837
"671",4.98462856755366
"672",5.34996560719554
"673",4.80185972384097
"674",3.89837032610035
"675",4.16964239150781
"676",2.90251778716467
"677",2.65005500881141
"678",2.89610022242593
"679",1.25405284052824
"680",2.58291634013531
"681",2.40476142358032
"682",1.52960307415529
"683",0.837945639133887
"684",2.2069632988998
"685",3.12178925686964
"686",1.97499000066554
"687",2.52498063907914
"688",1.86909396155165
"689",2.2456762321413
"690",2.11724005419478
"691",2.26374546860497
"692",2.06818994499522
"693",2.55565834496829
"694",2.78458772635268
"695",2.58902565480489
"696",2.98616488106882
"697",2.04896198240839
"698",1.89575425344092
"699",2.27553652274156
"700",2.61670046282737
"701",2.16874891827544
"702",0.987794575581282
"703",2.26048463098899
"704",2.48101739646949
"705",2.10183773016292
"706",1.63013738550154
"707",1.21122307621983
"708",0.977003454429153
"709",2.21028560673801
"710",2.12922486268274
"711",1.00965663970069
"712",1.53659791545368
"713",1.11589786392205
"714",1.40556859217251
"715",1.99039780618199
"716",2.18296618808785
"717",1.97631080640587
"718",2.2111051752531
"719",2.01082950328257
"720",0.999848634096216
"721",1.06684495765647
"722",1.02332018800277
"723",0.412869146451236
"724",0.423543821661704
"725",0.643272167215872
"726",0.623501704854295
"727",0.775839770502371
"728",0.962202656690756
"729",2.14012194616737
"730",2.04466025769081
"731",2.05199797850057
"732",2.44488213131244
"733",2.14676674288524
"734",1.67792708843545
"735",1.47817525687972
"736",1.49776220487134
"737",1.62139617259049
"738",1.86797320014901
"739",0.922754980901107
"740",0.452942456367762
"741",0.801198244204078
"742",0.823398053911975
"743",0.983804652119561
"744",1.64563489237076
"745",0.778321312739637
"746",1.36876642194857
"747",1.78785238459009
"748",2.04481235561522
"749",2.55144035981869
"750",2.06581862730286
"751",1.96594772854497
"752",2.15235558663384
"753",1.88164162365605
"754",0.95103991162578
"755",1.81491059003136
"756",2.02182560882145
"757",2.46882193271835
"758",2.40010755459051
"759",2.61967475422303
"760",2.36458378499568
"761",2.3437768370603
"762",1.57518128653186
"763",2.32518095025192
"764",2.19814792651901
"765",2.24516261105331
"766",1.76129782927051
"767",1.81948395501707
"768",1.43277307205121
"769",1.60862963506377
"770",2.41367682972118
"771",2.50182350211343
"772",2.68751314796298
"773",3.83040621685206
"774",2.51154058146997
"775",2.86299627472037
"776",2.80594888062308
"777",2.15109168636946
"778",1.41627749570151
"779",3.44705792316839
"780",2.33770463262494
"781",2.13077428147059
"782",3.17385517712036
"783",2.40704915905661
"784",2.6072309766393
"785",3.30728545191951
"786",3.80663845545532
"787",5.00227018707382
"788",4.75340751868193
"789",3.52404791293781
"790",4.52690783285616
"791",4.69278081787037
"792",3.98660251740826
"793",3.65582853615073
"794",3.26503306160498
"795",3.2575771134743
"796",2.5679189016666
"797",1.36027673930814
"798",2.70263152209076
"799",3.7305707865981
"800",2.76627531990173
"801",3.12979075507233
"802",3.26516209946324
"803",3.64882968146206
"804",2.26752651006308
"805",1.34476298641363
"806",1.55959864313196
"807",2.07310896615565
"808",2.44924179369937
"809",2.44071581373336
"810",4.28237887587467
"811",3.58580422470056
"812",4.7227667021798
"813",4.55403918246372
"814",4.69866760787103
"815",5.45386796444511
"816",6.07715533661259
"817",6.77083416053318
"818",6.86426022869713
"819",6.16092411525364
"820",5.27055369933742
"821",6.10161791487549
"822",5.42748689945703
"823",7.04051979062695
"824",6.21178351577394
"825",4.7111070548223
"826",5.43481959838256
"827",5.66063724940551
"828",6.98992158609649
"829",5.82331076372748
"830",6.27709510192537
"831",5.71815699687404
"832",7.50176730854681
"833",7.14289647721065
"834",7.77895573479828
"835",7.51419689783641
"836",6.65627729115551
"837",5.93091105892794
"838",4.91590296332997
"839",6.33473579663701
"840",6.3946172201605
"841",2.91104073160391
"842",6.31699806355216
"843",6.99902225045213
"844",6.9722754862641
"845",8.29002727779305
"846",9.14885669903123
"847",3.68565847162272
"848",3.58107800843815
"849",3.19136067732801
"850",3.60588763875565
"851",6.28803360165437
"852",6.43510098014712
"853",5.83171218304958
"854",7.25310675992578
"855",7.72605553533638
"856",6.67412709799271
"857",6.91045330383924
"858",7.37331021726852
"859",7.47510431968876
"860",6.3263236321331
"861",6.88530649155044
"862",8.20999002918446
"863",8.14963741302253
"864",7.73506219968355
"865",7.76314661041945
"866",9.88337173482495
"867",8.83889404719877
"868",8.47352090777964
"869",9.14817183881202
"870",9.20531257065617
"871",8.58640653120618
"872",8.91911988018762
"873",8.11189441077223
"874",8.79913611356945
"875",8.3184073688828
"876",7.49562640087305
"877",7.89348959977782
"878",8.34975932860161
"879",8.85700300130127
"880",9.79186944044489
"881",11.0366744106681
"882",11.1130776407634
"883",10.2399040093965
"884",11.7014726346127
"885",10.5818398992925
"886",7.59639196482212
"887",8.76510899603643
"888",7.64960227882217
"889",7.69662884744042
"890",8.5767855943859
"891",8.65424099302276
"892",8.0520841919531
"893",10.7516680487696
"894",10.7774583710601
"895",10.8275009965826
"896",11.8146544988986
"897",9.95673471681966
"898",10.8477298325196
"899",11.7189481438391
"900",12.4511175516728
"901",10.9862678492428
"902",12.4646243507755
"903",10.4324947754884
"904",12.1340863231281
"905",13.1182365491354
"906",13.714735911932
"907",14.0027363200752
"908",13.6820933083917
"909",13.1149756869295
"910",13.1136961106324
"911",13.1129427543003
"912",11.6386052068599
"913",10.6195713428516
"914",11.9102925728046
"915",13.1049663530243
"916",11.8024924012867
"917",9.91924006399917
"918",11.7880269312803
"919",11.5633812272622
"920",11.2017243219838
"921",12.3495366290793
"922",12.7667850757731
"923",11.7498241202147
"924",12.1871774605429
"925",11.5363623185
"926",11.2527205548214
"927",11.692484024103
"928",11.790789516642
"929",11.8426686562752
"930",12.4253118558367
"931",13.5002924935133
"932",13.5230699568803
"933",13.6773730321431
"934",13.4789310048944
"935",13.2745045349002
"936",12.965080945994
"937",13.8446734962456
"938",14.3554273155736
"939",12.2444980168186
"940",12.5977560139641
"941",14.0674911472532
"942",14.0893203152551
"943",12.2290655951947
"944",12.3191536704889
"945",11.9145797303429
"946",10.966754904378
"947",8.22978589918326
"948",8.05597820114574
"949",7.51903656925316
"950",8.79204780159426
"951",8.81650695078259
"952",11.4835024213901
"953",10.4443018266954
"954",8.17303822180371
"955",7.79038187942987
"956",6.80137572731869
"957",7.81289637707933
"958",9.23337852659263
"959",10.2649527526731
"960",11.2116270811975
"961",10.5291065379724
"962",10.2859410680486
"963",10.3885250644717
"964",10.9606821451819
"965",10.7842683919453
"966",11.1046784445126
"967",10.9290269708583
"968",10.5970555206094
"969",10.9302189301837
"970",11.6739491003991
"971",9.06912441717254
"972",10.516485557604
"973",9.88259506197129
"974",10.2440232720088
"975",10.3943214972538
"976",9.72185225948047
"977",11.0631916967025
"978",11.2420833555652
"979",10.8341638406992
"980",11.7334273701281
"981",10.6784946162392
"982",10.3771265827717
"983",10.6338501825561
"984",10.334673313355
"985",7.35691029678478
"986",4.07940668735458
"987",3.66553996545895
"988",6.32719834153645
"989",5.69702922600468
"990",4.696100284247
"991",5.34602852733978
"992",6.6681917896408
"993",8.35069467023555
"994",8.48472002664089
"995",7.8583208977354
"996",5.44238882887833
"997",5.13543314294369
"998",7.37768698967045
"999",8.73471866033247
"1000",8.55749185306428
"1001",7.55639750972572
"1002",7.32289550698687
"1003",7.53591129132352
"1004",7.04011404132514
"1005",5.22941027088005
"1006",4.2889867372075
"1007",5.42783100422677
"1008",5.4812170409545
"1009",4.90571924172957
"1010",6.3322343475697
"1011",5.42324778165907
"1012",5.16479045833047
"1013",5.32960356953575
"1014",5.28623812897116
"1015",4.97181680269128
"1016",4.64695546527416
"1017",4.92747862771545
"1018",5.87972175685799
"1019",6.21495844076537
"1020",6.40614985473264
"1021",4.7761010560667
"1022",4.79022175856193
"1023",3.94181778417386
"1024",1.96278567630747
"1025",4.31951816662654
"1026",3.94699930518407
"1027",2.63879327438405
"1028",4.4472958660788
"1029",4.27517549950453
"1030",4.26921539894667
"1031",4.23249675276262
"1032",4.22976672764793
"1033",4.26202605209776
"1034",3.40845870275056
"1035",2.58255459047656
"1036",2.11755873773241
"1037",3.23492340366414
"1038",2.97121553605474
"1039",2.97054223490614
"1040",3.22790864818258
"1041",2.64889826204478
"1042",2.69001814847191
"1043",2.26823271777809
"1044",2.91699106035715
"1045",4.94106676704595
"1046",3.29368836426372
"1047",2.6949952469372
"1048",1.68696143814969
"1049",2.35088132254932
"1050",2.53690811335733
"1051",2.66635212518726
"1052",2.52639506310641
"1053",2.6514694435453
"1054",2.29383764783002
"1055",3.39460591906337
"1056",3.1420647147353
"1057",3.19494756358122
"1058",2.45904975040402
"1059",2.35516519614486
"1060",2.97988550510814
"1061",2.65914721833829
"1062",2.4606089828224
"1063",2.43683729617956
"1064",2.84499117244235
"1065",3.61467501468221
"1066",2.31406434271614
"1067",2.06065293534279
"1068",2.4501171220131
"1069",3.00538956891543
"1070",2.30077843076045
"1071",2.32709435255836
"1072",1.19042446559912
"1073",1.85934170187335
"1074",1.87761701777174
"1075",2.14107458290779
"1076",1.72143176572241
"1077",1.82586067124201
"1078",1.9962247155025
"1079",1.63268611474363
"1080",1.83101663324775
"1081",1.94556831899149
"1082",2.27675640124518
"1083",1.58261754326695
"1084",2.05408344565059
"1085",2.08577407910316
"1086",1.97901338190422
"1087",2.21895011183288
"1088",1.46830703554686
"1089",1.47749257396927
"1090",1.40386275171109
"1091",1.59942362187998
"1092",1.1557644814329
"1093",1.63893074785894
"1094",2.11081274729166
"1095",2.36909395474423
"1096",1.83390280589285
"1097",1.57984475156344
"1098",3.21428210793328
"1099",3.16362273844856
"1100",1.26530061355349
"1101",1.50186213976822
"1102",1.42034211939159
"1103",1.16143353041008
"1104",1.76660726534442
"1105",1.84860748012355
"1106",1.01665201137955
"1107",2.01715327481023
"1108",1.51420825760237
"1109",2.33161329671261
"1110",1.96010492695603
"1111",2.52184752057368
"1112",1.9380451466206
"1113",2.36024973563217
"1114",2.88635234856535
"1115",3.21097722973238
"1116",2.61662972857888
"1117",2.8897108926537
"1118",1.8024189512581
"1119",2.40365722330925
"1120",2.18729470210347
"1121",1.28054039403678
"1122",0.947134206120991
"1123",0.914910697222998
"1124",2.51581137061171
"1125",1.29178984141995
"1126",1.24490425457627
"1127",2.02358376459911
"1128",2.20699506914355
"1129",2.559821852252
"1130",3.35666719904992
"1131",3.29759846092022
"1132",4.05175386778838
"1133",2.17265422354031
"1134",3.42900506034565
"1135",3.32424290979857
"1136",2.49678600698952
"1137",3.4240996920217
"1138",4.26759314435472
"1139",4.25244183672799
"1140",3.29269162810948
"1141",4.43080134512239
"1142",4.87708978355973
"1143",3.89738168926214
"1144",3.81144226297055
"1145",5.13312364982087
"1146",3.31326188355547
"1147",3.54061162491138
"1148",3.30154487620903
"1149",3.72592857051486
"1150",4.37155902610889
"1151",4.7921824828755
"1152",3.87337640492622
"1153",4.29304833075281
"1154",5.89135381302014
"1155",5.00004012854971
"1156",4.60685181888681
"1157",5.64746830536104
"1158",4.3806643041566
"1159",6.0238873723709
"1160",5.23427912542621
"1161",4.55845516748054
"1162",2.97218931886478
"1163",2.03232625756272
"1164",4.15070414658813
"1165",3.87782863247906
"1166",3.54502637745894
"1167",2.14014421419505
"1168",1.55470869689317
"1169",4.19371068379684
"1170",3.115844858142
"1171",3.61736882001594
"1172",3.01706085050979
"1173",3.04157753900717
"1174",3.74037623940967
"1175",4.28720451933964
"1176",4.42363244575343
"1177",5.6696938224544
"1178",4.71758168685195
"1179",3.77297653199244
"1180",5.27181857780346
"1181",5.24542817561352
"1182",2.61654362759702
"1183",3.04110261114073
"1184",3.96918416563831
"1185",4.15743107308007
"1186",5.67719202360173
"1187",5.77190819001264
"1188",5.32160300802278
"1189",5.7574415593868
"1190",5.80426799140148
"1191",7.98836417928594
"1192",6.19992036388765
"1193",5.61717314401535
"1194",7.97542149146062
"1195",6.46180620348802
"1196",7.45038283996307
"1197",6.07354192100796
"1198",6.56447716016807
"1199",4.24530650877263
"1200",5.06464657814416
"1201",8.0800791034176
"1202",6.51852142012874
"1203",6.39763727740393
"1204",6.47771757613867
"1205",6.55362672824988
"1206",7.62440816038231
"1207",7.7734278162286
"1208",7.29661691678188
"1209",5.58198101705883
"1210",3.82166169901137
"1211",3.44714371721119
"1212",4.44019129363544
"1213",6.56834397454355
"1214",6.58782140424556
"1215",6.1829532456723
"1216",6.14619222810179
"1217",6.27286605024171
"1218",5.87553949772763
"1219",6.81766306086196
"1220",7.64594833248936
"1221",7.12839769880951
"1222",7.31264905760268
"1223",8.20123489848845
"1224",8.00590908757582
"1225",8.3246034520957
"1226",8.23941867527219
"1227",6.76953538624932
"1228",7.76618771232452
"1229",7.34177265161746
"1230",8.34602017068005
"1231",8.59106672545507
"1232",8.69113997335152
"1233",7.99018985447531
"1234",7.74064780015518
"1235",7.52124682308123
"1236",8.36213226980576
"1237",7.91327865119487
"1238",7.99871403882302
"1239",7.87147001887062
"1240",7.72831292916736
"1241",5.43685727968329
"1242",6.90979514193842
"1243",5.30993731742521
"1244",5.28851850148877
"1245",6.30177675867001
"1246",8.19014927905691
"1247",6.70899126846933
"1248",8.71677960747174
