"","deg4_prec_proj"
"1",9.0425420778769
"2",1.68084490740741
"3",0.0198688271604938
"4",0.0144234888347579
"5",0.0252044409697438
"6",0.0552755316926373
"7",0.00666214466036763
"8",0
"9",0.00381808663591926
"10",0.000289351851851852
"11",0.0162506140308616
"12",0.00417888164520264
"13",0.00149393081665039
"14",0.00586628913879395
"15",0.00749397351418012
"16",0.214254991599807
"17",4.50176624751385
"18",4.47997381363386
"19",0.00148309307333864
"20",0.00376576056450973
"21",0.00327932098765432
"22",0.00933173549200558
"23",0.640085326300727
"24",0.00528645736199838
"25",0.0029391603872042
"26",0.00231879360881853
"27",0.00525434232420391
"28",0.0442455175482197
"29",0.00807838822588509
"30",0.0100618298222989
"31",0.0485749952557977
"32",1.89411878365057
"33",0.534472954907903
"34",0.160726409083531
"35",0.0222747766493279
"36",0.0422380368374748
"37",0.0714885418153839
"38",0.00999429564417144
"39",0.018468526131646
"40",0.00804191827774048
"41",0
"42",0.0101111789699644
"43",0
"44",0.000189498066902161
"45",0.00543856620788574
"46",0.015721450617284
"47",0.00956270471215248
"48",0.00633078813552856
"49",0.00826793164014816
"50",0.00814786663761845
"51",0.00621151924133301
"52",0.00105424225330353
"53",0.00473124533891678
"54",0.000590745359659195
"55",0.00569699980594494
"56",0.310198920005702
"57",0.155787890340075
"58",0.108444861423822
"59",0.0120205452412735
"60",0.0361015530659553
"61",0.0182994105565695
"62",0.0121124622262554
"63",0.000289351851851852
"64",0.0408759368698538
"65",0.021730627996824
"66",0.00605873929129707
"67",0.00927133959384612
"68",0.00686142179701063
"69",0.0114005864770324
"70",0.00267636775970459
"71",0.00562556833028793
"72",0.0016855001449585
"73",0.0503194257157084
"74",0.208353191982081
"75",0.5170431777283
"76",0.298843931268763
"77",5.05461852002981
"78",5.84308580359743
"79",0.0148790340732645
"80",0.000531163066625595
"81",0.00554549694061279
"82",0.0144359329600393
"83",1.35461641608933
"84",2.22919681870643
"85",0.0400187471582566
"86",0.892843364197531
"87",23.9685605631014
"88",7.81363396199397
"89",0.405595757619098
"90",1.07162403214987
"91",0.128847265041169
"92",0
"93",0.0166378872078142
"94",0.0304783950617284
"95",5.18248456790123
"96",0.38107035631015
"97",0.0277091801902394
"98",0.00202546296296296
"99",0.00163184787020271
"100",0.0136251420150568
"101",0.011248810791675
"102",1.78732957442602
"103",3.13292571818629
"104",0.668807547033569
"105",0.154947909308069
"106",0.0100355074729448
"107",0.00066530704498291
"108",0
"109",0.00739037990570068
"110",0.002555078415798
"111",0.00474633478824003
"112",3.1626257366518
"113",26.0735543671949
"114",1.05014380923024
"115",0.00676534883677959
"116",0.0139014272042263
"117",0.0145303849820737
"118",0.002544105052948
"119",0.551118827160494
"120",0.200637494573186
"121",0.0114865406059924
"122",0.00884375045144999
"123",0.00457598268985748
"124",0.00336951017379761
"125",0.0131743550300598
"126",0.483579630200696
"127",0.316688649448348
"128",0.169656635802469
"129",0.0387357318842853
"130",0.517718814773324
"131",1.76522260168452
"132",2.34194902431818
"133",0.727430555555556
"134",11.948586018733
"135",0.694804354214374
"136",0.0163182674642698
"137",0.00118625164031982
"138",0.000901877880096436
"139",0
"140",0.00506138801574707
"141",0.0952934600688793
"142",0.137584898206923
"143",3.44897762345679
"144",0.03387662584399
"145",0.16000816491605
"146",2.73403502761582
"147",6.69491171984025
"148",6.1922072738777
"149",0.0045519103238612
"150",0.00647504235054424
"151",2.97994977456552
"152",6.02334104938272
"153",41.7306620456554
"154",0.390648054487911
"155",0.724763520705847
"156",4.98022762345679
"157",0.6177872809363
"158",9.53112029514195
"159",8.83326130516735
"160",0.0357882902946001
"161",0.0507105441741001
"162",1.00618575297204
"163",0.316265816443864
"164",3.25547724299961
"165",1.52593937700177
"166",1.33998111515869
"167",9.40913402887038
"168",1.7956584294637
"169",3.47271775610653
"170",0.31638982542503
"171",4.56920525174082
"172",0.0875263440733155
"173",0.00241756439208984
"174",0.00225009005746724
"175",0.0353973765432099
"176",0.997216964209521
"177",1.40131906226829
"178",1.28171943735193
"179",0.215571216595026
"180",0.00833213034971261
"181",0.00637900829315186
"182",0.302429247049638
"183",0.713857114315033
"184",0.0210632269765124
"185",1.67289942429389
"186",0.391912330815821
"187",0.0179050840253447
"188",0.0949790282117456
"189",1.24492199406212
"190",2.94689697247964
"191",23.7920524691358
"192",11.9029127926002
"193",14.1512345679012
"194",5.43190586419753
"195",2.34780092592593
"196",12.5525344602856
"197",0.0671764428232923
"198",0.741260833946275
"199",0
"200",0.00226974487304688
"201",0.0249684946036633
"202",0.0130617287423876
"203",0.0272735548608097
"204",0.319155092592593
"205",6.03086419753086
"206",12.1923225308642
"207",2.53625484013263
"208",8.30402041438185
"209",4.70881396872394
"210",0.190494623449114
"211",2.13850308641975
"212",20.7069981863469
"213",6.84741512345679
"214",11.3890817901235
"215",0.50462962962963
"216",18.7384259259259
"217",1.5240162037037
"218",0.358835127618578
"219",0.0602228177918328
"220",0.228956396932955
"221",4.68084582134529
"222",9.25326562957999
"223",16.5818702379862
"224",7.14764803004118
"225",2.12635030864198
"226",0.203218229758887
"227",0.0731095679012346
"228",0.536265432098765
"229",3.95381055569943
"230",9.42013888888889
"231",0.396990740740741
"232",0.044945987654321
"233",0.547444334736577
"234",0.545062461612102
"235",1.27430555555556
"236",1.41194058641975
"237",3.26540666303517
"238",8.7797009665289
"239",18.0147569444444
"240",18.2901234567901
"241",10.1349334535879
"242",10.1320796542697
"243",1.90050467811985
"244",6.98164321905301
"245",0.429584077110997
"246",0.193606108794978
"247",8.10889274691358
"248",2.84632316930794
"249",0.168499228395062
"250",0.0571952160493827
"251",1.67168209876543
"252",3.64265046296296
"253",0.00135030864197531
"254",0.0111882716049383
"255",0
"256",0.146501895822125
"257",0.224344135802469
"258",11.7277354899748
"259",32.8905285493827
"260",2.29803240740741
"261",0.0228776512322602
"262",17.4758407834135
"263",12.2495177469136
"264",0.606230523115323
"265",0.485725308641975
"266",0.304108796296296
"267",0.793885030864197
"268",4.33354155369747
"269",3.20225694444444
"270",28.9904513888889
"271",2.97724012680996
"272",0.00356867283950617
"273",0.111786265432099
"274",0
"275",0.00370317697525024
"276",0.00547930561465982
"277",0.0554591049382716
"278",9.64506172839506e-05
"279",0.0283564814814815
"280",0
"281",3.68022115142257
"282",3.31067845850815
"283",0
"284",0
"285",0.00226300954818726
"286",0.00206089019775391
"287",0
"288",0.00434327125549316
"289",0.006053626537323
"290",0.0178433641975309
"291",0.00144675925925926
"292",0.000289351851851852
"293",0.209201388888889
"294",0.655851314097275
"295",15.5725073446462
"296",6.33506944444444
"297",0.000289351851851852
"298",0.0157089932465259
"299",0.0561342592592593
"300",0.89844591823625
"301",13.4605516975309
"302",4.59682976169351
"303",2.2944319801934
"304",0.0264505876435174
"305",12.5647606707759
"306",2.31576839420531
"307",0.217349379886816
"308",0
"309",2.80115317709652
"310",0.890768167413311
"311",2.9138219518426
"312",18.0815936268112
"313",0.0231995700318136
"314",0.00421011447906494
"315",0.00642919540405273
"316",0.010809063911438
"317",0.0153170698954735
"318",0.118441358024691
"319",0.492959104938272
"320",0.600790895061728
"321",19.7236800363034
"322",10.3388310185185
"323",0.00483350016257185
"324",0.0725308641975309
"325",0.0147569444444444
"326",0.0167824074074074
"327",0.00221470771012483
"328",0.191936728395062
"329",14.9422160284019
"330",1.73536302646001
"331",0.00607638888888889
"332",0.0449705190962341
"333",0.794968407095214
"334",17.7187110590346
"335",3.12195544965841
"336",0.635481318573893
"337",0.00705407431096206
"338",0.00663298368453979
"339",0.058109783096078
"340",0.26892446220657
"341",0.00376179487800892
"342",0.010052502155304
"343",0.00822174549102783
"344",0.0121545672882348
"345",0.00234302400070944
"346",0.0111776993144304
"347",0.00551009300038403
"348",0.00113630294799805
"349",0.00148677825927734
"350",1.49765537403248
"351",0.0654139297979849
"352",0.307660414848799
"353",0.058783972164455
"354",0.0263723414621235
"355",0.0064546568894092
"356",0.00346195550612461
"357",0.0268286895236851
"358",0.00172985851028819
"359",0.00245319923133026
"360",0.00713231092617836
"361",0.122603175816713
"362",0.00587424827900566
"363",0.0107391058110896
"364",0.00857269616774571
"365",0.0145542074316814
"366",0.00850894522887689
"367",0.00356429815292358
"368",0.00260416666666667
"369",0.00807664083477892
"370",0.0257522122514791
"371",0.0521717579276473
"372",0.412762609160977
"373",0.116065087570107
"374",4.42026552079636
"375",2.40645260501791
"376",0.0745732011618438
"377",0.249519881642895
"378",0.719293623794744
"379",0.145915046877538
"380",0.0869020061728395
"381",0.385779212286443
"382",0.00404578447341919
"383",0.00490697100758553
"384",0.0181886119607054
"385",0.00980686814880665
"386",0.00431261322012654
"387",0.0739478521784882
"388",0.108283506499396
"389",0.0808753128404971
"390",0.352936164004567
"391",0.00270527601242065
"392",0.0218705523264721
"393",0.0133035955605684
"394",0.0114496304555854
"395",0.00535590574145317
"396",0.000911712646484375
"397",0
"398",0
"399",0.00218629837036133
"400",0.271219135802469
"401",0.0433009454957497
"402",0.0934008565949805
"403",13.443772882959
"404",6.39587895664168
"405",0.0096606347295973
"406",0.0594135802469136
"407",0.111316620507335
"408",0.0382343459109787
"409",2.10578310489655
"410",0.945505401234568
"411",0.0355779610482263
"412",0.0174349233408223
"413",0.00337482528921999
"414",0.51140828927358
"415",0.0228152223575262
"416",3.24052380706057
"417",47.0695186456045
"418",10.1893325617284
"419",0.0322099011621357
"420",0.00199005338880751
"421",0.333175953523612
"422",1.35372602331084
"423",9.29396781803649
"424",0.200613408498926
"425",0.144441845240416
"426",0.462866512345679
"427",0.924483603188469
"428",0.120801423802788
"429",0.00745149241921342
"430",0.773035534738023
