"","deg2_prec_proj"
"1",8.68175502061844
"2",1.445625
"3",0.0021875
"4",0.00940805673599243
"5",0.027361076772213
"6",0.0408658094704151
"7",0.00666214466036763
"8",0
"9",0.00396083354949951
"10",0
"11",0.0166402745246887
"12",0.00417888164520264
"13",0.00149393081665039
"14",0.00586628913879395
"15",0.00938440561294556
"16",0.0639077737927437
"17",3.86859880924225
"18",3.52134341239929
"19",0.00138664245605469
"20",0.00280125439167023
"21",0.000625
"22",0.00536568610928953
"23",0.297319126427174
"24",0.00564525365829468
"25",0.00264980853535235
"26",0.00125783681869507
"27",0.0091432312130928
"28",0.140314190387726
"29",0.00759613513946533
"30",0.00645843476057053
"31",0.0448095631570322
"32",1.49157248735428
"33",0.338728356510401
"34",0.0826747116446495
"35",0.0105425235629082
"36",0.0248846420459449
"37",0.145732368975878
"38",0.0133777832984924
"39",0.0103666742797941
"40",0.00804191827774048
"41",0
"42",0.0101111789699644
"43",0
"44",0.000189498066902161
"45",0.00543856620788574
"46",0.0203125
"47",0.00956270471215248
"48",0.00633078813552856
"49",0.00826793164014816
"50",0.0078585147857666
"51",0.00621151924133301
"52",0.00105424225330353
"53",0.00473124533891678
"54",0.000590745359659195
"55",0.00606737017631531
"56",0.271418055808172
"57",0.0630834150314331
"58",0.0298376083374023
"59",0.0101879835128784
"60",0.0324480036832392
"61",0.0188163858652115
"62",0.00885628938674927
"63",0
"64",0.0618095783889294
"65",0.012602541577071
"66",0.00203096151351929
"67",0.00507380872964859
"68",0.00630586624145508
"69",0.0105904012918472
"70",0.00267636775970459
"71",0.00562556833028793
"72",0.0016855001449585
"73",0.131947513073683
"74",0.251485908031464
"75",0.283821732997894
"76",0.0887629127502441
"77",5.57289011955261
"78",6.93011896789074
"79",0.00990218222141266
"80",0.000531163066625595
"81",0.00554549694061279
"82",0.0316427230834961
"83",1.06956626176834
"84",2.58315902709961
"85",0.0407710620760918
"86",1.0065625
"87",25.763714928627
"88",8.03389245167375
"89",0.254183722436428
"90",0.355157970739529
"91",0.0379367712140083
"92",0
"93",0.0352181342244148
"94",0.024375
"95",7.3815625
"96",0.0769191217422485
"97",0.022273223400116
"98",0
"99",0.00114959478378296
"100",0.00918841361999512
"101",0.0105968046188354
"102",0.743683741092682
"103",1.66712325696833
