"","ref_etp_proj"
"599",6.92209505941719
"600",6.60275173932314
"601",7.00560105056502
"602",7.78260714001954
"603",8.12038140092045
"604",8.11290596239269
"605",8.23770382069051
"606",8.84847995266318
"607",8.94558212533593
"608",9.37847352027893
"609",8.60633275657892
"610",8.88226266764104
"611",8.88709642551839
"612",8.05071576498449
"613",4.50086542963982
"614",5.56992208957672
"615",8.90811594575644
"616",9.48891908675432
"617",8.90434891730547
"618",7.94445971492678
"619",8.15067592775449
"620",8.03980896994472
"621",9.2930903211236
"622",7.74582812190056
"623",6.65841297805309
"624",9.48568022251129
"625",10.661161839962
"626",9.51394242048264
"627",10.7853397727013
"628",11.0831687152386
"629",8.24547497183084
"630",5.73548067361116
"631",3.38299340941012
"632",3.9297883361578
"633",3.29333838075399
"634",5.84774647653103
"635",5.14595165289938
"636",7.05153063801117
"637",7.5128120444715
"638",6.70920416107401
"639",6.44132411899045
"640",7.352454662323
"641",7.89529548585415
"642",8.12662518769503
"643",7.46917929500341
"644",6.77735156565905
"645",5.42147889919579
"646",4.77324957773089
"647",3.57946074008942
"648",5.4297014772892
"649",4.65939382556826
"650",4.03808128833771
"651",3.98360256850719
"652",5.59919007867575
"653",4.79959962517023
"654",4.73507011681795
"655",4.56509627215564
"656",3.91805007215589
"657",4.49367250688374
"658",4.08339547610376
"659",4.03832699451596
"660",2.49836889654398
"661",3.58232937473804
"662",2.19653332605958
"663",3.07373409066349
"664",2.3385624550283
"665",4.66582065820694
"666",3.08764450857416
"667",3.96024876087904
"668",3.06018142215908
"669",3.08523953333497
"670",3.80851198557139
"671",5.06161621212959
"672",5.32439770177007
"673",4.7435017041862
"674",4.01202458422631
"675",4.1380498050712
"676",2.7534560415661
"677",2.56463518831879
"678",2.86128539964557
"679",1.12152197398245
"680",2.5150398015976
"681",2.38114414270967
"682",1.70587466657162
"683",0.940451800823212
"684",2.33456828258932
"685",3.32111033052206
"686",2.04473073175177
"687",2.71416578860953
"688",1.90752605581656
"689",2.29707131721079
"690",2.01264746580273
"691",2.31904178066179
"692",2.10573315931833
"693",2.63918918732088
"694",2.90943953325041
"695",2.52250717277639
"696",3.05900436174124
"697",1.72999900393188
"698",1.7856802016031
"699",2.34193152468652
"700",2.29995977599174
"701",2.11626740172505
"702",1.01286865235306
"703",2.32428709976375
"704",2.43809153779875
"705",2.06519575696439
"706",1.65318681206554
"707",1.47605022788048
"708",-0.392045935615897
"709",2.61638433625922
"710",2.19911375269294
"711",0.836273938417435
"712",1.2063139565289
"713",0.444687982904725
"714",1.32685256702825
"715",2.01532372320071
"716",2.12578102108091
"717",2.04702686797827
"718",2.30003113579005
"719",2.065076418221
"720",1.14084863313474
"721",1.10712891072035
"722",1.57650539651513
"723",0.999955572187901
"724",0.3598154168576
"725",1.54158081440255
"726",0.563958493294194
"727",1.55022247787565
"728",1.03346194175538
"729",2.33930718898773
"730",2.31658613262698
"731",2.13513374887407
"732",2.64057342521846
"733",2.44649515207857
"734",1.88256911514327
"735",1.21365672908723
"736",2.00067575462162
"737",1.69944555871189
"738",1.98029416799545
"739",0.619680891744792
"740",0.27897949697217
"741",0.346198245882988
"742",0.721953590400517
"743",1.05128617119044
"744",1.68036327138543
"745",0.429123792389873
"746",1.3181738012936
"747",1.66014865040779
"748",2.04973821807653
"749",2.43494651746005
"750",1.96850993437693
"751",1.92433044314384
"752",2.24197287671268
"753",2.03198733925819
"754",0.931681885849684
"755",1.99358963593841
"756",2.09624538198113
"757",2.45015523582697
"758",2.36972484388389
"759",2.48435379099101
"760",2.37973193777725
"761",1.80994962574914
"762",1.24405784520786
"763",2.45899578323588
"764",2.15934544522315
"765",2.19696509093046
"766",1.75286570191383
"767",2.14897774904966
"768",1.40904467157088
"769",2.03108638431877
"770",2.55207195878029
"771",2.55367529121577
"772",2.73090823413804
"773",3.62457913905382
"774",2.62940477253869
"775",2.86704559996724
"776",2.81910929986043
"777",2.36953607946634
"778",1.7344379927963
"779",3.66000851243734
"780",2.31685276795179
"781",2.02187307691202
"782",3.45907739363611
"783",2.88438243651763
"784",2.78449019463733
"785",3.37845827080309
"786",3.84807042207103
"787",5.16614672029391
"788",4.86027172394097
"789",3.31499844789505
"790",4.50363608822227
"791",4.76547230407596
"792",4.03070133179426
"793",3.61348279006779
"794",3.27350221946836
"795",3.26360179670155
"796",2.29464726243168
"797",1.43240017816424
"798",2.90668085590005
"799",3.86785474419594
"800",2.69269508123398
"801",3.0351610770449
"802",3.26390280015767
"803",3.78466918878257
"804",2.54297102615237
"805",1.24086176417768
"806",1.11148751438304
"807",1.69968922273256
"808",2.12316773459315
"809",1.97939480468631
"810",4.79986029118299
"811",3.76169311764534
"812",4.86777914571576
"813",4.47794041223824
"814",4.8666059630923
"815",5.33000395447016
"816",6.07124168798327
"817",6.92571060359478
"818",7.09982816164847
"819",6.03907228540629
"820",5.58355370536447
"821",6.0161611661315
"822",5.42152389883995
"823",7.21843324927613
"824",6.11899342387915
"825",4.62723058089614
"826",5.32067137677222
"827",5.66506952000782
"828",7.00350196659565
"829",5.75145884975791
"830",6.215107396245
"831",5.40767535520718
"832",7.62097714934498
"833",7.13755078613758
"834",7.82346185063943
"835",7.55692532705143
"836",6.82484527677298
"837",6.0035283640027
"838",5.29689058917575
"839",6.50767401605844
"840",6.41465420182794
"841",2.60789258941077
"842",6.30497337505221
"843",6.99121962673962
"844",6.89451004349394
"845",8.41621263697743
"846",9.14348629117012
"847",3.44691764190793
"848",3.3397199884057
"849",2.98389154672623
"850",3.06772712618113
"851",6.41145318187773
"852",6.34669343195856
"853",4.75488504453097
"854",7.35514392331243
"855",7.56178400712088
"856",6.73137396108359
"857",6.75361391156912
"858",7.27138430438936
"859",7.33753633371089
"860",5.66385444998741
"861",6.6814052760601
"862",8.05968144536018
"863",8.26137803681195
"864",7.58637098874897
"865",7.39041808713228
"866",9.94135924987495
"867",8.81609166273847
"868",8.32185428962111
"869",9.11893722601235
"870",9.22476963512599
"871",8.38827088847756
"872",8.74755201674998
"873",7.71679570432752
"874",8.80332131683826
"875",8.16156793944538
"876",7.11104612052441
"877",7.62204517424107
"878",8.34590741281863
"879",8.42775625549257
"880",9.61536324536428
"881",10.8803408462554
"882",10.8026209548116
"883",9.820212315768
"884",11.8706084489822
"885",10.4053336679935
"886",6.65130567364395
"887",8.58029410243034
"888",6.73051588376984
"889",7.237394426018
"890",7.8315262272954
"891",8.30195693299174
"892",7.28582491725683
"893",10.7066187113523
"894",10.7626435784623
"895",10.4357603415847
"896",11.7130495756865
"897",9.74966071173549
"898",10.5659395363182
"899",11.6184172481298
"900",12.2795000821352
"901",10.4447863698006
"902",12.5500937700272
"903",9.68348249793053
"904",12.0483578667045
"905",12.9089649021626
"906",13.4593288004398
"907",13.9832795858383
"908",13.578920379281
"909",13.1556303054094
"910",13.2676714099944
"911",13.3598688095808
"912",12.7290868014097
"913",11.3889786675572
"914",13.1438727751374
"915",13.7695713192225
"916",12.392492108047
"917",11.1285610795021
"918",12.8949527665973
"919",12.1087146103382
"920",10.8814894556999
"921",13.1689067482948
"922",13.5014890730381
"923",12.8200957477093
"924",12.6868318393826
"925",11.5695352191105
"926",11.4792761746794
"927",12.085101082921
"928",12.301382124424
"929",12.1434337571263
"930",12.6238056533039
"931",13.5602434128523
"932",13.5568600147963
"933",13.7061135321856
"934",13.4082025438547
"935",13.4852574467659
"936",13.4273526370525
"937",13.9553647786379
"938",14.5300447046757
"939",12.4279794245958
"940",12.7181138396263
"941",14.5510837435722
"942",14.2511476278305
"943",11.6022012159228
"944",12.3426228389144
"945",13.2997402697802
"946",11.2876439616084
"947",7.67750173807144
"948",8.57694122195244
"949",7.35262914001942
"950",9.61364044994116
"951",7.14677854627371
"952",11.8061565905809
"953",10.844252333045
"954",7.95476669073105
"955",8.70564114302397
"956",6.31346219033003
"957",7.59342720359564
"958",9.38127980276477
"959",10.470681194216
"960",11.3817012310028
"961",11.0081187710166
"962",10.6869043521583
"963",10.5512534752488
"964",11.0094846785069
"965",10.8302808217704
"966",11.0764809325337
"967",10.9382984675467
"968",10.792524561286
"969",11.1602681353688
"970",11.6230478659272
"971",8.91945772618055
"972",10.6413126811385
"973",9.91080500371754
"974",10.3228628262877
"975",10.6005436182022
"976",9.90698799490929
"977",11.2076237127185
"978",11.4216386973858
"979",10.7921389862895
"980",11.956785261631
"981",10.7497785836458
"982",10.6716823205352
"983",10.822146192193
"984",10.2801549881697
"985",6.83807087317109
"986",3.24062887579203
"987",3.3661572188139
"988",5.82195154880174
"989",5.9739923090674
"990",4.68486567167565
"991",5.0423126090318
"992",6.29589549824595
"993",7.88073157798499
"994",7.70730041898787
"995",7.32953076530248
"996",4.79009241610765
"997",5.05621107947081
"998",7.17088446184061
"999",8.29245956614614
"1000",7.94436839967966
"1001",6.90352105535567
"1002",6.693179522641
"1003",6.8791582621634
"1004",6.7610030202195
"1005",4.77759549766779
"1006",3.73323371261358
"1007",5.48685576207936
"1008",5.22485903277993
"1009",5.03171918541193
"1010",6.30951824039221
"1011",5.38944539334625
"1012",4.92776584811509
"1013",5.11401100037619
"1014",5.06490462087095
"1015",4.90543404687196
"1016",4.53739998023957
"1017",4.51957737794146
"1018",5.64247494610026
"1019",6.09337807446718
"1020",6.41054483316839
"1021",4.35329861938953
"1022",4.61925885512028
"1023",3.93497825460508
"1024",1.64921777509153
"1025",4.17349352594465
"1026",3.88061657245271
"1027",2.44265748653561
"1028",4.39186374843121
"1029",4.14411377999932
"1030",4.16533883940428
"1031",4.30391654139385
"1032",3.69703840836883
"1033",4.36035937443376
"1034",3.31602652743459
"1035",2.70717183384113
"1036",1.71863278513774
"1037",3.17887401580811
"1038",3.3070674110204
"1039",2.88717186078429
"1040",3.15263705141842
"1041",2.85905879922211
"1042",2.54068482667208
"1043",2.20846724882722
"1044",2.85691699199378
"1045",4.79525201767683
"1046",3.30404636345338
"1047",2.84698292519897
"1048",1.24913429026492
"1049",2.34316521510482
"1050",2.52069828938693
"1051",2.55447561666369
"1052",2.54181481152773
"1053",2.49186451733112
"1054",2.23738088458776
"1055",3.36117380857468
"1056",3.15923759649741
"1057",3.18381176842377
"1058",2.40685214241967
"1059",2.30786893423647
"1060",3.00042870268226
"1061",2.70514721656218
"1062",2.45353499799967
"1063",2.39236819557846
"1064",3.1394726280123
"1065",3.91069972515106
"1066",2.26596552412957
"1067",2.04357886034995
"1068",2.53316652879585
"1069",3.08180935308337
"1070",2.31233404483646
"1071",2.13473633304238
"1072",1.06358496565372
"1073",1.79011946637183
"1074",1.8651972648222
"1075",2.52171653881669
"1076",1.69365393836051
"1077",1.93881131708622
"1078",2.00578024284914
"1079",1.55178489047103
"1080",1.96827591839246
"1081",1.95287696039304
"1082",2.50844773859717
"1083",1.79817309975624
"1084",2.12609579786658
"1085",1.99719379097223
"1086",2.17672942578793
"1087",1.85528349131346
"1088",1.37146752327681
"1089",1.38802344538271
"1090",1.42480101913679
"1091",1.64751005149446
"1092",1.10388798173517
"1093",1.71905424259603
"1094",2.10935595072806
"1095",2.35248901695013
"1096",1.81123617384583
"1097",1.78933858498931
"1098",3.20718340575695
"1099",3.04021532833576
"1100",1.3203376699239
"1101",1.94020782038569
"1102",1.60215694806539
"1103",1.19316196069121
"1104",1.72090352140367
"1105",1.12192847859114
"1106",0.37389892374631
"1107",2.00163472560234
"1108",1.7302947062999
"1109",2.2693293467164
"1110",2.00595680996776
"1111",2.7390326873865
"1112",2.07824269589037
"1113",2.31391632714076
"1114",2.9925869400613
"1115",3.35548334568739
"1116",2.81192608154379
"1117",3.16256270930171
"1118",1.42450537160039
"1119",2.74557080119848
"1120",2.67972681159154
"1121",1.97918239794672
"1122",2.49241811968386
"1123",2.37568854726851
"1124",2.62510765716434
"1125",2.00693799555302
"1126",1.52721291780472
"1127",2.33838627487421
"1128",2.7042172960937
"1129",2.91940210480243
"1130",3.46660550311208
"1131",3.32826510816813
"1132",4.40753163397312
"1133",2.32507389318198
"1134",3.38851129449904
"1135",3.48098359716823
"1136",2.44097116449848
"1137",3.3919268194586
"1138",4.16166719049215
"1139",4.22338002920151
"1140",3.36397555097938
"1141",4.55538154393435
"1142",5.35259598493576
"1143",3.90885083982721
"1144",3.87189904064871
"1145",5.20406197011471
"1146",3.3963236042764
"1147",3.47143881436205
"1148",3.21302632894367
"1149",3.49394087120891
"1150",4.33715155738173
"1151",4.99156510829926
"1152",3.7969689964084
"1153",4.19441878062207
"1154",6.03085989505053
"1155",5.17525004968047
"1156",4.61293823970482
"1157",5.65190036594868
"1158",4.22394816111773
"1159",6.21847988665104
"1160",5.21394582092762
"1161",4.43506014160812
"1162",2.77988066524267
"1163",1.31127690139692
"1164",4.11585229076445
"1165",4.16843367228284
"1166",4.1267671957612
"1167",2.31110717356205
"1168",1.51310374587774
"1169",4.64025385677814
"1170",4.72557319607586
"1171",5.14907248900272
"1172",4.8694683201611
"1173",2.99570097029209
"1174",4.22654903680086
"1175",4.27471062541008
"1176",4.38733618147671
"1177",5.8729777681001
"1178",4.63574209855869
"1179",4.28637166041881
"1180",5.45096680894494
"1181",5.32011954765767
"1182",2.42665471881628
"1183",2.87212729454041
"1184",3.96767798997462
"1185",4.61927058920264
"1186",5.77357466006652
"1187",5.6810686159879
"1188",5.29857817664742
"1189",5.79152797162533
"1190",5.80731732677668
"1191",8.31552447006106
"1192",6.24871048331261
"1193",5.57717313803732
"1194",7.95634737983346
"1195",6.40305309928954
"1196",7.35070382320555
"1197",6.09107279963791
"1198",6.66416847985238
"1199",4.26103486865759
"1200",5.15065890736878
"1201",8.12057295441628
"1202",6.36885477602482
"1203",6.45890897233039
"1204",6.48037192528136
"1205",6.33386114612222
"1206",7.54506248701364
"1207",7.86430452042259
"1208",7.32958000618964
"1209",5.72165994718671
"1210",3.81337778270245
"1211",3.04284736886621
"1212",3.4390925988555
"1213",6.40601062774658
"1214",6.37199426814914
"1215",5.70176811236888
"1216",6.08894534001593
"1217",6.88426122069359
"1218",5.7556012943387
"1219",6.52400873601437
"1220",7.55470134317875
"1221",7.04722472839057
"1222",7.67335277888924
"1223",8.3938646921888
"1224",8.11452636029571
"1225",8.31402327865362
"1226",8.05772742629051
"1227",6.73196745361201
"1228",7.3941877502948
"1229",7.28857519244775
"1230",8.3610819503665
"1231",8.53517772629857
"1232",8.65238679107279
"1233",8.54132549464703
"1234",7.6445737273898
"1235",7.32578989281319
"1236",8.36061377078295
"1237",7.92322920449078
"1238",7.78677573986351
"1239",7.58696390688419
"1240",8.09562165848911
"1241",5.81986974366009
"1242",7.22725198138505
"1243",6.1517150234431
"1244",5.40379005670547
"1245",6.37596190860495
"1246",8.37637155875564
