,0
0,0.34375
1,0.005124704837799072
2,0.008591872751712798
3,0.12624215624295176
4,1.5317111039161682
5,0.7669354820251465
6,0.45358231097459795
7,0.0015625
8,0.0197031831741333
9,1.1451695259660482
10,0.5010884270071984
11,0.034218039074912665
12,0.24105482816696167
13,0.020524134635925294
14,0.05647290650755167
15,0.21104859113693236
16,0.101628737449646
17,23.41012844324112
18,2.7075
19,0.7201565520837903
20,0.0011034201085567475
21,0.021491499841213225
22,0.8882591793313622
23,0.9780928621906787
24,6.964890914559365
25,1.7845490589737891
26,0.6911098916828632
27,0.0012283287942409515
28,1.9688508939743041
29,0.8132722711563111
30,0.00752398744225502
31,0.003994788974523544
32,0.0037868618965148926
33,0.04360826253890991
34,0.127136464798823
35,5.615537593215704
36,9.6875
37,1.3993570132553577
38,0.002825596332550049
39,0.0005341696739196777
40,0.0015331394970417023
41,0.01070116343908012
42,0.045993257761001584
43,0.02250988674350083
44,0.005551674365997314
45,0.14491893380880355
46,0.34776240587234497
47,0.34212910652160644
48,0.00889831304550171
49,0.0443681526184082
50,0.5793243920709937
51,0.01408252477645874
52,0.186875
53,0.034375
54,1.7631908125337212
55,0.006691117286682129
56,0.00125
57,0.03920952796936035
58,0.6736120462417603
59,2.8554162335395814
60,4.38625
61,12.123067588955164
62,0.009175109211355448
63,0.008762240409851074
64,0.004986166954040527
65,0.010816624164581299
66,0.009822074687108398
67,0.005445919465273619
68,0.045026852786540984
69,0.004259195178747177
70,0.007371008396148682
71,0.009456682717427611
72,0.005821566581726074
73,1.8672296619415283
74,2.106555323600769
75,4.9911206418275835
76,18.334705288410188
77,4.781289281845093
78,1.6427912139892578
79,2.1642678284645083
80,25.21375
81,0.4532154679269297
82,0.013138449238613247
83,0.0
84,0.006051547825336456
85,0.02703090203925967
86,0.10967089578509331
87,0.5677696362137794
88,0.1738467237353325
89,0.08721426218748092
90,6.835133270174265
91,0.23897490978240968
92,3.055035059452057
93,0.1928924250602722
94,0.004807889461517334
95,0.002975761890411377
96,0.011803869158029556
97,0.07100485801696778
98,0.5600063872337341
99,20.419369838237763
100,16.689382259845733
101,0.0009375
102,4.34375
103,0.0067270505428314205
104,0.0020261406898498535
105,0.005563724786043167
106,3.862245030403137
107,12.811589328497648
108,0.4946875
109,9.41669732093811
110,0.0019164681434631348
111,0.004185080528259277
112,0.002162017822265625
113,0.005565614700317383
114,0.00704503059387207
115,2.7306162834167482
116,6.894890518188476
117,0.7422839736938477
118,0.5135435628890991
119,0.0077872776985168455
120,1.3086902745813132
121,18.900623381137848
122,33.14905725479126
123,3.967078449875116
124,0.007294859737157822
125,0.0003064870834350586
126,0.007508993148803711
127,0.00726895809173584
128,0.006110832691192627
129,2.248993833065033
130,0.8465625
131,0.00833631306886673
132,0.007172189652919769
133,0.009793588891625404
134,0.008481502532958984
135,0.010982800275087357
136,3.6488757133483887
137,3.6909375
138,0.002696096897125244
