"","pr_ds2"
"1",8.51416194375329
"2",1.67830888662353
"3",0.0642154704559315
"4",0.11008366363874
"5",0.128783773167115
"6",0.136546082782668
"7",0.0977345347049067
"8",0
"9",0.0804457541975406
"10",0
"11",0.118904470020049
"12",0.0825627477290548
"13",0.0578644898613888
"14",0.0963232056838973
"15",0.109730831383487
"16",0.145719721419229
"17",3.45904290146298
"18",3.36949407507993
"19",0.0575116576061364
"20",0.0702136187952218
"21",0.0518663415220985
"22",0.0920892186208688
"23",0.216781095542682
"24",0.0956175411733925
"25",0.0688022897742123
"26",0.0568059930956317
"27",0.108319502362478
"28",0.152423534269024
"29",0.10126285725743
"30",0.097028870194402
"31",0.138310244058929
"32",1.51904790217481
"33",0.255177669970866
"34",0.165189378511491
"35",0.114511811062538
"36",0.13790145757744
"37",0.175422348861761
"38",0.11987193838887
"39",0.114024526760144
"40",0.104766125014663
"41",0
"42",0.112562673852963
"43",0
"44",0
"45",0.0881984587332741
"46",0.132054045948714
"47",0.111588105248176
"48",0.0950204389667871
"49",0.106715262224238
"50",0.103304272107481
"51",0.0935585860596057
"52",0.0584741162872536
"53",0.0833256157093364
"54",0
"55",0.0930713017572119
"56",0.184680750607243
"57",0.160803819789947
"58",0.140337879089409
"59",0.113049958155357
"60",0.142287016298984
"61",0.111886694039269
"62",0.0961765760406044
"63",0
"64",0.131428548135169
"65",0.103840048235075
"66",0.0616909511654873
"67",0.0808496316516635
"68",0.0842981941391752
"69",0.10000831213784
"70",0.0647563400432755
"71",0.081999152480834
"72",0
"73",0.141774235597704
"74",0.148671360572727
"75",0.163179943225064
"76",0.136409805061574
"77",5.89027996641461
"78",7.4456492671547
"79",0.098092444089222
"80",0
"81",0.081232805261387
"82",0.119933339843463
"83",1.09504706564235
"84",2.30580354557156
"85",0.124148249550422
"86",0.939090898560054
"87",26.9373752390529
"88",8.57549300448477
"89",0.149437707792174
"90",0.261861885175399
"91",0.122998728721251
"92",0
"93",0.133004460863482
"94",0.127834676165609
"95",7.95251116070378
"96",0.144283991113389
"97",0.125484774030211
"98",0
"99",0
"100",0.103395693957477
"101",0.109035459082431
"102",0.66195360858766
"103",1.49720405230024
"104",0.162613227769487
"105",0.139114206415515
"106",0.095406026697127
"107",0
"108",0
"109",0.0986958896866831
"110",0
"111",0.0878863398638559
"112",3.59087163014675
"113",37.4502521022881
"114",0.394451807857029
"115",0.0958760071242064
"116",0.0888263007180147
"117",0.10104579182208
"118",0
"119",0.355913412836514
"120",0.16073330606117
"121",0.111385361217828
"122",0.200800788563535
"123",0.173877777806413
"124",0.152563727623691
"125",0.231089175665297
"126",0.210896917597456
"127",0.275960860260501
"128",0.468634305629123
"129",0.252403225848019
"130",0.296153118328342
"131",0.831805187196279
"132",1.82767980316838
"133",0.358268401943249
"134",13.717471944068
"135",0.566737331127677
"136",0.166025233002252
"137",0
"138",0
"139",0
"140",0.180608530495694
"141",0.286056989294421
"142",0.301762078902743
"143",2.58683611997061
"144",0.187339283184974
"145",0.251281433733139
"146",0.574912583252556
"147",7.17907360860376
"148",7.95139448581297
"149",0.163781648772492
"150",0
"151",2.44735446803956
"152",6.36579632123951
"153",58.7279501367249
"154",0.169737522538935
"155",0.192788297204717
"156",4.76635782971498
"157",0.184406197326251
"158",11.3138625771341
"159",10.2887810684676
"160",0.134812106378661
"161",0.122238956560962
"162",0.160656914337264
"163",0.163450947630086
"164",3.44224901675668
"165",1.1730713561006
"166",0.668924441281498
"167",9.66505422456996
"168",1.19941509857578
"169",2.49878145536621
"170",0.174627080801374
"171",3.00473627408067
"172",0.173230064154963
"173",0.073343373936577
"174",0
"175",0.0726448656133715
"176",0.168340505892524
"177",0.241108637680579
"178",0.656630694793081
"179",0.125731498176989
"180",0.0901075736935089
"181",0.103379231834413
"182",0.159958406014058
"183",0.325212599243681
"184",0.179066679197928
"185",1.26063077007401
"186",0.29168500582142
"187",0.173908587902195
"188",0.271912322521112
"189",0.581165180461527
"190",2.2802404532758
"191",57.6908238056872
"192",13.4648939103745
"193",18.1012594424004
"194",2.83179212135712
"195",1.31307136491396
"196",12.1507942985029
"197",0.224629818976898
"198",0.71173384868334
"199",0.0509740786872384
"200",0.0930984909357201
"201",0.234946001568363
"202",0.137801948832068
"203",0.216033000150677
"204",0.192821589319881
"205",3.56904518998931
"206",10.1611364354579
"207",3.04463924158984
"208",9.37761225373164
"209",3.86456336561678
"210",0.16359240531073
"211",2.21731173946786
"212",55.5623526033599
"213",7.42188654028893
"214",16.3565180432081
"215",0.614173354401562
"216",35.597947127338
"217",1.23485755748759
"218",0.577127977469404
"219",0.388001579447336
"220",0.471841116714851
"221",2.04765379708705
"222",7.40015904183886
"223",19.8840625965311
"224",6.41581263498127
"225",1.55704627232104
"226",0.48353965679869
"227",0.247619098441265
"228",0.618072867762842
"229",4.33291316521097
"230",11.2432315718742
"231",0.612223597720922
"232",0.460142576631011
"233",0.47964014343741
"234",0.571278707427484
"235",0.676565568182038
"236",0.686314351585237
"237",2.59010911597775
"238",9.6227456927626
"239",23.6272927856054
"240",23.8413760691397
"241",14.6215768222829
"242",11.4573148554084
"243",1.64624764046031
"244",7.08482289602583
"245",0.23939346468666
"246",0.150839686107274
"247",8.41633871213127
"248",0.93775361695056
"249",0.126779368077893
"250",0.104569843743079
"251",0.99983232212252
"252",3.10685660942966
"253",0
"254",0.0851365099501176
"255",0
"256",0.143899209752644
"257",0.150376987683632
"258",8.90274362559629
"259",28.1661310093097
"260",1.0648323781261
"261",0.119376193299621
"262",16.6814975187261
"263",12.6421457238428
"264",0.290966542829519
"265",0.262314832750153
"266",0.356477835228636
"267",0.233663122670787
"268",3.4904591871299
"269",2.79091251698978
"270",31.4037911022252
"271",3.40106585168228
"272",0
"273",0.210741754607294
"274",0
"275",0.138942536953535
"276",0.15331590284528
"277",0.149722561372343
"278",0
"279",0.184458195610727
"280",0
"281",4.2345943960845
"282",3.89433666455162
"283",0
"284",0
"285",0.120975829588853
"286",0
"287",0
"288",0.149123671126854
"289",0.161700366282131
"290",0.128761402780215
"291",0
"292",0
"293",0.178469293155833
"294",0.235962756722813
"295",16.1005653597363
"296",4.94739708914974
"297",0
"298",0.169485939473493
"299",0.1916448785566
"300",0.641486943286197
"301",10.6718953721329
"302",4.06570734685649
"303",1.72860862151015
"304",0.192842659047578
"305",18.8259387227686
"306",2.31371611038635
"307",0.135395239052238
"308",0.0288978420317642
"309",3.92229969189305
"310",0.698836702728939
"311",4.38320663134303
"312",19.2901489996894
"313",0.0952558496602599
"314",0.0701040241881688
"315",0.0789339203645412
"316",0.0853556630382666
"317",0.0615417006232016
"318",0.104178434388296
"319",0.284623807230068
"320",0.317676894521301
"321",18.9935893553819
"322",9.54407895534369
"323",0.054852385338071
"324",0.12707075780852
"325",0.0880313891523188
"326",0.0925801235462076
"327",0.0666255802399009
"328",0.099001866219933
"329",9.98754120983441
"330",0.792487116720767
"331",0.0885665343751293
"332",0.106259554699225
"333",0.348893699185244
"334",15.7057253112178
"335",2.2641364794495
"336",0.423543455900611
"337",0.104304554805018
"338",0.107669217863245
"339",0.151409837620188
"340",0.172438981734103
"341",0.0845371593379381
"342",0.125754281801211
"343",0.11608087550881
"344",0.130801276388551
"345",0.0593021864012401
"346",0.128277779094881
"347",0.0988369773354002
"348",0.0622462665771882
"349",0.0672932611645278
"350",0.326832864419504
"351",0.132483607917664
"352",0.182346468092205
"353",0.159821495265754
"354",0.148886340326518
"355",0.105986886334131
"356",0.097154645806287
"357",0.12112787009615
"358",0.0614051008126316
"359",0.0677138440468061
"360",0.115239709744254
"361",0.157297997972084
"362",0.103042806158183
"363",0.126595447565768
"364",0.108510383627801
"365",0.122810201625263
"366",0.11860437280248
"367",0.0769174316450169
"368",0
"369",0.101968521767935
"370",0.137604579548425
"371",0.142191398866705
"372",0.14289706337721
"373",0.14430839239822
"374",5.49803456101824
"375",2.03094397090974
"376",0.134429089251153
"377",0.193819858008566
"378",1.01839841768961
"379",0.1488952117165
"380",0.143955560142967
"381",0.155599024566296
"382",0.0811514187080453
"383",0.0882080638130927
"384",0.133723424740649
"385",0.107261005596721
"386",0.0857382380263261
"387",0.146072553674482
"388",0.0663324639874457
"389",0.136193250527415
"390",0.145366889163977
"391",0.0691551220294647
"392",0.12349128933833
"393",0.0987930314706638
"394",0.0924420508761212
"395",0.0917363863656164
"396",0.0525720060326033
"397",0
"398",0
"399",0.0682198023351292
"400",0.176396917466548
"401",0.156905545370797
"402",0.176884201768942
"403",16.0788592155498
"404",6.48665249529375
"405",0.130592193041533
"406",0.161291104092341
"407",0.123282928505626
"408",0.1096389680386
"409",0.489303051646553
"410",0.288912737059666
"411",0.150083565137284
"412",0.141312447694196
"413",0.0735799296614607
"414",0.613155928755873
"415",0.0804019098949737
"416",2.99614062591352
"417",57.7594529472553
"418",9.82852437928253
"419",0.128643055831958
"420",0.0589614005896474
"421",0.241683643135346
"422",0.89069479423803
"423",8.59240592518512
"424",0.169574937233035
"425",0.180295191885699
"426",0.272826545392103
"427",0.362220775158877
"428",0.121082860672633
"429",0.090045798285028
"430",0.737857134582902
"431",0.097326096869775
"432",0.147138666133833
"433",0.137942499500468
"434",2.74181003418873
"435",0.142540582817151
"436",0
"437",0.438242419328024
"438",0.573516227334889
"439",0.0896626246753045
"440",0
"441",0.0785505899933223
"442",0.139092020329639
"443",0.144456450865768
"444",0.0697375969696813
"445",0
"446",0.0716534650182989
"447",0
"448",0.250897224958695
"449",0.381226186201164
"450",4.90507299694313
"451",0
"452",0.0797001108224929
"453",0.127979985647657
"454",0.0766347219447047
"455",0.185109263658472
"456",0.104606395454522
"457",0.136764304280118
"458",0.149453775811263
"459",5.9598494417019
"460",33.1974268635538
"461",4.18675941869924
"462",0.113735263353225
"463",0.185204122950636
"464",15.3292133605128
"465",1.51433222786492
"466",1.19566180181293
"467",42.2834202307431
"468",0.133944421717641
"469",0.12642473488437
"470",0
"471",0.316001099989957
"472",1.17363986180121
"473",0.139584186842595
"474",0.119375028478179
"475",0.105275615665795
"476",0.124074832748973
"477",1.30577150187154
"478",3.70648681520829
"479",0.860151068693161
"480",11.1099391950904
"481",29.8060481017484
"482",12.4864399866466
"483",4.27484717874613
"484",0.0949360462700475
"485",0.0925861441346503
"486",0.0921161637075709
"487",0.34600552375593
"488",15.1655735888353
"489",0.167147025117133
"490",0.27371727603074
"491",0.224358422976017
"492",0.151441935508811
"493",3.35696290377865
"494",12.2869230465101
"495",8.38143679244082
"496",0
"497",0.243428888928978
"498",0.599438339627195
"499",0.619876469939394
"500",0.748917214263472
"501",0.305127455247383
"502",0.226602007205777
"503",0.155929103968332
"504",0
"505",26.0395004849968
"506",2.81063364688918
"507",0.666029241330667
"508",0.370531280130569
"509",1.14677948434094
"510",5.9767104247667
"511",17.254350506742
"512",2.27684206657779
"513",0.967741462806082
"514",0.34191789769349
"515",1.95473775739933
"516",27.0838889439501
"517",0.864960376369402
"518",0.102680723511208
"519",0.718099427235165
"520",1.48880885782517
"521",0.171134539185346
"522",0.138304647994688
"523",0.106871773450441
"524",0.07753442387581
"525",6.45421690641877
"526",6.68472465307659
"527",12.4636894545801
"528",2.86507569816447
"529",3.06620500652276
"530",16.7674046774736
"531",0.165546472599702
"532",0.892826385244744
"533",2.91117724749603
"534",13.3097884776065
"535",0.136907631348277
"536",0.116650889975318
"537",0.0977911652487693
"538",0.107570281773646
"539",5.48414733056808
"540",4.87700154811072
"541",0.576269366644534
"542",0.108268790096852
"543",5.51049107304326
"544",0.191391280558306
"545",7.51401016987611
"546",0.430281127094585
"547",4.13829201646851
"548",0.158434314014998
"549",0.259017094281781
"550",0.208295863207078
"551",11.6757442040705
"552",0.270192958755868
"553",0.279649459464711
"554",0.140380994479934
"555",0.145539085775667
"556",0.265894549342757
"557",6.80185362482838
"558",1.91562408209453
"559",0.128345448123225
"560",0.112011492353406
"561",0.328651326774169
"562",0.59689735891351
"563",0.471039931297638
