0,1.0,-3.603529483e-06,0.0,0.0,-3.603529483e-06,-4.07557807e-06,3.51205676e-07,-3.724372394e-06,1.208429107e-07,0.03298158537,3.353459746,2.127717776e-09,-3.95629897e-06,-2.246093429e-05,0.0,0.0,0.0,-2.246093429e-05,-0.0001007695041
1,2.0,-3.603551492e-06,1.588186776e-20,0.0,-3.603551492e-06,-4.071878848e-06,3.927509561e-07,-3.679127892e-06,7.557639998e-08,0.02075510838,2.097275428,2.127643503e-09,-3.997987999e-06,-2.246093429e-05,0.0,0.0,0.0,-2.246093429e-05,-0.0001007683194
2,3.5,-3.603587704e-06,-3.176373552e-20,0.0,-3.603587704e-06,-4.063260402e-06,4.280051794e-07,-3.635255223e-06,3.166751883e-08,0.008749331669,0.8787775249,2.127532088e-09,-4.03338192e-06,-2.246093429e-05,0.0,0.0,0.0,-2.246093429e-05,-0.0001007665423
3,5.75,-3.603648305e-06,-3.176373552e-20,0.0,-3.603648305e-06,-4.055808355e-06,4.738797907e-07,-3.581928564e-06,-2.171974019e-08,0.006045371327,0.6027153138,2.1272379e-09,-4.078493393e-06,-2.246093429e-05,0.0,0.0,0.0,-2.246093429e-05,-0.0001007638766
4,9.125,-3.603746965e-06,0.0,-5.082197684e-21,-3.603746965e-06,-4.067685105e-06,5.119806986e-07,-3.555704406e-06,-4.804255877e-08,0.01342073751,1.33312797,2.126796868e-09,-4.116687241e-06,-2.246093429e-05,-3.661520473e-23,0.0,-5.045582479e-21,-2.246093429e-05,-0.0001007598781
5,14.1875,-3.603904563e-06,1.588186776e-20,0.0,-3.603904563e-06,-4.076736705e-06,5.435437001e-07,-3.533193005e-06,-7.071155812e-08,0.01981521408,1.962081872,2.126136096e-09,-4.148401725e-06,-2.246093429e-05,0.0,0.0,0.0,-2.246093429e-05,-0.0001007538804
6,21.78125,-3.604152699e-06,0.0,0.0,-3.604152699e-06,-4.082936873e-06,5.694288447e-07,-3.513508029e-06,-9.064467062e-08,0.0254703544,2.515006388,2.125147065e-09,-4.174529569e-06,-2.246093429e-05,0.0,0.0,0.0,-2.246093429e-05,-0.0001007448838
7,33.171875,-3.604539663e-06,-3.176373552e-20,0.0,-3.604539663e-06,-4.085710592e-06,5.913857538e-07,-3.494324838e-06,-1.102148253e-07,0.03105139568,3.057667152,2.123668754e-09,-4.196868573e-06,-2.246093429e-05,0.0,0.0,0.0,-2.246093429e-05,-0.0001007313889
8,50.2578125,-3.605138689e-06,0.0,0.0,-3.605138689e-06,-4.088679571e-06,6.102129706e-07,-3.478466601e-06,-1.266720887e-07,0.03576486366,3.513653694,2.121463493e-09,-4.216288836e-06,-2.246093429e-05,0.0,0.0,0.0,-2.246093429e-05,-0.0001007111466
9,75.88671875,-3.606049399e-06,-1.588186776e-20,0.0,-3.606049399e-06,-3.960767808e-06,6.197660596e-07,-3.341001748e-06,-2.650476506e-07,0.07630508111,7.350083743,2.119600271e-09,-4.228204182e-06,-2.246093429e-05,0.0,0.0,0.0,-2.246093429e-05,-0.0001006807831
10,114.3300781,-3.607432835e-06,1.588186776e-20,0.0,-3.607432835e-06,-3.953326652e-06,6.2926688e-07,-3.324059772e-06,-2.833730638e-07,0.08176393741,7.855255434,2.116839931e-09,-4.239137256e-06,-2.246093429e-05,0.0,0.0,0.0,-2.246093429e-05,-0.0001006352379
11,171.9951172,-3.609523309e-06,0.0,0.0,-3.609523309e-06,-3.946832389e-06,6.367288267e-07,-3.310103562e-06,-2.994197474e-07,0.08654216562,8.295271195,2.112775099e-09,-4.248743064e-06,-2.246093429e-05,0.0,0.0,0.0,-2.246093429e-05,-0.00010056692
12,258.4926758,-3.657871199e-06,6.952904615e-05,0.0,6.587117495e-05,-1.5722605e-06,6.743331312e-05,6.586105262e-05,1.012233362e-08,0.0001536804442,0.01455842441,2.582783325e-06,-4.256726746e-06,-2.246093429e-05,0.0,0.0,0.0,-2.246093429e-05,-3.093192074e-05
13,388.2390137,-3.760212294e-06,0.0001003073174,0.0,9.654710509e-05,6.680898682e-06,8.995867268e-05,9.663957136e-05,-9.246627067e-08,0.0009572737868,0.09218297635,1.085197297e-05,-4.260399466e-06,-2.246093429e-05,0.0,0.0,0.0,-2.246093429e-05,1.604531554e-09
14,582.8585205,-3.912269696e-06,0.0001000767562,0.0,9.616448648e-05,1.891857436e-05,7.734021552e-05,9.625878988e-05,-9.430339603e-08,0.0009801662026,0.09423106787,2.307786264e-05,-4.262499871e-06,-2.246093429e-05,0.0,0.0,0.0,-2.246093429e-05,1.604531554e-09
15,874.7877808,-4.136435599e-06,9.973091436e-05,0.0,9.559447876e-05,3.310052511e-05,6.261991447e-05,9.572043958e-05,-1.25960823e-07,0.00131679039,0.12630068,3.722613304e-05,-4.262625352e-06,-2.246093429e-05,0.0,0.0,0.0,-2.246093429e-05,1.604531554e-09
16,1312.681671,-4.46216333e-06,9.921215163e-05,0.0,9.47499883e-05,4.669250303e-05,4.811278979e-05,9.480529282e-05,-5.530452673e-08,0.0005835187118,0.05574370258,5.089811286e-05,-4.261703444e-06,-2.246093429e-05,0.0,0.0,0.0,-2.246093429e-05,1.604531554e-09
17,1969.522507,-4.923020958e-06,9.843400921e-05,0.0,9.351098825e-05,5.829240517e-05,3.532913079e-05,9.362153596e-05,-1.105477096e-07,0.001181491139,0.1123064178,6.243329309e-05,-4.259049329e-06,-2.246093429e-05,0.0,0.0,0.0,-2.246093429e-05,1.606205078e-09
18,2954.78376,-5.545547856e-06,9.726679788e-05,0.0,9.172125002e-05,6.670468327e-05,2.506320541e-05,9.176788867e-05,-4.663865049e-08,0.0005083532554,0.04794919902,7.090919097e-05,-4.256057575e-06,-2.246093429e-05,0.0,0.0,0.0,-2.246093429e-05,1.611015878e-09
19,4432.67564,-6.32805971e-06,9.551597781e-05,0.0,8.91879181e-05,7.151931781e-05,1.766914464e-05,8.918846244e-05,-5.44340848e-10,6.103283925e-06,0.0005698950693,7.577223189e-05,-4.254101279e-06,-2.246093429e-05,0.0,0.0,0.0,-2.246093429e-05,1.615158358e-09
20,6649.51346,-7.228148852e-06,9.288974713e-05,0.0,8.566159828e-05,7.257714042e-05,1.305718263e-05,8.563432306e-05,2.727522082e-08,0.0003184573293,0.0293630047,7.68585675e-05,-4.254240736e-06,-2.246093429e-05,0.0,0.0,0.0,-2.246093429e-05,1.620789417e-09
21,9974.77019,-8.199017834e-06,8.895039885e-05,0.0,8.075138101e-05,6.966009252e-05,1.106153099e-05,8.072162351e-05,2.975749806e-08,0.0003685755169,0.03345403555,7.394912347e-05,-4.259369874e-06,-2.246093429e-05,0.0,0.0,0.0,-2.246093429e-05,1.626976585e-09
22,14962.65529,-9.236280724e-06,8.304137985e-05,0.0,7.380509913e-05,6.316279238e-05,1.059940728e-05,7.376219966e-05,4.289946205e-08,0.0005814223395,0.05166034346,6.747499699e-05,-4.269154382e-06,-2.246093429e-05,0.0,0.0,0.0,-2.246093429e-05,1.639688168e-09
23,22444.48293,-1.023566515e-05,7.417784163e-05,0.0,6.394217648e-05,5.543860101e-05,8.398947639e-06,6.383754865e-05,1.046278275e-07,0.001637627995,0.1410499756,5.982790549e-05,-4.282286271e-06,-2.246093429e-05,0.0,0.0,0.0,-2.246093429e-05,1.649029189e-09
24,33667.22439,-1.069001605e-05,6.088249172e-05,0.0,5.019247567e-05,4.451037189e-05,5.551184103e-06,5.006155599e-05,1.309196757e-07,0.00261175882,0.2150366583,4.894283928e-05,-4.301129055e-06,-2.246093429e-05,0.0,0.0,0.0,-2.246093429e-05,1.620453688e-09
25,50501.33659,-9.835989652e-06,4.093938808e-05,0.0,3.110339843e-05,2.820166201e-05,2.768456456e-06,3.097011846e-05,1.332799677e-07,0.004294261848,0.3255543718,3.266372423e-05,-4.324719975e-06,-2.246093429e-05,0.0,0.0,0.0,-2.246093429e-05,1.498820876e-09
