,0
0,0.925017309271627
1,0.534567474617183
2,0.48358449929704267
3,0.31181334257901955
4,0.9352727046029435
5,0.7480445160633988
6,0.9666606773518853
7,0.7984182313149277
8,0.6610994134356992
9,0.5530165760881371
10,0.6427400691641701
11,0.06125422085945805
12,1.7387046497315168
13,1.10789860523073
14,1.4152155254269019
15,-0.065251002224007
16,0.8677351370246874
17,-0.8330379920662381
18,1.172447657212615
19,2.285321537198292
20,3.2553216732210584
21,3.2581764010505543
22,2.228345313141795
23,1.078255004197773
24,0.6849900455369303
25,0.676395556048697
26,1.7480697453849845
27,1.4114362626439996
28,0.8909882496938937
29,1.4281354563491833
30,1.1583309510929718
31,1.2489035956483956
32,0.472090119521858
33,1.5344795109704137
34,1.904461776630746
35,1.1851199203067355
36,0.3620430493158185
37,0.7130880336044356
38,0.6715715202606387
39,0.7572188063059002
40,0.284099116517205
41,-0.25982725716474103
42,1.1886819265006732
43,1.3700389828574973
44,2.0732596872581377
45,2.7332810351314643
46,3.061317957109875
47,1.469316951930523
48,0.8119380457275029
49,0.7291811680317752
50,1.9029722180372726
51,2.407746651313371
52,3.2121414167858244
53,3.663933963411384
54,2.952553812828329
55,3.906746833688683
56,3.30556531254034
57,4.5848882842094305
58,2.9885846159110465
59,3.1957025540953814
60,3.402457822683371
61,3.306521584331575
62,4.868303159251809
63,4.059742470737547
64,4.434045708841747
65,5.3923648733956115
66,4.778803297447869
67,4.458172206805709
68,4.6059906187777715
69,5.099944028730129
70,5.782055408228189
71,6.2199893026716175
72,5.372857132719623
73,2.299739457666874
74,2.6302605594197908
75,4.138302058136712
76,4.948939450085163
77,3.515186056801516
78,4.598666924983263
79,3.903632646568844
80,5.9997332252355084
81,6.262192350294855
82,6.237997517403629
83,5.099620765495477
84,4.940085702135952
85,5.407260054515468
86,5.165373203577474
87,6.918779758115609
88,6.448301351111796
89,5.36735799809685
90,5.582575243774853
91,5.423169317021449
92,1.854277247045603
93,4.590270960354246
94,5.5249862502742975
95,5.882937103463013
96,7.242401555697951
97,6.6888223608127895
98,5.692923423720964
99,5.600075206822819
100,8.233013098593801
101,6.800613483931455
102,6.402588674591647
103,6.585913695990005
104,7.063959255866292
105,7.212830138858408
106,6.093684908002615
107,5.485283717513084
108,6.485856619818757
109,4.714182242854601
110,6.541395685681184
111,6.016657815728751
112,5.773815249868979
113,7.221843834345539
114,7.822817272817095
115,5.109775023327933
116,2.1177936488141618
117,2.715283869041337
118,6.187541060848162
119,6.74728156778858
120,5.505207784344545
121,4.5040302724972
122,3.6621528124540217
